Date/Time,THERMAL ZONE: JORGE:Zone Mean Air Temperature [C](TimeStep),JORGE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),JORGE:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 05/03  00:10:00,25.22634007442079,-1.5670478220232372,54.55049912273238 
 05/03  00:20:00,25.17680796670387,-1.5911431760956903,55.86317045434892 
 05/03  00:30:00,25.349935311171128,-1.538087451666415,52.97242674750135 
 05/03  00:40:00,25.346996376219044,-1.5449416440740696,53.34583983738308 
 05/03  00:50:00,25.16661762527253,-1.6066440653934225,56.70680172661432 
 05/03  01:00:00,24.866921670017214,-1.7055444802010834,62.04830179544542 
 05/03  01:10:00,24.678076374632068,-1.7761706484311364,65.78249062322195 
 05/03  01:20:00,24.52771965860064,-1.8324573944979433,68.68418706352402 
 05/03  01:30:00,24.29410326735387,-1.9159130475593478,72.82666211326094 
 05/03  01:40:00,24.071576703257379,-1.9958944896440092,76.57595439081075 
 05/03  01:50:00,24.108609354464794,-1.9926576305199418,76.42894335947224 
 05/03  02:00:00,24.253786332562688,-1.9561649458840936,74.7432290096982 
 05/03  02:10:00,24.327424583949936,-1.9395380072845559,73.95855359761677 
 05/03  02:20:00,24.624597555539148,-1.8564783624253199,69.8978165970232 
 05/03  02:30:00,24.902930357340194,-1.7744359267257537,65.69190307293059 
 05/03  02:40:00,24.81081412755897,-1.8079132763230157,67.42827362886666 
 05/03  02:50:00,24.752126595283824,-1.8297173160181005,68.5447481969692 
 05/03  03:00:00,24.7174452841424,-1.8487546418539017,69.5093380279427 
 05/03  03:10:00,24.64282469526166,-1.8777897650533567,70.96067420517386 
 05/03  03:20:00,24.46616071379742,-1.9355917351714354,73.77084810692632 
 05/03  03:30:00,24.473153644241113,-1.9473156264863219,74.32685879993 
 05/03  03:40:00,23.998805060458279,-2.1040340465676654,81.23257625341228 
 05/03  03:50:00,23.452516633559463,-2.3010191475681727,88.29292838898975 
 05/03  04:00:00,23.295921629661007,-2.3669679550311919,90.21715686900885 
 05/03  04:10:00,23.279228597221264,-2.383409546772945,90.66227418345417 
 05/03  04:20:00,23.64997300588842,-2.27805829941049,87.57061604656383 
 05/03  04:30:00,23.940810376072599,-2.183957779778797,84.32972249748276 
 05/03  04:40:00,24.19583194075242,-2.1089679877979736,81.43259380543398 
 05/03  04:50:00,24.12968664904345,-2.1247808744819216,82.06594815116353 
 05/03  05:00:00,23.652001650077858,-2.284664514184586,87.7812091704016 
 05/03  05:10:00,23.31612396436905,-2.398934133798877,91.06999096638147 
 05/03  05:20:00,23.13863489199104,-2.4824747594374076,93.05789499843948 
 05/03  05:30:00,23.143066499416233,-2.489198759431792,93.20309151377505 
 05/03  05:40:00,22.777532073190398,-2.6220691756320697,95.64715154749564 
 05/03  05:50:00,22.545434841650278,-2.7077049235239309,96.82928259944984 
 05/03  06:00:00,22.4443797836451,-2.7519134460699754,97.33356168094056 
 05/03  06:10:00,22.62152067237052,-2.7019150791729369,96.75813411573975 
 05/03  06:20:00,22.93795314131521,-2.6002783394022788,95.29953832327395 
 05/03  06:30:00,23.240096609178118,-2.5075223808530859,93.58786095119489 
 05/03  06:40:00,22.484579395859627,-2.754638743999456,97.36246496422513 
 05/03  06:50:00,22.265559496284184,-2.837449510041203,98.12968741579508 
 05/03  07:00:00,23.17980240551706,-2.5401678560506899,94.23448481470128 
 05/03  07:10:00,23.40321641202697,-2.4446020077749925,92.19928840777752 
 05/03  07:20:00,22.890282291092605,-2.6047541581917219,95.37256426866259 
 05/03  07:30:00,22.9652352836725,-2.572621820060023,94.82925466524194 
 05/03  07:40:00,23.249516616961715,-2.464808417682703,92.66605649415095 
 05/03  07:50:00,23.663964942238118,-2.3095007194440546,88.55289984441073 
 05/03  08:00:00,24.228378677621728,-2.106789402289803,81.34441570208333 
 05/03  08:10:00,24.7851884932588,-1.8932098715140864,71.72107222058749 
 05/03  08:20:00,25.042288521306348,-1.7949681731551242,66.75988686402576 
 05/03  08:30:00,25.324313273242475,-1.6939009088043103,61.4248705828627 
 05/03  08:40:00,25.574731676548909,-1.5989765360486486,56.28961125238102 
 05/03  08:50:00,25.766474686502769,-1.5138739499282037,51.65430684796308 
 05/03  09:00:00,25.831642060630406,-1.4718798759444523,49.375212732826678 
 05/03  09:10:00,27.797326841192615,0.1668089665489621,5.576704855116674 
 05/03  09:20:00,28.004702126573354,0.25160988394676078,6.314090693332574 
 05/03  09:30:00,28.338187612748354,0.3310494603759647,7.279119737008656 
 05/03  09:40:00,28.822291513938873,0.45441382285807999,9.309499257220523 
 05/03  09:50:00,28.861396995935924,0.48345023049348859,9.882284790282299 
 05/03  10:00:00,28.72790086585443,0.46032340745244945,9.423130354784036 
 05/03  10:10:00,28.43599987469561,0.39316499872534957,8.22012893998054 
 05/03  10:20:00,28.802208273132039,0.4779879484097851,9.771757897601873 
 05/03  10:30:00,29.257816562732445,0.5957561713738645,12.440829364629721 
 05/03  10:40:00,29.325843335513026,0.6263764681403121,13.233302092184119 
 05/03  10:50:00,29.2687299786736,0.6195651424297841,13.053501725921308 
 05/03  11:00:00,29.40278678851974,0.6570888917415247,14.06902127100146 
 05/03  11:10:00,29.488584186827585,0.6919995411635935,15.068606441802686 
 05/03  11:20:00,29.568847943954219,0.7063078887110496,15.493516845387333 
 05/03  11:30:00,29.772620423050044,0.7685037963119206,17.442906168705109 
 05/03  11:40:00,29.871582134034186,0.7929634863507369,18.254866357531229 
 05/03  11:50:00,30.068129879593127,0.8445031028784545,20.04857278838574 
 05/03  12:00:00,30.27209188769117,0.8991937414429051,22.072907929560246 
 05/03  12:10:00,30.561495600336689,0.9820907675150047,25.371679064603229 
 05/03  12:20:00,30.534850109058885,0.9843029148560033,25.463403691191389 
 05/03  12:30:00,30.45590531945912,0.9794097410736038,25.26076533103064 
 05/03  12:40:00,30.632434667086476,1.0099621554213032,26.54099205180097 
 05/03  12:50:00,30.705540246578545,1.0136484790015257,26.697849876754078 
 05/03  13:00:00,30.65076608894823,1.0011594435779685,26.168494970208884 
 05/03  13:10:00,30.633590672766773,1.0178613797546715,26.877737587533035 
 05/03  13:20:00,30.8623791565267,1.0969364608945336,30.374019809311535 
 05/03  13:30:00,30.89602201364519,1.1177697347771632,31.33157270126081 
 05/03  13:40:00,30.858233282969896,1.1164233099416568,31.269247173511176 
 05/03  13:50:00,31.46356125717113,1.2588999421149454,38.17388165978173 
 05/03  14:00:00,32.01494080364057,1.3957874690918842,45.28742020927677 
 05/03  14:10:00,31.302387291710216,1.2169089007087453,36.07786513539308 
 05/03  14:20:00,31.05371905098786,1.1738552640496388,33.97978951944637 
 05/03  14:30:00,31.51600931504992,1.2939355503801369,39.95687263581993 
 05/03  14:40:00,31.481001216419949,1.3079490977476616,40.67802904258756 
 05/03  14:50:00,31.628733857944839,1.334117654619288,42.03598934968469 
 05/03  15:00:00,31.724563017298708,1.3683875867482243,43.83466996547438 
 05/03  15:10:00,31.734540619950534,1.3882443719046776,44.88629275671738 
 05/03  15:20:00,31.86555317851223,1.4133233339092473,46.223166645155028 
 05/03  15:30:00,31.928113213732617,1.41741697618496,46.442223809003397 
 05/03  15:40:00,31.654150125010049,1.3642837919804827,43.618154603838927 
