tiempo,To
2019-06-23 16:50:00,28.64
2019-06-23 17:00:00,28.92
2019-06-23 17:10:00,28.91
2019-06-23 17:20:00,28.59
2019-06-23 17:30:00,28.71
2019-06-23 17:40:00,28.05
2019-06-23 17:50:00,28.15
2019-06-23 18:00:00,27.69
2019-06-23 18:10:00,27.5
2019-06-23 18:20:00,27.3
2019-06-23 18:30:00,27.34
2019-06-23 18:40:00,27.12
2019-06-23 18:50:00,27.05
2019-06-23 19:00:00,26.95
2019-06-23 19:10:00,26.58
2019-06-23 19:20:00,26.2
2019-06-23 19:30:00,26.09
2019-06-23 19:40:00,25.95
2019-06-23 19:50:00,25.25
2019-06-23 20:00:00,25.26
2019-06-23 20:10:00,24.56
2019-06-23 20:20:00,24.35
2019-06-23 20:30:00,23.92
2019-06-23 20:40:00,24.0
2019-06-23 20:50:00,23.8
2019-06-23 21:00:00,23.62
2019-06-23 21:10:00,23.74
2019-06-23 21:20:00,23.68
2019-06-23 21:30:00,23.6
2019-06-23 21:40:00,23.54
2019-06-23 21:50:00,23.74
2019-06-23 22:00:00,23.77
2019-06-23 22:10:00,23.84
2019-06-23 22:20:00,23.92
2019-06-23 22:30:00,23.89
2019-06-23 22:40:00,24.05
2019-06-23 22:50:00,24.12
2019-06-23 23:00:00,23.97
2019-06-23 23:10:00,23.59
2019-06-23 23:20:00,23.39
2019-06-23 23:30:00,23.33
2019-06-23 23:40:00,23.49
