tiempo,Ti,Ti_s
2019-06-22 00:26:20,27.3785684,
2019-06-22 00:26:40,27.353187,
2019-06-22 00:27:00,27.445483000000003,
2019-06-22 00:27:20,27.4270238,
2019-06-22 00:27:40,27.4051035,
2019-06-22 00:28:00,27.433946,
2019-06-22 00:28:20,27.4489441,
2019-06-22 00:28:40,27.4235627,
2019-06-22 00:29:00,27.3831832,
2019-06-22 00:29:20,27.391259100000003,
2019-06-22 00:29:40,27.373953600000004,
2019-06-22 00:30:00,27.364724,26.98933125007939
2019-06-22 00:30:20,27.3578018,
2019-06-22 00:30:40,27.3428037,
2019-06-22 00:31:00,27.4097183,
2019-06-22 00:31:20,27.387798,
2019-06-22 00:31:40,27.4062572,
2019-06-22 00:32:00,27.3831832,
2019-06-22 00:32:20,27.3797221,
2019-06-22 00:32:40,27.4062572,
2019-06-22 00:33:00,27.3981813,
2019-06-22 00:33:20,27.4431756,
2019-06-22 00:33:40,27.4385608,
2019-06-22 00:34:00,27.4466367,
2019-06-22 00:34:20,27.45702,
2019-06-22 00:34:40,27.428177500000004,
2019-06-22 00:35:00,27.428177500000004,
2019-06-22 00:35:20,27.4350997,
2019-06-22 00:35:40,27.45702,
2019-06-22 00:36:00,27.4535589,
2019-06-22 00:36:20,27.4616348,
2019-06-22 00:36:40,27.4754792,
2019-06-22 00:37:00,27.512397600000003,
2019-06-22 00:37:20,27.505475399999995,
2019-06-22 00:37:40,27.4973995,
2019-06-22 00:38:00,27.4870162,
2019-06-22 00:38:20,27.5239346,
2019-06-22 00:38:40,27.5020143,
2019-06-22 00:39:00,27.4973995,
2019-06-22 00:39:20,27.4512515,
2019-06-22 00:39:40,27.468557,
2019-06-22 00:40:00,27.5204735,26.971165109602612
2019-06-22 00:40:20,27.5285494,
2019-06-22 00:40:40,27.5331642,
2019-06-22 00:41:00,27.505475399999995,
2019-06-22 00:41:20,27.4927847,
2019-06-22 00:41:40,27.4374071,
2019-06-22 00:42:00,27.4189479,
2019-06-22 00:42:20,27.4847088,
2019-06-22 00:42:40,27.5285494,
2019-06-22 00:43:00,27.5320105,
2019-06-22 00:43:20,27.488169899999995,
2019-06-22 00:43:40,27.466249600000005,
2019-06-22 00:44:00,27.4362534,
2019-06-22 00:44:20,27.466249600000005,
2019-06-22 00:44:40,27.4627885,
2019-06-22 00:45:00,27.4627885,
2019-06-22 00:45:20,27.466249600000005,
2019-06-22 00:45:40,27.466249600000005,
2019-06-22 00:46:00,27.4581737,
2019-06-22 00:46:20,27.4362534,
2019-06-22 00:46:40,27.4547126,
2019-06-22 00:47:00,27.466249600000005,
2019-06-22 00:47:20,27.495092100000004,
2019-06-22 00:47:40,27.4812477,
2019-06-22 00:48:00,27.4766329,
2019-06-22 00:48:20,27.5320105,
2019-06-22 00:48:40,27.488169899999995,
2019-06-22 00:49:00,27.432792300000003,
2019-06-22 00:49:20,27.503168,
2019-06-22 00:49:40,27.4997069,
2019-06-22 00:50:00,27.495092100000004,26.951365075085956
2019-06-22 00:50:20,27.4512515,
2019-06-22 00:50:40,27.495092100000004,
2019-06-22 00:51:00,27.5585456,
2019-06-22 00:51:20,27.5435475,
2019-06-22 00:51:40,27.5100902,
2019-06-22 00:52:00,27.488169899999995,
2019-06-22 00:52:20,27.4697107,
2019-06-22 00:52:40,27.4212553,
2019-06-22 00:53:00,27.4754792,
2019-06-22 00:53:20,27.4847088,
2019-06-22 00:53:40,27.4812477,
2019-06-22 00:54:00,27.5181661,
2019-06-22 00:54:20,27.4997069,
2019-06-22 00:54:40,27.4997069,
2019-06-22 00:55:00,27.4512515,
2019-06-22 00:55:20,27.4627885,
2019-06-22 00:55:40,27.4477904,
2019-06-22 00:56:00,27.428177500000004,
2019-06-22 00:56:20,27.4177942,
2019-06-22 00:56:40,27.4639422,
2019-06-22 00:57:00,27.4870162,
2019-06-22 00:57:20,27.4535589,
2019-06-22 00:57:40,27.4708644,
2019-06-22 00:58:00,27.4558663,
2019-06-22 00:58:20,27.4374071,
2019-06-22 00:58:40,27.500860600000003,
2019-06-22 00:59:00,27.4858625,
2019-06-22 00:59:20,27.4524052,
2019-06-22 00:59:40,27.5077828,
2019-06-22 01:00:00,27.5193198,26.92994905737247
2019-06-22 01:00:20,27.5043217,
2019-06-22 01:00:40,27.4824014,
2019-06-22 01:01:00,27.4858625,
2019-06-22 01:01:20,27.5331642,
2019-06-22 01:01:40,27.5447012,
2019-06-22 01:02:00,27.537779,
2019-06-22 01:02:20,27.4743255,
2019-06-22 01:02:40,27.4858625,
2019-06-22 01:03:00,27.5077828,
2019-06-22 01:03:20,27.4743255,
2019-06-22 01:03:40,27.4962458,
2019-06-22 01:04:00,27.5412401,
2019-06-22 01:04:20,27.5516234,
2019-06-22 01:04:40,27.5631604,
2019-06-22 01:05:00,27.5631604,
2019-06-22 01:05:20,27.5746974,
2019-06-22 01:05:40,27.5885418,
2019-06-22 01:06:00,27.5966177,
2019-06-22 01:06:20,27.618538,
2019-06-22 01:06:40,27.6035399,
2019-06-22 01:07:00,27.6589175,
2019-06-22 01:07:20,27.6473805,
2019-06-22 01:07:40,27.662378600000004,
2019-06-22 01:08:00,27.6704545,
2019-06-22 01:08:20,27.6773767,
2019-06-22 01:08:40,27.6289213,
2019-06-22 01:09:00,27.618538,
2019-06-22 01:09:20,27.643919399999994,
2019-06-22 01:09:40,27.6554564,
2019-06-22 01:10:00,27.6289213,26.907038729177412
2019-06-22 01:10:20,27.618538,
2019-06-22 01:10:40,27.618538,
2019-06-22 01:11:00,27.6312287,
2019-06-22 01:11:20,27.653149,
2019-06-22 01:11:40,27.6173843,
2019-06-22 01:12:00,27.6116158,
2019-06-22 01:12:20,27.6346898,
2019-06-22 01:12:40,27.6473805,
2019-06-22 01:13:00,27.6173843,
2019-06-22 01:13:20,27.5862344,
2019-06-22 01:13:40,27.5758511,
2019-06-22 01:14:00,27.5389327,
2019-06-22 01:14:20,27.549316,
2019-06-22 01:14:40,27.5977714,
2019-06-22 01:15:00,27.6012325,
2019-06-22 01:15:20,27.549316,
2019-06-22 01:15:40,27.560853,
2019-06-22 01:16:00,27.549316,
2019-06-22 01:16:20,27.5977714,
2019-06-22 01:16:40,27.5643141,
2019-06-22 01:17:00,27.560853,
2019-06-22 01:17:20,27.5862344,
2019-06-22 01:17:40,27.5793122,
2019-06-22 01:18:00,27.560853,
2019-06-22 01:18:20,27.5458549,
2019-06-22 01:18:40,27.5273957,
2019-06-22 01:19:00,27.5020143,
2019-06-22 01:19:20,27.491631,
2019-06-22 01:19:40,27.4674033,
2019-06-22 01:20:00,27.4131794,26.882654410947616
2019-06-22 01:20:20,27.327805600000005,
2019-06-22 01:20:40,27.322037100000003,
2019-06-22 01:21:00,27.337035200000003,
2019-06-22 01:21:20,27.2966557,
2019-06-22 01:21:40,27.3439574,
2019-06-22 01:22:00,27.3485722,
2019-06-22 01:22:20,27.399335,
2019-06-22 01:22:40,27.337035200000003,
2019-06-22 01:23:00,27.3404963,
2019-06-22 01:23:20,27.337035200000003,
2019-06-22 01:23:40,27.2666595,
2019-06-22 01:24:00,27.2320485,
2019-06-22 01:24:20,27.203206,
2019-06-22 01:24:40,27.1824394,
2019-06-22 01:25:00,27.2158967,
2019-06-22 01:25:20,27.1628265,
2019-06-22 01:25:40,27.2101282,
2019-06-22 01:26:00,27.2089745,
2019-06-22 01:26:20,27.168595,
2019-06-22 01:26:40,27.168595,
2019-06-22 01:27:00,27.1870542,
2019-06-22 01:27:20,27.1870542,
2019-06-22 01:27:40,27.1962838,
2019-06-22 01:28:00,27.1709024,
2019-06-22 01:28:20,27.0959119,
2019-06-22 01:28:40,27.1097563,
2019-06-22 01:29:00,27.0947582,
2019-06-22 01:29:20,27.1166785,
2019-06-22 01:29:40,27.1928227,
2019-06-22 01:30:00,27.099373,26.856909869785987
2019-06-22 01:30:20,27.1628265,
2019-06-22 01:30:40,27.1697487,
2019-06-22 01:31:00,27.1293692,
2019-06-22 01:31:20,27.199744899999995,
2019-06-22 01:31:40,27.1489821,
2019-06-22 01:32:00,27.1328303,
2019-06-22 01:32:20,27.1593654,
2019-06-22 01:32:40,27.1362914,
2019-06-22 01:33:00,27.1293692,
2019-06-22 01:33:20,27.1143711,
2019-06-22 01:33:40,27.080913800000005,
2019-06-22 01:34:00,27.098219300000004,
2019-06-22 01:34:20,27.1120637,
2019-06-22 01:34:40,27.115524800000003,
2019-06-22 01:35:00,27.1178322,
2019-06-22 01:35:20,27.064762,
2019-06-22 01:35:40,27.068223100000004,
2019-06-22 01:36:00,27.0786064,
2019-06-22 01:36:20,27.0970656,
2019-06-22 01:36:40,27.0901434,
2019-06-22 01:37:00,27.0278436,
2019-06-22 01:37:20,27.0093844,
2019-06-22 01:37:40,27.0059233,
2019-06-22 01:38:00,27.0716842,
2019-06-22 01:38:20,27.1305229,
2019-06-22 01:38:40,27.1189859,
2019-06-22 01:39:00,27.087836,
2019-06-22 01:39:20,27.0359195,
2019-06-22 01:39:40,27.1051415,
2019-06-22 01:40:00,27.1074489,26.829832939257603
2019-06-22 01:40:20,27.0924508,
2019-06-22 01:40:40,27.0843749,
2019-06-22 01:41:00,27.080913800000005,
2019-06-22 01:41:20,27.099373,
2019-06-22 01:41:40,27.1212933,
2019-06-22 01:42:00,27.1351377,
2019-06-22 01:42:20,27.1651339,
2019-06-22 01:42:40,27.128215500000003,
2019-06-22 01:43:00,27.1720561,
2019-06-22 01:43:20,27.1651339,
2019-06-22 01:43:40,27.1212933,
2019-06-22 01:44:00,27.1432136,
2019-06-22 01:44:20,27.1466747,
2019-06-22 01:44:40,27.1466747,
2019-06-22 01:45:00,27.180132,
2019-06-22 01:45:20,27.1766709,
2019-06-22 01:45:40,27.1616728,
2019-06-22 01:46:00,27.1178322,
2019-06-22 01:46:20,27.139752500000004,
2019-06-22 01:46:40,27.1732098,
2019-06-22 01:47:00,27.1859005,
2019-06-22 01:47:20,27.1847468,
2019-06-22 01:47:40,27.1628265,
2019-06-22 01:48:00,27.1316766,
2019-06-22 01:48:20,27.1362914,
2019-06-22 01:48:40,27.1074489,
2019-06-22 01:49:00,27.122447,
2019-06-22 01:49:20,27.1039878,
2019-06-22 01:49:40,27.085528600000004,
2019-06-22 01:50:00,27.0774527,26.801537159219027
2019-06-22 01:50:20,27.122447,
2019-06-22 01:50:40,27.0486102,
2019-06-22 01:51:00,27.0116918,
2019-06-22 01:51:20,27.0555324,
2019-06-22 01:51:40,27.073991600000003,
2019-06-22 01:52:00,27.1074489,
2019-06-22 01:52:20,27.11091,
2019-06-22 01:52:40,27.1374451,
2019-06-22 01:53:00,27.073991600000003,
2019-06-22 01:53:20,27.11091,
2019-06-22 01:53:40,27.1293692,
2019-06-22 01:54:00,27.1005267,
2019-06-22 01:54:20,27.0555324,
2019-06-22 01:54:40,27.085528600000004,
2019-06-22 01:55:00,27.045149100000003,
2019-06-22 01:55:20,27.0555324,
2019-06-22 01:55:40,27.0820675,
2019-06-22 01:56:00,27.0555324,
2019-06-22 01:56:20,27.064762,
2019-06-22 01:56:40,27.018614000000003,
2019-06-22 01:57:00,27.0636083,
2019-06-22 01:57:20,27.1143711,
2019-06-22 01:57:40,27.0047696,
2019-06-22 01:58:00,26.9759271,
2019-06-22 01:58:20,26.960929,
2019-06-22 01:58:40,26.9690049,
2019-06-22 01:59:00,26.9459309,
2019-06-22 01:59:20,26.9793882,
2019-06-22 01:59:40,27.0278436,
2019-06-22 02:00:00,27.0013085,26.77182645665538
2019-06-22 02:00:20,27.0197677,
2019-06-22 02:00:40,27.0197677,
2019-06-22 02:01:00,26.9909252,
2019-06-22 02:01:20,26.9828493,
2019-06-22 02:01:40,26.9274717,
2019-06-22 02:02:00,26.9320865,
2019-06-22 02:02:20,26.9170884,
2019-06-22 02:02:40,26.8432516,
2019-06-22 02:03:00,26.8617108,
2019-06-22 02:03:20,26.8651719,
2019-06-22 02:03:40,26.88017,
2019-06-22 02:04:00,26.8767089,
2019-06-22 02:04:20,26.8640182,
2019-06-22 02:04:40,26.838636800000003,
2019-06-22 02:05:00,26.8051795,
2019-06-22 02:05:20,26.8017184,
2019-06-22 02:05:40,26.7844129,
2019-06-22 02:06:00,26.857096,
2019-06-22 02:06:20,26.8559423,
2019-06-22 02:06:40,26.8259461,
2019-06-22 02:07:00,26.7890277,
2019-06-22 02:07:20,26.8374831,
2019-06-22 02:07:40,26.792488800000005,
2019-06-22 02:08:00,26.792488800000005,
2019-06-22 02:08:20,26.8259461,
2019-06-22 02:08:40,26.8478664,
2019-06-22 02:09:00,26.8444053,
2019-06-22 02:09:20,26.792488800000005,
2019-06-22 02:09:40,26.7636463,
2019-06-22 02:10:00,26.785566600000003,26.740894080104276
2019-06-22 02:10:20,26.7486482,
2019-06-22 02:10:40,26.7267279,
2019-06-22 02:11:00,26.6055894,
2019-06-22 02:11:20,26.6055894,
2019-06-22 02:11:40,26.6459689,
2019-06-22 02:12:00,26.622894899999995,
2019-06-22 02:12:20,26.6921169,
2019-06-22 02:12:40,26.5582877,
2019-06-22 02:13:00,26.5767469,
2019-06-22 02:13:20,26.6390467,
2019-06-22 02:13:40,26.6690429,
2019-06-22 02:14:00,26.6390467,
2019-06-22 02:14:20,26.591745,
2019-06-22 02:14:40,26.6655818,
2019-06-22 02:15:00,26.6909632,
2019-06-22 02:15:20,26.672504,
2019-06-22 02:15:40,26.5986672,
2019-06-22 02:16:00,26.7025002,
2019-06-22 02:16:20,26.6021283,
2019-06-22 02:16:40,26.5986672,
2019-06-22 02:17:00,26.5698247,
2019-06-22 02:17:20,26.6055894,
2019-06-22 02:17:40,26.6240486,
2019-06-22 02:18:00,26.6344319,
2019-06-22 02:18:20,26.5190619,
2019-06-22 02:18:40,26.5594414,
2019-06-22 02:19:00,26.474067600000005,
2019-06-22 02:19:20,26.5190619,
2019-06-22 02:19:40,26.5663636,
2019-06-22 02:20:00,26.5006027,26.70893461996609
2019-06-22 02:20:20,26.5559803,
2019-06-22 02:20:40,26.5998209,
2019-06-22 02:21:00,26.5813617,
2019-06-22 02:21:20,26.5594414,
2019-06-22 02:21:40,26.5559803,
2019-06-22 02:22:00,26.5848228,
2019-06-22 02:22:20,26.5294452,
2019-06-22 02:22:40,26.454454700000003,
2019-06-22 02:23:00,26.5017564,
2019-06-22 02:23:20,26.4371492,
2019-06-22 02:23:40,26.468299100000003,
2019-06-22 02:24:00,26.476375,
2019-06-22 02:24:20,26.508678600000003,
2019-06-22 02:24:40,26.4902194,
2019-06-22 02:25:00,26.4463788,
2019-06-22 02:25:20,26.4902194,
2019-06-22 02:25:40,26.464838,
2019-06-22 02:26:00,26.4717602,
2019-06-22 02:26:20,26.4982953,
2019-06-22 02:26:40,26.442917699999995,
2019-06-22 02:27:00,26.4348418,
2019-06-22 02:27:20,26.464838,
2019-06-22 02:27:40,26.4579158,
2019-06-22 02:28:00,26.3252403,
2019-06-22 02:28:20,26.3552365,
2019-06-22 02:28:40,26.2087166,
2019-06-22 02:29:00,26.2560183,
2019-06-22 02:29:20,26.3079348,
2019-06-22 02:29:40,26.2779386,
2019-06-22 02:30:00,26.2998589,26.67608302930378
2019-06-22 02:30:20,26.3633124,
2019-06-22 02:30:40,26.4175363,
2019-06-22 02:31:00,26.2848608,
2019-06-22 02:31:20,26.2190999,
2019-06-22 02:31:40,26.3448532,
2019-06-22 02:32:00,26.358697600000003,
2019-06-22 02:32:20,26.222561,
2019-06-22 02:32:40,26.1971796,
2019-06-22 02:33:00,26.1867963,
2019-06-22 02:33:20,26.2467887,
2019-06-22 02:33:40,26.2502498,
2019-06-22 02:34:00,26.1833352,
2019-06-22 02:34:20,26.1717982,
2019-06-22 02:34:40,26.2317906,
2019-06-22 02:35:00,26.1094984,
2019-06-22 02:35:20,26.153339000000003,
2019-06-22 02:35:40,26.1614149,
2019-06-22 02:36:00,26.1867963,
2019-06-22 02:36:20,26.0945003,
2019-06-22 02:36:40,26.1210354,
2019-06-22 02:37:00,26.0806559,
2019-06-22 02:37:20,26.1556464,
2019-06-22 02:37:40,26.0748874,
2019-06-22 02:38:00,26.0887318,
2019-06-22 02:38:20,26.081809600000003,
2019-06-22 02:38:40,26.1291113,
2019-06-22 02:39:00,26.1152669,
2019-06-22 02:39:20,26.1591075,
2019-06-22 02:39:40,26.1694908,
2019-06-22 02:40:00,26.1475705,26.642351322462236
2019-06-22 02:40:20,26.1256502,
2019-06-22 02:40:40,26.0668115,
2019-06-22 02:41:00,26.1060373,
2019-06-22 02:41:20,26.0795022,
2019-06-22 02:41:40,26.0564282,
2019-06-22 02:42:00,25.968747,
2019-06-22 02:42:20,25.9468267,
2019-06-22 02:42:40,26.049506,
2019-06-22 02:43:00,26.0022043,
2019-06-22 02:43:20,26.0460449,
2019-06-22 02:43:40,26.0760411,
2019-06-22 02:44:00,26.0979614,
2019-06-22 02:44:20,26.0979614,
2019-06-22 02:44:40,25.9837451,
2019-06-22 02:45:00,26.0310468,
2019-06-22 02:45:20,26.0552745,
2019-06-22 02:45:40,26.0471986,
2019-06-22 02:46:00,26.0287394,
2019-06-22 02:46:20,26.0218172,
2019-06-22 02:46:40,26.0414301,
2019-06-22 02:47:00,26.0287394,
2019-06-22 02:47:20,25.995282100000004,
2019-06-22 02:47:40,26.0137413,
2019-06-22 02:48:00,26.003358,
2019-06-22 02:48:20,26.0402764,
2019-06-22 02:48:40,26.0806559,
2019-06-22 02:49:00,26.0656578,
2019-06-22 02:49:20,25.973361800000003,
2019-06-22 02:49:40,26.0656578,
2019-06-22 02:50:00,26.0483523,26.60780582990605
2019-06-22 02:50:20,25.9641322,
2019-06-22 02:50:40,26.0160487,
2019-06-22 02:51:00,25.9168305,
2019-06-22 02:51:20,25.8960639,
2019-06-22 02:51:40,25.8902954,
2019-06-22 02:52:00,25.8464548,
2019-06-22 02:52:20,25.834917800000003,
2019-06-22 02:52:40,25.8060753,
2019-06-22 02:53:00,25.8095364,
2019-06-22 02:53:20,25.8245345,
2019-06-22 02:53:40,25.8972176,
2019-06-22 02:54:00,25.8891417,
2019-06-22 02:54:20,25.8153049,
2019-06-22 02:54:40,25.7772328,
2019-06-22 02:55:00,25.8476085,
2019-06-22 02:55:20,25.784155,
2019-06-22 02:55:40,25.795692000000003,
2019-06-22 02:56:00,25.8291493,
2019-06-22 02:56:20,25.7599273,
2019-06-22 02:56:40,25.7633884,
2019-06-22 02:57:00,25.7437755,
2019-06-22 02:57:20,25.8510696,
2019-06-22 02:57:40,25.8141512,
2019-06-22 02:58:00,25.8545307,
2019-06-22 02:58:20,25.8360715,
2019-06-22 02:58:40,25.862606600000003,
2019-06-22 02:59:00,25.8141512,
2019-06-22 02:59:20,25.7887698,
2019-06-22 02:59:40,25.7668495,
2019-06-22 03:00:00,25.7091645,26.57248183289976
2019-06-22 03:00:20,25.7207015,
2019-06-22 03:00:40,25.7783865,
2019-06-22 03:01:00,25.7195478,
2019-06-22 03:01:20,25.7080108,
2019-06-22 03:01:40,25.7714643,
2019-06-22 03:02:00,25.793384600000003,
2019-06-22 03:02:20,25.8268419,
2019-06-22 03:02:40,25.8487622,
2019-06-22 03:03:00,25.8706825,
2019-06-22 03:03:20,25.830303,
2019-06-22 03:03:40,25.8014605,
2019-06-22 03:04:00,25.8637603,
2019-06-22 03:04:20,25.8337641,
2019-06-22 03:04:40,25.7830013,
2019-06-22 03:05:00,25.7714643,
2019-06-22 03:05:20,25.845301100000004,
2019-06-22 03:05:40,25.8049216,
2019-06-22 03:06:00,25.8014605,
2019-06-22 03:06:20,25.7645421,
2019-06-22 03:06:40,25.8014605,
2019-06-22 03:07:00,25.8199197,
2019-06-22 03:07:20,25.8937565,
2019-06-22 03:07:40,25.8822195,
2019-06-22 03:08:00,25.8706825,
2019-06-22 03:08:20,25.8476085,
2019-06-22 03:08:40,25.784155,
2019-06-22 03:09:00,25.7795402,
2019-06-22 03:09:20,25.7506977,
2019-06-22 03:09:40,25.8060753,
2019-06-22 03:10:00,25.8683751,26.53646749146657
2019-06-22 03:10:20,25.9168305,
2019-06-22 03:10:40,25.8949102,
2019-06-22 03:11:00,25.9237527,
2019-06-22 03:11:20,25.9537489,
2019-06-22 03:11:40,25.9237527,
2019-06-22 03:12:00,25.945673,
2019-06-22 03:12:20,25.8718362,
2019-06-22 03:12:40,25.8891417,
2019-06-22 03:13:00,25.899525,
2019-06-22 03:13:20,25.845301100000004,
2019-06-22 03:13:40,25.8083827,
2019-06-22 03:14:00,25.876451,
2019-06-22 03:14:20,25.9168305,
2019-06-22 03:14:40,25.8868343,
2019-06-22 03:15:00,25.8683751,
2019-06-22 03:15:20,25.8176123,
2019-06-22 03:15:40,25.772618,
2019-06-22 03:16:00,25.7414681,
2019-06-22 03:16:20,25.6860905,
2019-06-22 03:16:40,25.7483903,
2019-06-22 03:17:00,25.7449292,
2019-06-22 03:17:20,25.7230089,
2019-06-22 03:17:40,25.7114719,
2019-06-22 03:18:00,25.7183941,
2019-06-22 03:18:20,25.726470000000003,
2019-06-22 03:18:40,25.7299311,
2019-06-22 03:19:00,25.7922309,
2019-06-22 03:19:20,25.807229,
2019-06-22 03:19:40,25.7045497,
2019-06-22 03:20:00,25.6999349,26.49980511860368
2019-06-22 03:20:20,25.6595554,
2019-06-22 03:20:40,25.726470000000003,
2019-06-22 03:21:00,25.6930127,
2019-06-22 03:21:20,25.6526332,
2019-06-22 03:21:40,25.6872442,
2019-06-22 03:22:00,25.6480184,
2019-06-22 03:22:20,25.6353277,
2019-06-22 03:22:40,25.6272518,
2019-06-22 03:23:00,25.6087926,
2019-06-22 03:23:20,25.6318666,
2019-06-22 03:23:40,25.654940600000003,
2019-06-22 03:24:00,25.680322,
2019-06-22 03:24:20,25.6468647,
2019-06-22 03:24:40,25.5949482,
2019-06-22 03:25:00,25.6237907,
2019-06-22 03:25:20,25.6607091,
2019-06-22 03:25:40,25.6653239,
2019-06-22 03:26:00,25.6468647,
2019-06-22 03:26:20,25.5984093,
2019-06-22 03:26:40,25.5834112,
2019-06-22 03:27:00,25.5695668,
2019-06-22 03:27:20,25.5580298,
2019-06-22 03:27:40,25.5511076,
2019-06-22 03:28:00,25.5695668,
2019-06-22 03:28:20,25.5914871,
2019-06-22 03:28:40,25.576489,
2019-06-22 03:29:00,25.5730279,
2019-06-22 03:29:20,25.5511076,
2019-06-22 03:29:40,25.5361095,
2019-06-22 03:30:00,25.5141892,26.4625665534251
2019-06-22 03:30:20,25.5326484,
2019-06-22 03:30:40,25.5395706,
2019-06-22 03:31:00,25.546492800000003,
2019-06-22 03:31:20,25.5361095,
2019-06-22 03:31:40,25.5211114,
2019-06-22 03:32:00,25.5095744,
2019-06-22 03:32:20,25.5061133,
2019-06-22 03:32:40,25.5245725,
2019-06-22 03:33:00,25.5280336,
2019-06-22 03:33:20,25.4622727,
2019-06-22 03:33:40,25.4991911,
2019-06-22 03:34:00,25.472656,
2019-06-22 03:34:20,25.4622727,
2019-06-22 03:34:40,25.472656,
2019-06-22 03:35:00,25.4991911,
2019-06-22 03:35:20,25.5061133,
2019-06-22 03:35:40,25.484193,
2019-06-22 03:36:00,25.4715023,
2019-06-22 03:36:20,25.4415061,
2019-06-22 03:36:40,25.4242006,
2019-06-22 03:37:00,25.4242006,
2019-06-22 03:37:20,25.3930507,
2019-06-22 03:37:40,25.3988192,
2019-06-22 03:38:00,25.3953581,
2019-06-22 03:38:20,25.345749,
2019-06-22 03:38:40,25.334212,
2019-06-22 03:39:00,25.3711304,
2019-06-22 03:39:20,25.3711304,
2019-06-22 03:39:40,25.345749,
2019-06-22 03:40:00,25.3607471,26.42478954179944
2019-06-22 03:40:20,25.3711304,
2019-06-22 03:40:40,25.3711304,
2019-06-22 03:41:00,25.4045877,
2019-06-22 03:41:20,25.4818856,
2019-06-22 03:41:40,25.4080488,
2019-06-22 03:42:00,25.3861285,
2019-06-22 03:42:20,25.4011266,
2019-06-22 03:42:40,25.3792063,
2019-06-22 03:43:00,25.3826674,
2019-06-22 03:43:20,25.4668875,
2019-06-22 03:43:40,25.4888078,
2019-06-22 03:44:00,25.414971,
2019-06-22 03:44:20,25.4334302,
2019-06-22 03:44:40,25.4449672,
2019-06-22 03:45:00,25.4668875,
2019-06-22 03:45:20,25.4415061,
2019-06-22 03:45:40,25.3745915,
2019-06-22 03:46:00,25.3526712,
2019-06-22 03:46:20,25.3792063,
2019-06-22 03:46:40,25.4634264,
2019-06-22 03:47:00,25.3422879,
2019-06-22 03:47:20,25.3157528,
2019-06-22 03:47:40,25.3526712,
2019-06-22 03:48:00,25.396511800000003,
