tiempo,TCAire,Ti_0001,Ti_001,Ti_01,Ti_003
2019-06-08 00:00:00,25.3480564,25.3615442984322,24.684067949198816,22.231430955251103,23.76578490525979
2019-06-08 00:10:00,25.311138,25.316519759089257,24.6377015512309,22.228499753695782,23.72957222423664
2019-06-08 00:20:00,25.2742196,25.27168457488592,24.595728808446705,22.218035371865053,23.69701039449672
2019-06-08 00:30:00,25.2280716,25.229249264730228,24.56053378222559,22.221022337820735,23.67257243168102
2019-06-08 00:40:00,25.1876921,25.18396229770104,24.52207668771119,22.20452886195867,23.63954187660456
2019-06-08 00:50:00,25.147312600000003,25.13401567136022,24.47719426282446,22.171308062334028,23.59623397187469
2019-06-08 01:00:00,25.1000109,25.08216699340296,24.429953308301616,22.13497748480717,23.549271885308006
2019-06-08 01:10:00,25.0630925,25.030337285476126,24.383997220131064,22.102910117418375,23.504912114522654
2019-06-08 01:20:00,25.0100223,24.979654366688248,24.340752110109303,22.073547016363047,23.46314117914186
2019-06-08 01:30:00,24.9546447,24.92940722229316,24.29895852708154,22.04310504845332,23.421861826006328
2019-06-08 01:40:00,24.8681172,24.866177686141935,24.234460191072095,21.93376173233535,23.34034615978327
2019-06-08 01:50:00,24.7954341,24.79699519148991,24.159693891182904,21.82171567806656,23.248813750031722
2019-06-08 02:00:00,24.7712064,24.729034455416304,24.087310214505557,21.73376857910146,23.167492917254297
2019-06-08 02:10:00,24.7123677,24.656067955219076,24.0010417253214,21.59541407870782,23.061637280099383
2019-06-08 02:20:00,24.7077529,24.59830374486884,23.94263294577432,21.55877237788316,23.005122049705182
2019-06-08 02:30:00,24.6662197,24.5585753148564,23.91944742809665,21.59561722453827,22.997321726528767
2019-06-08 02:40:00,24.6362235,24.514429527930574,23.891090311387785,21.570265706556988,22.97130251742408
2019-06-08 02:50:00,24.6050736,24.47141044677825,23.863316087808453,21.563540744249543,22.9487240226488
2019-06-08 03:00:00,24.5566182,24.42856835195041,23.83157448933159,21.55279009260136,22.922049758449717
2019-06-08 03:10:00,24.473551800000003,24.37746121817292,23.78610815928483,21.50053640953246,22.875774086977696
2019-06-08 03:20:00,24.4077909,24.305132790194623,23.702536992017304,21.33536304162299,22.767366101591975
2019-06-08 03:30:00,24.375487300000003,24.23725452407481,23.626565251311668,21.245212107369216,22.680632135314283
2019-06-08 03:40:00,24.3247245,24.17711884195849,23.56661008843812,21.198392781831945,22.622611523380307
2019-06-08 03:50:00,24.2670395,24.11238356724376,23.49747887966467,21.09459024465871,22.543493862003658
2019-06-08 04:00:00,24.1539769,24.039548726900424,23.412259273258496,20.951096735746376,22.436734452884487
2019-06-08 04:10:00,24.0628346,23.95646798788463,23.311810712309263,20.784611366365617,22.310359025703647
2019-06-08 04:20:00,23.9797682,23.886353756519686,23.23474521301101,20.71429587384496,22.229267897949335
2019-06-08 04:30:00,23.8620908,23.827147175635943,23.174654339396227,20.6634671488857,22.170753768933118
2019-06-08 04:40:00,23.8067132,23.77678282681844,23.132377477243573,20.64113830258173,22.136787897480904
2019-06-08 04:50:00,23.7605652,23.730149470853487,23.095579726195115,20.619536628850128,22.10634603841177
2019-06-08 05:00:00,23.7109561,23.69055382642113,23.068511994208528,20.62901423176235,22.090620031807298
2019-06-08 05:10:00,23.6463489,23.63074013993884,23.00352851361682,20.50913699868489,22.008223807446377
2019-06-08 05:20:00,23.5448233,23.568062705558077,22.938392961104665,20.43606634679292,21.935978773452057
2019-06-08 05:30:00,23.4756013,23.52765048582979,22.912122405879323,20.48894236978795,21.93239907237695
2019-06-08 05:40:00,23.4513736,23.47528385299327,22.86138829766692,20.40763670351357,21.877008238273657
2019-06-08 05:50:00,23.3533091,23.40446501347544,22.782092176113277,20.26312827741958,21.776234563631277
2019-06-08 06:00:00,23.2725501,23.33870896287283,22.71236497038293,20.1952547417407,21.69911910043221
2019-06-08 06:10:00,23.2160188,23.288789065371738,22.66527043466592,20.179952087400537,21.657695253486867
2019-06-08 06:20:00,23.153719,23.26818606355899,22.66376636767649,20.25795682952564,21.68548723037892
2019-06-08 06:30:00,23.0683452,23.26734659874613,22.682701368680046,20.327129428074084,21.730469725189
2019-06-08 06:40:00,23.0129676,23.294858536992855,22.73504128478219,20.502985048875967,21.82591184250147
2019-06-08 06:50:00,22.9679733,23.315480676927,22.78594929162688,20.636149984356724,21.92607721070576
2019-06-08 07:00:00,22.9022124,23.314136563904277,22.79302591779504,20.59497745085429,21.94123088541408
2019-06-08 07:10:00,22.9252864,23.339084199951863,22.82975113891316,20.68402915577654,21.999914862488463
2019-06-08 07:20:00,22.8849069,23.431895135385975,22.97879696504076,21.163051898271657,22.26633985866952
2019-06-08 07:30:00,22.899905,23.517392381579295,23.104692117022708,21.43143025225464,22.47223277119475
2019-06-08 07:40:00,22.9495141,23.58570273324284,23.204146617974587,21.731781690794037,22.63323461476147
2019-06-08 07:50:00,22.9875862,23.753966740998408,23.458371559290427,22.300409650379216,23.036515412137867
2019-06-08 08:00:00,22.9760492,23.908801851281932,23.69724251712576,22.969656964711294,23.386023618812807
2019-06-08 08:10:00,23.0025843,23.84468528571255,23.57687266502331,22.438021055836728,23.27295294719108
2019-06-08 08:20:00,23.0971877,23.799322238955764,23.48078462343143,22.14631904408389,23.06789107316868
2019-06-08 08:30:00,23.1202617,23.886720719796692,23.60746902642487,22.373381525406558,23.11959320520209
2019-06-08 08:40:00,23.1202617,23.98989458881296,23.74240124894022,22.645087825882555,23.28992494479682
2019-06-08 08:50:00,23.1502579,24.06563290069306,23.82413189880435,22.772098112193717,23.42507169961888
