tiempo,ws,wd
2019-05-26 20:20:00,1.312,339.5
2019-05-26 20:30:00,1.457,352.1
2019-05-26 20:40:00,1.562,344.3
2019-05-26 20:50:00,2.492,266.0
2019-05-26 21:00:00,0.76,226.1
2019-05-26 21:10:00,0.87,57.67
2019-05-26 21:20:00,0.743,113.0
2019-05-26 21:30:00,0.873,115.3
2019-05-26 21:40:00,1.102,152.2
2019-05-26 21:50:00,1.713,113.7
2019-05-26 22:00:00,3.602,124.3
2019-05-26 22:10:00,2.975,102.2
2019-05-26 22:20:00,3.97,109.8
2019-05-26 22:30:00,3.75,145.7
2019-05-26 22:40:00,3.257,167.2
2019-05-26 22:50:00,3.8,158.8
2019-05-26 23:00:00,5.723,167.5
2019-05-26 23:10:00,4.588,159.7
2019-05-26 23:20:00,4.57,161.0
2019-05-26 23:30:00,1.267,133.3
2019-05-26 23:40:00,3.028,17.15
2019-05-26 23:50:00,4.048,292.5
2019-05-27 00:00:00,4.637,293.2
2019-05-27 00:10:00,6.445,204.3
2019-05-27 00:20:00,4.315,196.0
2019-05-27 00:30:00,2.9,126.4
2019-05-27 00:40:00,0.817,87.5
2019-05-27 00:50:00,1.772,339.0
2019-05-27 01:00:00,1.915,338.6
2019-05-27 01:10:00,1.723,342.7
2019-05-27 01:20:00,2.053,334.3
2019-05-27 01:30:00,2.837,331.0
2019-05-27 01:40:00,2.492,307.2
2019-05-27 01:50:00,1.227,357.9
2019-05-27 02:00:00,1.417,350.2
2019-05-27 02:10:00,2.035,298.2
2019-05-27 02:20:00,3.18,295.1
2019-05-27 02:30:00,2.72,299.7
2019-05-27 02:40:00,0.918,308.9
2019-05-27 02:50:00,1.672,311.2
2019-05-27 03:00:00,3.12,354.7
2019-05-27 03:10:00,1.863,0.667
2019-05-27 03:20:00,0.903,333.6
2019-05-27 03:30:00,0.955,333.8
2019-05-27 03:40:00,0.678,18.67
2019-05-27 03:50:00,1.333,1.859
2019-05-27 04:00:00,0.662,356.8
2019-05-27 04:10:00,0.835,46.53
2019-05-27 04:20:00,0.732,36.51
2019-05-27 04:30:00,0.375,77.86
2019-05-27 04:40:00,0.82,79.56
2019-05-27 04:50:00,0.548,337.6
2019-05-27 05:00:00,0.217,323.3
2019-05-27 05:10:00,0.982,44.53
2019-05-27 05:20:00,0.953,46.69
2019-05-27 05:30:00,1.338,353.4
2019-05-27 05:40:00,1.422,357.0
2019-05-27 05:50:00,1.247,359.5
2019-05-27 06:00:00,0.742,3.994
2019-05-27 06:10:00,0.44,337.7
2019-05-27 06:20:00,0.133,43.17
2019-05-27 06:30:00,0.652,347.2
2019-05-27 06:40:00,0.31,52.28
2019-05-27 06:50:00,0.773,344.3
2019-05-27 07:00:00,0.265,276.1
2019-05-27 07:10:00,0.568,319.0
2019-05-27 07:20:00,0.802,171.0
2019-05-27 07:30:00,1.242,159.8
2019-05-27 07:40:00,1.312,168.3
2019-05-27 07:50:00,2.105,134.2
2019-05-27 08:00:00,1.28,126.0
2019-05-27 08:10:00,1.263,176.0
2019-05-27 08:20:00,1.343,186.7
2019-05-27 08:30:00,2.032,205.7
2019-05-27 08:40:00,2.085,200.1
2019-05-27 08:50:00,0.545,353.4
2019-05-27 09:00:00,1.773,217.3
2019-05-27 09:10:00,0.308,284.9
2019-05-27 09:20:00,1.07,178.2
2019-05-27 09:30:00,1.773,235.2
2019-05-27 09:40:00,1.915,229.0
2019-05-27 09:50:00,1.16,329.3
2019-05-27 10:00:00,2.397,171.8
2019-05-27 10:10:00,1.895,93.0
2019-05-27 10:20:00,2.757,139.8
2019-05-27 10:30:00,1.478,219.2
2019-05-27 10:40:00,2.845,197.1
2019-05-27 10:50:00,3.732,197.0
2019-05-27 11:00:00,1.647,232.8
2019-05-27 11:10:00,0.773,138.4
2019-05-27 11:20:00,3.49,178.3
2019-05-27 11:30:00,1.118,123.9
2019-05-27 11:40:00,1.832,235.1
2019-05-27 11:50:00,2.31,142.0
2019-05-27 12:00:00,2.163,81.0
2019-05-27 12:10:00,2.49,242.5
2019-05-27 12:20:00,2.628,275.8
2019-05-27 12:30:00,1.927,303.3
2019-05-27 12:40:00,1.918,328.1
2019-05-27 12:50:00,2.403,221.2
2019-05-27 13:00:00,4.612,203.0
2019-05-27 13:10:00,2.47,180.2
2019-05-27 13:20:00,1.955,296.3
2019-05-27 13:30:00,2.907,176.6
2019-05-27 13:40:00,5.182,213.2
2019-05-27 13:50:00,2.048,96.0
2019-05-27 14:00:00,2.465,197.8
2019-05-27 14:10:00,3.628,165.7
2019-05-27 14:20:00,5.548,194.5
2019-05-27 14:30:00,2.2,111.2
2019-05-27 14:40:00,3.387,180.3
2019-05-27 14:50:00,3.248,140.3
2019-05-27 15:00:00,2.843,192.9
2019-05-27 15:10:00,2.488,197.9
2019-05-27 15:20:00,3.622,152.3
2019-05-27 15:30:00,1.177,111.0
2019-05-27 15:40:00,1.587,118.9
2019-05-27 15:50:00,3.197,199.2
2019-05-27 16:00:00,0.792,181.2
2019-05-27 16:10:00,1.503,191.8
2019-05-27 16:20:00,1.833,206.6
2019-05-27 16:30:00,1.222,235.7
2019-05-27 16:40:00,0.68,181.6
2019-05-27 16:50:00,1.643,251.3
2019-05-27 17:00:00,1.888,198.7
2019-05-27 17:10:00,0.917,102.9
2019-05-27 17:20:00,2.072,154.0
2019-05-27 17:30:00,1.412,224.1
2019-05-27 17:40:00,0.695,252.2
2019-05-27 17:50:00,1.977,203.8
2019-05-27 18:00:00,1.628,200.6
2019-05-27 18:10:00,1.693,218.4
2019-05-27 18:20:00,1.373,200.8
2019-05-27 18:30:00,1.602,230.8
2019-05-27 18:40:00,1.427,239.2
2019-05-27 18:50:00,2.005,246.0
2019-05-27 19:00:00,2.957,242.3
2019-05-27 19:10:00,3.848,225.1
2019-05-27 19:20:00,2.855,241.0
2019-05-27 19:30:00,3.292,233.4
2019-05-27 19:40:00,2.522,229.2
2019-05-27 19:50:00,3.498,233.5
2019-05-27 20:00:00,2.657,237.2
2019-05-27 20:10:00,3.2,245.2
2019-05-27 20:20:00,3.113,249.7
2019-05-27 20:30:00,2.513,249.8
2019-05-27 20:40:00,2.087,254.2
2019-05-27 20:50:00,2.038,231.1
2019-05-27 21:00:00,1.023,243.7
2019-05-27 21:10:00,0.565,266.8
2019-05-27 21:20:00,1.63,224.0
2019-05-27 21:30:00,1.783,221.7
2019-05-27 21:40:00,2.398,236.3
2019-05-27 21:50:00,0.78,201.1
2019-05-27 22:00:00,2.247,246.7
2019-05-27 22:10:00,1.772,239.5
2019-05-27 22:20:00,1.403,251.5
2019-05-27 22:30:00,2.327,268.4
2019-05-27 22:40:00,2.735,246.2
2019-05-27 22:50:00,1.072,224.2
2019-05-27 23:00:00,1.18,152.6
2019-05-27 23:10:00,1.842,188.2
2019-05-27 23:20:00,1.237,196.5
2019-05-27 23:30:00,2.18,189.3
2019-05-27 23:40:00,2.365,209.3
2019-05-27 23:50:00,2.157,197.6
2019-05-28 00:00:00,3.49,191.5
2019-05-28 00:10:00,3.802,203.7
2019-05-28 00:20:00,2.622,206.5
2019-05-28 00:30:00,3.3,178.2
2019-05-28 00:40:00,2.77,161.8
2019-05-28 00:50:00,4.928,152.5
2019-05-28 01:00:00,3.11,148.3
2019-05-28 01:10:00,4.138,151.5
2019-05-28 01:20:00,3.14,117.2
2019-05-28 01:30:00,3.042,99.3
2019-05-28 01:40:00,3.625,94.7
2019-05-28 01:50:00,4.532,99.8
2019-05-28 02:00:00,2.535,75.82
2019-05-28 02:10:00,3.365,76.25
2019-05-28 02:20:00,2.947,39.58
2019-05-28 02:30:00,2.377,41.54
2019-05-28 02:40:00,1.875,13.01
2019-05-28 02:50:00,2.44,29.01
2019-05-28 03:00:00,1.135,61.96
2019-05-28 03:10:00,0.54,69.39
2019-05-28 03:20:00,2.087,24.66
2019-05-28 03:30:00,1.163,53.17
2019-05-28 03:40:00,0.963,79.67
2019-05-28 03:50:00,1.097,65.18
2019-05-28 04:00:00,2.067,51.73
2019-05-28 04:10:00,1.038,79.67
2019-05-28 04:20:00,1.82,116.7
2019-05-28 04:30:00,2.607,146.0
2019-05-28 04:40:00,1.438,157.8
2019-05-28 04:50:00,0.44,270.6
2019-05-28 05:00:00,0.435,7.411
2019-05-28 05:10:00,0.983,316.8
2019-05-28 05:20:00,0.373,50.65
2019-05-28 05:30:00,1.345,283.0
2019-05-28 05:40:00,1.133,9.31
2019-05-28 05:50:00,0.827,44.82
2019-05-28 06:00:00,0.698,74.13
2019-05-28 06:10:00,1.25,89.8
2019-05-28 06:20:00,0.883,93.0
2019-05-28 06:30:00,1.142,91.0
2019-05-28 06:40:00,1.362,86.5
2019-05-28 06:50:00,2.037,97.7
2019-05-28 07:00:00,1.195,155.7
2019-05-28 07:10:00,1.307,181.5
2019-05-28 07:20:00,1.135,215.3
2019-05-28 07:30:00,0.892,201.3
2019-05-28 07:40:00,0.55,178.7
2019-05-28 07:50:00,1.117,104.5
2019-05-28 08:00:00,1.135,185.2
2019-05-28 08:10:00,0.895,129.9
2019-05-28 08:20:00,1.457,154.3
2019-05-28 08:30:00,0.367,103.9
2019-05-28 08:40:00,1.158,147.6
2019-05-28 08:50:00,1.532,88.4
2019-05-28 09:00:00,1.08,116.8
2019-05-28 09:10:00,1.313,110.2
2019-05-28 09:20:00,0.143,133.9
2019-05-28 09:30:00,1.272,86.6
2019-05-28 09:40:00,1.208,127.5
2019-05-28 09:50:00,3.198,121.5
2019-05-28 10:00:00,2.532,123.0
2019-05-28 10:10:00,2.792,126.3
2019-05-28 10:20:00,2.612,110.7
2019-05-28 10:30:00,1.485,132.6
2019-05-28 10:40:00,3.222,155.2
2019-05-28 10:50:00,2.182,124.0
2019-05-28 11:00:00,1.592,79.72
2019-05-28 11:10:00,1.727,173.4
2019-05-28 11:20:00,1.432,213.0
2019-05-28 11:30:00,1.632,107.7
2019-05-28 11:40:00,1.758,209.0
2019-05-28 11:50:00,2.905,101.3
2019-05-28 12:00:00,3.198,155.0
2019-05-28 12:10:00,0.607,98.5
2019-05-28 12:20:00,1.272,158.2
2019-05-28 12:30:00,3.358,160.2
2019-05-28 12:40:00,1.468,0.243
2019-05-28 12:50:00,2.35,78.16
2019-05-28 13:00:00,1.087,4.108
2019-05-28 13:10:00,0.825,116.1
2019-05-28 13:20:00,3.277,101.5
2019-05-28 13:30:00,2.605,217.8
2019-05-28 13:40:00,1.988,108.6
2019-05-28 13:50:00,1.843,81.5
2019-05-28 14:00:00,1.963,95.7
2019-05-28 14:10:00,2.932,90.3
2019-05-28 14:20:00,3.158,110.0
2019-05-28 14:30:00,2.783,148.2
2019-05-28 14:40:00,2.142,75.34
2019-05-28 14:50:00,1.325,36.52
2019-05-28 15:00:00,0.64,200.1
2019-05-28 15:10:00,2.497,66.42
2019-05-28 15:20:00,2.383,100.7
2019-05-28 15:30:00,2.25,94.7
2019-05-28 15:40:00,3.375,79.96
2019-05-28 15:50:00,1.955,59.48
2019-05-28 16:00:00,1.478,55.44
2019-05-28 16:10:00,0.862,138.3
2019-05-28 16:20:00,2.07,172.1
2019-05-28 16:30:00,0.912,277.1
2019-05-28 16:40:00,0.753,6.173
2019-05-28 16:50:00,1.815,180.3
2019-05-28 17:00:00,3.343,206.3
2019-05-28 17:10:00,2.437,269.5
2019-05-28 17:20:00,2.915,240.4
2019-05-28 17:30:00,2.242,204.0
2019-05-28 17:40:00,0.792,168.3
2019-05-28 17:50:00,1.062,240.0
2019-05-28 18:00:00,3.458,299.3
2019-05-28 18:10:00,2.438,263.7
2019-05-28 18:20:00,1.613,272.2
2019-05-28 18:30:00,1.778,303.2
2019-05-28 18:40:00,1.213,286.3
2019-05-28 18:50:00,2.422,289.2
2019-05-28 19:00:00,1.445,280.8
2019-05-28 19:10:00,2.2,280.4
2019-05-28 19:20:00,1.543,265.8
2019-05-28 19:30:00,1.777,262.2
2019-05-28 19:40:00,1.393,258.1
2019-05-28 19:50:00,0.932,259.2
2019-05-28 20:00:00,1.117,274.9
2019-05-28 20:10:00,2.145,217.2
2019-05-28 20:20:00,1.96,219.4
2019-05-28 20:30:00,1.442,271.6
2019-05-28 20:40:00,2.098,311.2
2019-05-28 20:50:00,2.475,280.8
2019-05-28 21:00:00,2.485,280.6
2019-05-28 21:10:00,1.062,349.4
2019-05-28 21:20:00,1.602,338.7
2019-05-28 21:30:00,0.725,349.5
2019-05-28 21:40:00,0.413,5.667
2019-05-28 21:50:00,0.855,329.3
2019-05-28 22:00:00,0.902,327.1
2019-05-28 22:10:00,1.07,10.17
2019-05-28 22:20:00,0.545,353.6
2019-05-28 22:30:00,1.46,115.3
2019-05-28 22:40:00,3.988,113.8
2019-05-28 22:50:00,2.573,70.66
2019-05-28 23:00:00,2.783,51.3
2019-05-28 23:10:00,2.55,64.87
2019-05-28 23:20:00,1.135,98.1
2019-05-28 23:30:00,1.177,43.85
2019-05-28 23:40:00,1.012,27.97
2019-05-28 23:50:00,1.848,46.33
2019-05-29 00:00:00,0.69,55.74
2019-05-29 00:10:00,0.865,73.97
2019-05-29 00:20:00,1.135,72.27
2019-05-29 00:30:00,0.38,112.8
2019-05-29 00:40:00,0.862,333.2
2019-05-29 00:50:00,0.498,66.22
2019-05-29 01:00:00,0.617,115.9
2019-05-29 01:10:00,0.647,26.5
2019-05-29 01:20:00,0.833,0.216
2019-05-29 01:30:00,0.747,0.788
2019-05-29 01:40:00,1.455,323.5
2019-05-29 01:50:00,0.638,34.5
2019-05-29 02:00:00,1.868,135.2
2019-05-29 02:10:00,1.99,159.9
2019-05-29 02:20:00,1.11,103.2
2019-05-29 02:30:00,1.598,128.7
2019-05-29 02:40:00,1.082,141.8
2019-05-29 02:50:00,0.755,123.9
2019-05-29 03:00:00,0.598,71.23
2019-05-29 03:10:00,0.513,357.5
2019-05-29 03:20:00,0.658,305.6
2019-05-29 03:30:00,0.26,294.5
2019-05-29 03:40:00,0.812,164.7
2019-05-29 03:50:00,1.897,146.0
2019-05-29 04:00:00,1.792,192.7
2019-05-29 04:10:00,1.307,198.0
2019-05-29 04:20:00,2.183,213.5
2019-05-29 04:30:00,1.462,196.8
2019-05-29 04:40:00,1.945,203.0
2019-05-29 04:50:00,1.213,229.3
2019-05-29 05:00:00,0.783,309.8
2019-05-29 05:10:00,0.385,292.5
2019-05-29 05:20:00,0.9,265.5
2019-05-29 05:30:00,0.535,272.7
2019-05-29 05:40:00,0.95,228.7
2019-05-29 05:50:00,1.463,190.9
2019-05-29 06:00:00,1.372,202.5
2019-05-29 06:10:00,1.425,187.3
2019-05-29 06:20:00,1.627,189.5
2019-05-29 06:30:00,0.587,186.6
2019-05-29 06:40:00,1.08,158.8
2019-05-29 06:50:00,0.738,152.7
2019-05-29 07:00:00,0.377,162.8
2019-05-29 07:10:00,0.427,81.8
2019-05-29 07:20:00,0.43,54.18
2019-05-29 07:30:00,0.808,86.0
2019-05-29 07:40:00,1.395,97.7
2019-05-29 07:50:00,2.17,119.2
2019-05-29 08:00:00,1.998,115.7
2019-05-29 08:10:00,1.838,124.8
2019-05-29 08:20:00,2.073,119.5
2019-05-29 08:30:00,2.515,146.5
2019-05-29 08:40:00,2.777,139.7
2019-05-29 08:50:00,2.275,120.5
2019-05-29 09:00:00,1.84,146.0
2019-05-29 09:10:00,2.215,137.9
2019-05-29 09:20:00,0.932,192.7
2019-05-29 09:30:00,0.952,189.1
2019-05-29 09:40:00,0.995,185.5
2019-05-29 09:50:00,0.61,293.9
2019-05-29 10:00:00,1.982,199.7
2019-05-29 10:10:00,1.338,169.6
2019-05-29 10:20:00,1.135,141.6
2019-05-29 10:30:00,1.63,132.3
2019-05-29 10:40:00,0.7,98.8
2019-05-29 10:50:00,2.567,158.4
2019-05-29 11:00:00,2.505,214.5
2019-05-29 11:10:00,2.693,151.7
2019-05-29 11:20:00,2.94,142.7
2019-05-29 11:30:00,2.962,108.5
2019-05-29 11:40:00,1.78,155.5
2019-05-29 11:50:00,2.142,144.0
2019-05-29 12:00:00,2.662,139.3
2019-05-29 12:10:00,2.225,101.0
2019-05-29 12:20:00,2.468,185.2
2019-05-29 12:30:00,2.468,209.7
2019-05-29 12:40:00,2.268,192.4
2019-05-29 12:50:00,2.088,14.83
2019-05-29 13:00:00,3.052,114.3
2019-05-29 13:10:00,2.652,102.8
2019-05-29 13:20:00,1.383,124.7
2019-05-29 13:30:00,2.153,105.1
2019-05-29 13:40:00,2.1,221.1
2019-05-29 13:50:00,3.15,230.0
2019-05-29 14:00:00,2.612,270.0
2019-05-29 14:10:00,4.338,157.0
2019-05-29 14:20:00,1.893,140.6
2019-05-29 14:30:00,2.843,130.8
2019-05-29 14:40:00,3.32,166.5
2019-05-29 14:50:00,2.862,202.5
2019-05-29 15:00:00,2.618,220.3
2019-05-29 15:10:00,2.882,217.0
2019-05-29 15:20:00,1.553,224.3
2019-05-29 15:30:00,2.508,149.2
2019-05-29 15:40:00,2.757,195.7
2019-05-29 15:50:00,1.487,279.4
2019-05-29 16:00:00,0.612,250.9
2019-05-29 16:10:00,1.398,264.8
2019-05-29 16:20:00,1.507,262.5
2019-05-29 16:30:00,0.422,250.6
2019-05-29 16:40:00,0.312,2.031
2019-05-29 16:50:00,0.78,162.0
2019-05-29 17:00:00,1.078,130.3
2019-05-29 17:10:00,2.123,129.2
2019-05-29 17:20:00,0.748,190.9
2019-05-29 17:30:00,0.805,158.3
2019-05-29 17:40:00,0.365,230.8
2019-05-29 17:50:00,0.997,199.9
2019-05-29 18:00:00,0.547,273.7
2019-05-29 18:10:00,0.363,62.42
2019-05-29 18:20:00,1.993,103.5
2019-05-29 18:30:00,1.217,137.4
2019-05-29 18:40:00,0.655,149.1
2019-05-29 18:50:00,0.882,126.5
2019-05-29 19:00:00,1.785,145.2
2019-05-29 19:10:00,1.3,171.3
2019-05-29 19:20:00,3.802,208.2
2019-05-29 19:30:00,3.25,199.7
2019-05-29 19:40:00,2.43,178.2
2019-05-29 19:50:00,2.245,185.2
2019-05-29 20:00:00,3.035,167.2
2019-05-29 20:10:00,3.822,205.3
2019-05-29 20:20:00,2.058,192.3
2019-05-29 20:30:00,1.508,177.3
2019-05-29 20:40:00,2.305,241.8
2019-05-29 20:50:00,1.772,177.2
2019-05-29 21:00:00,1.407,209.3
2019-05-29 21:10:00,0.83,253.0
2019-05-29 21:20:00,0.257,200.2
2019-05-29 21:30:00,0.365,177.8
2019-05-29 21:40:00,1.07,113.8
2019-05-29 21:50:00,0.945,171.6
2019-05-29 22:00:00,2.298,175.6
2019-05-29 22:10:00,2.2,271.2
2019-05-29 22:20:00,3.722,242.5
2019-05-29 22:30:00,2.635,251.8
2019-05-29 22:40:00,3.032,248.6
2019-05-29 22:50:00,3.577,261.8
2019-05-29 23:00:00,2.708,278.2
2019-05-29 23:10:00,3.293,268.7
2019-05-29 23:20:00,3.158,270.7
2019-05-29 23:30:00,3.967,258.8
2019-05-29 23:40:00,1.862,263.0
2019-05-29 23:50:00,2.493,265.2
2019-05-30 00:00:00,1.972,239.4
2019-05-30 00:10:00,2.61,270.7
2019-05-30 00:20:00,2.625,262.5
2019-05-30 00:30:00,1.988,253.2
2019-05-30 00:40:00,1.908,219.1
2019-05-30 00:50:00,1.002,239.2
2019-05-30 01:00:00,1.373,286.2
2019-05-30 01:10:00,1.102,95.0
2019-05-30 01:20:00,0.735,269.0
2019-05-30 01:30:00,0.29,334.3
2019-05-30 01:40:00,0.668,24.33
2019-05-30 01:50:00,0.692,164.3
2019-05-30 02:00:00,0.143,263.9
2019-05-30 02:10:00,1.082,351.3
2019-05-30 02:20:00,0.927,354.2
2019-05-30 02:30:00,0.845,2.656
2019-05-30 02:40:00,1.293,357.2
2019-05-30 02:50:00,1.348,11.67
2019-05-30 03:00:00,0.84,27.1
2019-05-30 03:10:00,1.152,41.33
2019-05-30 03:20:00,0.373,117.1
2019-05-30 03:30:00,0.863,140.5
2019-05-30 03:40:00,1.467,139.3
2019-05-30 03:50:00,1.383,138.3
2019-05-30 04:00:00,0.363,100.4
2019-05-30 04:10:00,0.345,131.8
2019-05-30 04:20:00,0.512,11.56
2019-05-30 04:30:00,0.853,23.0
2019-05-30 04:40:00,0.968,20.67
2019-05-30 04:50:00,1.077,27.67
2019-05-30 05:00:00,0.832,27.34
2019-05-30 05:10:00,1.042,0.325
2019-05-30 05:20:00,1.207,357.0
2019-05-30 05:30:00,1.205,34.36
2019-05-30 05:40:00,1.073,37.83
2019-05-30 05:50:00,1.013,71.66
2019-05-30 06:00:00,0.358,146.1
2019-05-30 06:10:00,0.7,114.8
2019-05-30 06:20:00,0.377,171.2
2019-05-30 06:30:00,0.32,71.68
2019-05-30 06:40:00,0.335,102.3
2019-05-30 06:50:00,0.69,77.04
2019-05-30 07:00:00,0.87,75.0
2019-05-30 07:10:00,0.583,115.0
2019-05-30 07:20:00,0.63,54.94
2019-05-30 07:30:00,0.328,325.4
2019-05-30 07:40:00,0.935,356.7
2019-05-30 07:50:00,1.433,314.6
2019-05-30 08:00:00,1.882,280.9
2019-05-30 08:10:00,2.712,289.6
2019-05-30 08:20:00,1.558,260.5
2019-05-30 08:30:00,0.773,327.6
2019-05-30 08:40:00,0.42,274.6
2019-05-30 08:50:00,0.56,193.9
2019-05-30 09:00:00,0.7,112.6
2019-05-30 09:10:00,1.843,180.4
2019-05-30 09:20:00,1.337,94.7
2019-05-30 09:30:00,1.073,99.9
2019-05-30 09:40:00,1.97,108.5
2019-05-30 09:50:00,1.768,151.8
2019-05-30 10:00:00,0.942,130.9
2019-05-30 10:10:00,1.902,124.6
2019-05-30 10:20:00,2.838,136.7
2019-05-30 10:30:00,2.19,143.0
2019-05-30 10:40:00,2.005,117.5
2019-05-30 10:50:00,2.218,185.9
2019-05-30 11:00:00,1.635,84.3
2019-05-30 11:10:00,1.96,182.6
2019-05-30 11:20:00,1.05,60.26
2019-05-30 11:30:00,2.615,143.8
2019-05-30 11:40:00,2.508,164.1
2019-05-30 11:50:00,1.772,213.7
2019-05-30 12:00:00,4.393,134.0
2019-05-30 12:10:00,2.368,192.0
2019-05-30 12:20:00,2.408,138.0
2019-05-30 12:30:00,3.493,145.5
2019-05-30 12:40:00,2.437,149.6
2019-05-30 12:50:00,2.89,127.2
2019-05-30 13:00:00,2.347,180.0
2019-05-30 13:10:00,2.303,136.7
2019-05-30 13:20:00,2.542,57.26
2019-05-30 13:30:00,3.708,190.4
2019-05-30 13:40:00,3.817,184.5
2019-05-30 13:50:00,4.032,209.1
2019-05-30 14:00:00,1.838,315.0
2019-05-30 14:10:00,1.645,224.9
2019-05-30 14:20:00,3.13,197.3
2019-05-30 14:30:00,0.572,234.8
2019-05-30 14:40:00,1.635,165.4
2019-05-30 14:50:00,1.585,199.7
2019-05-30 15:00:00,1.228,177.1
2019-05-30 15:10:00,3.24,214.4
2019-05-30 15:20:00,3.112,163.9
2019-05-30 15:30:00,2.203,178.0
2019-05-30 15:40:00,0.918,242.5
2019-05-30 15:50:00,2.408,225.0
2019-05-30 16:00:00,1.322,314.7
2019-05-30 16:10:00,2.292,175.5
2019-05-30 16:20:00,1.872,172.6
2019-05-30 16:30:00,1.853,201.5
2019-05-30 16:40:00,1.735,176.8
2019-05-30 16:50:00,2.877,283.6
2019-05-30 17:00:00,2.945,285.1
2019-05-30 17:10:00,1.698,277.2
2019-05-30 17:20:00,3.045,252.7
2019-05-30 17:30:00,3.168,208.7
2019-05-30 17:40:00,1.05,184.4
2019-05-30 17:50:00,1.045,185.5
2019-05-30 18:00:00,1.842,236.2
2019-05-30 18:10:00,4.263,238.1
2019-05-30 18:20:00,1.643,239.5
2019-05-30 18:30:00,2.265,217.1
2019-05-30 18:40:00,4.523,194.6
2019-05-30 18:50:00,4.275,210.5
2019-05-30 19:00:00,4.69,203.5
2019-05-30 19:10:00,3.138,225.0
2019-05-30 19:20:00,4.865,94.0
2019-05-30 19:30:00,4.352,47.19
2019-05-30 19:40:00,4.982,50.69
2019-05-30 19:50:00,2.72,117.8
2019-05-30 20:00:00,1.527,211.6
2019-05-30 20:10:00,4.11,207.8
2019-05-30 20:20:00,3.78,282.9
2019-05-30 20:30:00,1.827,291.9
2019-05-30 20:40:00,0.707,179.7
2019-05-30 20:50:00,2.382,312.8
2019-05-30 21:00:00,4.38,118.5
2019-05-30 21:10:00,1.828,171.1
2019-05-30 21:20:00,2.772,203.7
2019-05-30 21:30:00,2.583,195.0
2019-05-30 21:40:00,0.63,8.38
2019-05-30 21:50:00,4.302,313.2
2019-05-30 22:00:00,2.337,330.8
2019-05-30 22:10:00,0.632,158.8
2019-05-30 22:20:00,1.788,149.0
2019-05-30 22:30:00,2.233,231.8
2019-05-30 22:40:00,2.828,278.6
2019-05-30 22:50:00,1.885,176.1
2019-05-30 23:00:00,3.962,202.3
2019-05-30 23:10:00,2.647,179.6
2019-05-30 23:20:00,2.993,177.3
2019-05-30 23:30:00,1.965,157.2
2019-05-30 23:40:00,1.79,158.5
2019-05-30 23:50:00,0.972,160.6
2019-05-31 00:00:00,1.463,320.3
2019-05-31 00:10:00,0.307,208.3
2019-05-31 00:20:00,1.578,133.7
2019-05-31 00:30:00,0.358,179.9
2019-05-31 00:40:00,0.73,176.1
2019-05-31 00:50:00,1.282,154.0
2019-05-31 01:00:00,1.54,240.0
2019-05-31 01:10:00,1.028,225.0
2019-05-31 01:20:00,0.43,202.0
2019-05-31 01:30:00,0.437,146.4
2019-05-31 01:40:00,1.045,112.7
2019-05-31 01:50:00,0.86,86.7
2019-05-31 02:00:00,1.185,118.4
2019-05-31 02:10:00,1.382,139.2
2019-05-31 02:20:00,1.68,124.7
2019-05-31 02:30:00,2.198,112.2
2019-05-31 02:40:00,1.338,105.5
2019-05-31 02:50:00,0.743,139.8
2019-05-31 03:00:00,0.937,165.3
2019-05-31 03:10:00,0.902,184.6
2019-05-31 03:20:00,0.682,37.32
2019-05-31 03:30:00,0.345,266.9
2019-05-31 03:40:00,0.347,284.6
2019-05-31 03:50:00,0.262,175.5
2019-05-31 04:00:00,0.497,200.8
2019-05-31 04:10:00,0.393,198.5
2019-05-31 04:20:00,0.283,110.5
2019-05-31 04:30:00,0.36,213.5
2019-05-31 04:40:00,1.097,119.7
2019-05-31 04:50:00,0.483,137.0
2019-05-31 05:00:00,0.673,156.8
2019-05-31 05:10:00,0.237,123.0
2019-05-31 05:20:00,0.9,151.7
2019-05-31 05:30:00,0.475,186.9
2019-05-31 05:40:00,0.452,220.0
2019-05-31 05:50:00,0.827,172.7
2019-05-31 06:00:00,1.71,171.3
2019-05-31 06:10:00,1.263,170.3
2019-05-31 06:20:00,0.643,138.5
2019-05-31 06:30:00,0.537,139.9
2019-05-31 06:40:00,0.152,295.5
2019-05-31 06:50:00,0.642,47.45
2019-05-31 07:00:00,0.363,191.1
2019-05-31 07:10:00,0.425,329.3
2019-05-31 07:20:00,0.635,353.1
2019-05-31 07:30:00,0.305,214.3
2019-05-31 07:40:00,0.487,163.0
2019-05-31 07:50:00,1.595,177.7
2019-05-31 08:00:00,2.517,169.5
2019-05-31 08:10:00,1.247,175.3
2019-05-31 08:20:00,1.113,165.6
2019-05-31 08:30:00,1.105,129.7
2019-05-31 08:40:00,0.788,166.2
2019-05-31 08:50:00,1.865,92.5
2019-05-31 09:00:00,0.99,185.6
2019-05-31 09:10:00,1.235,201.0
2019-05-31 09:20:00,0.655,291.8
2019-05-31 09:30:00,1.302,260.1
2019-05-31 09:40:00,1.627,247.9
2019-05-31 09:50:00,1.48,246.5
2019-05-31 10:00:00,1.762,184.6
2019-05-31 10:10:00,2.173,162.7
2019-05-31 10:20:00,0.783,229.9
2019-05-31 10:30:00,2.418,148.8
2019-05-31 10:40:00,1.94,173.0
2019-05-31 10:50:00,1.232,183.8
2019-05-31 11:00:00,2.913,240.0
2019-05-31 11:10:00,1.785,169.5
