tiempo,ws,wd
2019-05-15 16:20:00,2.72,105.5
2019-05-15 16:30:00,1.085,56.9
2019-05-15 16:40:00,1.158,117.8
2019-05-15 16:50:00,1.607,86.7
2019-05-15 17:00:00,1.617,115.3
2019-05-15 17:10:00,1.945,103.7
2019-05-15 17:20:00,1.397,84.5
2019-05-15 17:30:00,1.517,75.85
2019-05-15 17:40:00,0.533,101.4
2019-05-15 17:50:00,0.773,112.7
2019-05-15 18:00:00,0.722,93.1
2019-05-15 18:10:00,0.795,87.2
2019-05-15 18:20:00,1.818,203.8
2019-05-15 18:30:00,1.638,194.8
2019-05-15 18:40:00,2.577,194.2
2019-05-15 18:50:00,2.25,195.7
2019-05-15 19:00:00,1.983,182.5
2019-05-15 19:10:00,1.0,178.5
2019-05-15 19:20:00,1.923,195.1
2019-05-15 19:30:00,2.0,191.2
2019-05-15 19:40:00,2.215,197.8
2019-05-15 19:50:00,2.162,206.5
2019-05-15 20:00:00,3.732,203.3
2019-05-15 20:10:00,2.452,208.2
2019-05-15 20:20:00,0.932,238.0
2019-05-15 20:30:00,1.738,211.2
2019-05-15 20:40:00,1.697,227.8
2019-05-15 20:50:00,0.9,151.4
2019-05-15 21:00:00,0.817,125.3
2019-05-15 21:10:00,0.923,177.3
2019-05-15 21:20:00,1.192,301.6
2019-05-15 21:30:00,2.157,248.5
2019-05-15 21:40:00,0.933,353.0
2019-05-15 21:50:00,1.477,109.8
2019-05-15 22:00:00,1.543,197.7
2019-05-15 22:10:00,2.215,193.0
2019-05-15 22:20:00,2.313,116.5
2019-05-15 22:30:00,0.503,113.0
2019-05-15 22:40:00,0.498,138.1
2019-05-15 22:50:00,1.242,53.17
2019-05-15 23:00:00,0.468,24.49
2019-05-15 23:10:00,1.247,9.0
2019-05-15 23:20:00,1.518,342.0
2019-05-15 23:30:00,2.072,350.0
2019-05-15 23:40:00,1.673,355.8
2019-05-15 23:50:00,3.043,338.7
2019-05-16 00:00:00,3.04,339.8
2019-05-16 00:10:00,2.472,332.7
2019-05-16 00:20:00,2.588,341.2
2019-05-16 00:30:00,0.852,228.1
2019-05-16 00:40:00,1.345,274.7
2019-05-16 00:50:00,2.708,343.5
2019-05-16 01:00:00,0.605,261.3
2019-05-16 01:10:00,1.405,286.4
2019-05-16 01:20:00,1.248,305.2
2019-05-16 01:30:00,1.678,301.5
2019-05-16 01:40:00,1.335,313.7
2019-05-16 01:50:00,1.633,323.7
2019-05-16 02:00:00,1.762,325.7
2019-05-16 02:10:00,2.175,348.7
2019-05-16 02:20:00,1.93,342.3
2019-05-16 02:30:00,1.1,24.89
2019-05-16 02:40:00,1.923,154.0
2019-05-16 02:50:00,2.107,351.0
2019-05-16 03:00:00,1.822,355.7
2019-05-16 03:10:00,1.71,320.8
2019-05-16 03:20:00,0.765,263.0
2019-05-16 03:30:00,1.367,230.3
2019-05-16 03:40:00,1.262,279.5
2019-05-16 03:50:00,1.178,349.5
2019-05-16 04:00:00,1.823,345.2
2019-05-16 04:10:00,1.902,350.2
2019-05-16 04:20:00,1.402,335.7
2019-05-16 04:30:00,1.42,322.3
2019-05-16 04:40:00,1.483,336.7
2019-05-16 04:50:00,1.332,18.0
2019-05-16 05:00:00,1.707,349.0
2019-05-16 05:10:00,1.828,343.7
2019-05-16 05:20:00,0.353,19.35
2019-05-16 05:30:00,0.44,321.3
2019-05-16 05:40:00,0.828,311.8
2019-05-16 05:50:00,0.528,308.0
2019-05-16 06:00:00,0.942,318.0
2019-05-16 06:10:00,1.373,334.0
2019-05-16 06:20:00,1.25,324.0
2019-05-16 06:30:00,0.893,323.7
2019-05-16 06:40:00,1.905,341.8
2019-05-16 06:50:00,1.65,341.2
2019-05-16 07:00:00,1.398,353.2
2019-05-16 07:10:00,1.485,355.7
2019-05-16 07:20:00,1.332,345.5
2019-05-16 07:30:00,0.907,336.8
2019-05-16 07:40:00,0.91,346.2
2019-05-16 07:50:00,0.65,333.0
2019-05-16 08:00:00,0.415,290.6
2019-05-16 08:10:00,0.61,326.2
2019-05-16 08:20:00,0.625,26.23
2019-05-16 08:30:00,0.598,356.1
2019-05-16 08:40:00,0.825,154.8
2019-05-16 08:50:00,0.362,305.3
2019-05-16 09:00:00,0.81,140.5
2019-05-16 09:10:00,0.743,161.8
2019-05-16 09:20:00,1.168,165.5
2019-05-16 09:30:00,1.963,101.1
2019-05-16 09:40:00,1.812,138.7
2019-05-16 09:50:00,1.208,150.3
2019-05-16 10:00:00,1.783,123.7
2019-05-16 10:10:00,2.36,152.0
2019-05-16 10:20:00,1.867,125.7
2019-05-16 10:30:00,2.095,224.2
2019-05-16 10:40:00,2.682,147.8
2019-05-16 10:50:00,2.497,188.5
2019-05-16 11:00:00,1.285,170.6
2019-05-16 11:10:00,1.988,134.6
2019-05-16 11:20:00,1.563,249.4
2019-05-16 11:30:00,2.452,197.6
2019-05-16 11:40:00,3.807,168.3
2019-05-16 11:50:00,2.92,159.2
2019-05-16 12:00:00,3.102,153.3
2019-05-16 12:10:00,0.62,97.7
2019-05-16 12:20:00,0.512,140.4
2019-05-16 12:30:00,2.1,206.5
2019-05-16 12:40:00,3.135,195.0
2019-05-16 12:50:00,1.68,127.5
2019-05-16 13:00:00,3.338,158.3
2019-05-16 13:10:00,2.498,129.1
2019-05-16 13:20:00,2.153,128.8
2019-05-16 13:30:00,1.522,217.8
2019-05-16 13:40:00,1.012,146.3
2019-05-16 13:50:00,2.098,108.0
2019-05-16 14:00:00,1.438,331.5
2019-05-16 14:10:00,1.855,143.3
2019-05-16 14:20:00,0.962,103.2
2019-05-16 14:30:00,1.413,100.7
2019-05-16 14:40:00,2.123,150.4
2019-05-16 14:50:00,2.342,119.7
2019-05-16 15:00:00,2.213,93.8
2019-05-16 15:10:00,1.277,160.5
2019-05-16 15:20:00,1.323,118.7
2019-05-16 15:30:00,2.302,135.2
2019-05-16 15:40:00,0.897,116.2
2019-05-16 15:50:00,0.767,131.8
2019-05-16 16:00:00,1.65,137.5
2019-05-16 16:10:00,1.557,18.08
2019-05-16 16:20:00,1.33,193.3
2019-05-16 16:30:00,1.332,201.4
2019-05-16 16:40:00,1.148,118.8
2019-05-16 16:50:00,1.438,92.5
2019-05-16 17:00:00,1.502,60.11
2019-05-16 17:10:00,0.505,66.29
2019-05-16 17:20:00,0.535,53.37
2019-05-16 17:30:00,2.962,359.5
2019-05-16 17:40:00,4.083,21.83
2019-05-16 17:50:00,3.532,29.94
2019-05-16 18:00:00,4.272,23.45
2019-05-16 18:10:00,1.668,18.4
2019-05-16 18:20:00,1.808,345.8
2019-05-16 18:30:00,1.935,354.7
2019-05-16 18:40:00,1.648,32.05
2019-05-16 18:50:00,2.22,32.42
2019-05-16 19:00:00,3.423,17.82
2019-05-16 19:10:00,1.503,8.67
2019-05-16 19:20:00,2.368,346.5
2019-05-16 19:30:00,3.247,8.51
2019-05-16 19:40:00,4.428,134.4
2019-05-16 19:50:00,3.628,156.5
2019-05-16 20:00:00,5.952,176.7
2019-05-16 20:10:00,5.087,149.8
2019-05-16 20:20:00,5.568,155.5
2019-05-16 20:30:00,5.863,164.3
2019-05-16 20:40:00,7.513,166.5
2019-05-16 20:50:00,6.622,160.4
2019-05-16 21:00:00,3.933,130.5
2019-05-16 21:10:00,2.85,140.6
2019-05-16 21:20:00,2.028,89.2
2019-05-16 21:30:00,2.073,64.49
2019-05-16 21:40:00,2.5,126.8
2019-05-16 21:50:00,3.138,31.74
2019-05-16 22:00:00,2.15,25.86
2019-05-16 22:10:00,2.888,24.28
2019-05-16 22:20:00,4.552,37.83
2019-05-16 22:30:00,2.763,50.13
2019-05-16 22:40:00,2.007,73.7
2019-05-16 22:50:00,1.828,39.57
2019-05-16 23:00:00,2.54,27.97
2019-05-16 23:10:00,2.37,52.01
2019-05-16 23:20:00,2.415,32.69
2019-05-16 23:30:00,2.293,59.37
2019-05-16 23:40:00,0.732,356.1
2019-05-16 23:50:00,0.482,33.92
2019-05-17 00:00:00,1.338,57.69
2019-05-17 00:10:00,0.45,287.9
2019-05-17 00:20:00,0.92,45.34
2019-05-17 00:30:00,1.458,96.5
2019-05-17 00:40:00,0.255,185.5
2019-05-17 00:50:00,1.228,327.8
2019-05-17 01:00:00,2.79,336.9
2019-05-17 01:10:00,1.457,350.3
2019-05-17 01:20:00,1.31,28.35
2019-05-17 01:30:00,0.208,134.8
2019-05-17 01:40:00,1.185,200.3
2019-05-17 01:50:00,1.003,185.9
2019-05-17 02:00:00,1.192,214.5
2019-05-17 02:10:00,1.527,229.5
2019-05-17 02:20:00,1.08,270.5
2019-05-17 02:30:00,0.112,265.6
2019-05-17 02:40:00,1.118,84.2
2019-05-17 02:50:00,1.252,103.2
2019-05-17 03:00:00,1.2,133.0
2019-05-17 03:10:00,1.1,112.4
2019-05-17 03:20:00,0.945,63.7
2019-05-17 03:30:00,1.05,32.98
2019-05-17 03:40:00,1.577,37.82
2019-05-17 03:50:00,1.36,34.5
2019-05-17 04:00:00,0.96,35.0
2019-05-17 04:10:00,1.115,28.72
2019-05-17 04:20:00,1.663,32.83
2019-05-17 04:30:00,1.59,34.53
2019-05-17 04:40:00,0.277,355.8
2019-05-17 04:50:00,1.158,348.8
2019-05-17 05:00:00,0.312,9.94
2019-05-17 05:10:00,0.482,336.1
2019-05-17 05:20:00,0.972,348.8
2019-05-17 05:30:00,0.973,64.33
2019-05-17 05:40:00,1.07,117.8
2019-05-17 05:50:00,0.432,90.8
2019-05-17 06:00:00,1.497,18.17
2019-05-17 06:10:00,1.49,13.24
2019-05-17 06:20:00,2.05,358.3
2019-05-17 06:30:00,1.765,348.5
2019-05-17 06:40:00,1.977,341.3
2019-05-17 06:50:00,1.52,344.5
2019-05-17 07:00:00,1.502,341.5
2019-05-17 07:10:00,1.115,320.8
2019-05-17 07:20:00,1.443,36.77
2019-05-17 07:30:00,1.218,43.63
2019-05-17 07:40:00,0.988,86.5
2019-05-17 07:50:00,1.025,147.0
2019-05-17 08:00:00,1.143,139.7
2019-05-17 08:10:00,1.217,88.3
2019-05-17 08:20:00,1.805,112.5
2019-05-17 08:30:00,1.485,97.5
2019-05-17 08:40:00,1.895,99.6
2019-05-17 08:50:00,1.678,107.7
2019-05-17 09:00:00,1.993,108.2
2019-05-17 09:10:00,1.288,86.8
2019-05-17 09:20:00,0.512,18.66
2019-05-17 09:30:00,1.233,209.0
2019-05-17 09:40:00,1.428,126.0
2019-05-17 09:50:00,2.113,132.6
2019-05-17 10:00:00,1.263,136.9
2019-05-17 10:10:00,0.615,64.23
2019-05-17 10:20:00,2.118,112.7
2019-05-17 10:30:00,1.367,81.5
2019-05-17 10:40:00,1.163,107.8
2019-05-17 10:50:00,1.712,103.5
2019-05-17 11:00:00,2.612,201.7
2019-05-17 11:10:00,1.818,233.2
2019-05-17 11:20:00,0.985,110.7
2019-05-17 11:30:00,3.282,70.21
2019-05-17 11:40:00,1.312,122.5
2019-05-17 11:50:00,2.155,66.42
2019-05-17 12:00:00,2.225,99.6
2019-05-17 12:10:00,2.123,131.8
2019-05-17 12:20:00,1.263,187.6
2019-05-17 12:30:00,0.573,206.7
2019-05-17 12:40:00,2.05,235.0
2019-05-17 12:50:00,2.272,205.7
2019-05-17 13:00:00,1.687,241.3
2019-05-17 13:10:00,1.35,53.68
2019-05-17 13:20:00,2.103,200.4
2019-05-17 13:30:00,2.613,209.2
2019-05-17 13:40:00,1.418,51.33
2019-05-17 13:50:00,1.63,79.43
2019-05-17 14:00:00,3.265,96.2
2019-05-17 14:10:00,2.205,90.8
2019-05-17 14:20:00,3.632,103.0
2019-05-17 14:30:00,1.347,83.8
2019-05-17 14:40:00,2.535,135.0
2019-05-17 14:50:00,2.758,102.8
2019-05-17 15:00:00,1.232,161.0
2019-05-17 15:10:00,1.868,80.8
2019-05-17 15:20:00,0.965,126.4
2019-05-17 15:30:00,1.03,59.32
2019-05-17 15:40:00,1.602,321.3
2019-05-17 15:50:00,0.798,39.56
2019-05-17 16:00:00,1.458,263.8
2019-05-17 16:10:00,2.212,340.2
2019-05-17 16:20:00,3.322,269.0
2019-05-17 16:30:00,5.56,285.8
2019-05-17 16:40:00,2.993,345.3
2019-05-17 16:50:00,0.96,250.0
2019-05-17 17:00:00,1.045,262.3
2019-05-17 17:10:00,0.82,316.9
2019-05-17 17:20:00,2.157,275.2
2019-05-17 17:30:00,2.755,226.0
2019-05-17 17:40:00,2.352,202.2
2019-05-17 17:50:00,4.73,195.7
2019-05-17 18:00:00,3.983,215.0
2019-05-17 18:10:00,4.835,241.0
2019-05-17 18:20:00,5.267,231.5
2019-05-17 18:30:00,3.037,245.5
2019-05-17 18:40:00,2.43,251.7
2019-05-17 18:50:00,4.538,262.4
2019-05-17 19:00:00,3.822,254.0
2019-05-17 19:10:00,1.292,279.1
2019-05-17 19:20:00,1.852,95.2
2019-05-17 19:30:00,2.848,112.7
2019-05-17 19:40:00,2.533,71.99
2019-05-17 19:50:00,0.848,108.8
2019-05-17 20:00:00,0.865,32.91
2019-05-17 20:10:00,2.808,41.83
2019-05-17 20:20:00,1.963,35.27
2019-05-17 20:30:00,2.205,57.48
2019-05-17 20:40:00,1.528,45.73
2019-05-17 20:50:00,2.607,341.2
2019-05-17 21:00:00,1.538,1.202
2019-05-17 21:10:00,2.178,91.5
2019-05-17 21:20:00,2.442,42.51
2019-05-17 21:30:00,2.365,109.7
2019-05-17 21:40:00,2.533,97.6
2019-05-17 21:50:00,1.303,67.82
2019-05-17 22:00:00,1.818,52.16
2019-05-17 22:10:00,1.632,74.0
2019-05-17 22:20:00,2.08,83.2
2019-05-17 22:30:00,2.043,112.8
2019-05-17 22:40:00,2.837,127.1
2019-05-17 22:50:00,0.775,105.6
2019-05-17 23:00:00,1.37,72.06
2019-05-17 23:10:00,1.522,52.64
2019-05-17 23:20:00,1.865,74.83
2019-05-17 23:30:00,1.242,82.7
2019-05-17 23:40:00,2.785,90.6
2019-05-17 23:50:00,1.657,127.3
2019-05-18 00:00:00,1.47,54.5
2019-05-18 00:10:00,4.07,105.0
2019-05-18 00:20:00,2.327,81.5
2019-05-18 00:30:00,2.668,87.0
2019-05-18 00:40:00,1.362,55.02
2019-05-18 00:50:00,1.45,91.0
2019-05-18 01:00:00,1.125,91.7
2019-05-18 01:10:00,1.692,106.5
2019-05-18 01:20:00,0.577,24.93
2019-05-18 01:30:00,1.06,54.17
2019-05-18 01:40:00,1.172,83.3
2019-05-18 01:50:00,0.788,346.3
2019-05-18 02:00:00,1.438,350.6
2019-05-18 02:10:00,1.515,11.52
2019-05-18 02:20:00,1.945,23.33
2019-05-18 02:30:00,2.217,23.81
2019-05-18 02:40:00,2.902,28.83
2019-05-18 02:50:00,0.832,25.0
2019-05-18 03:00:00,1.758,34.09
2019-05-18 03:10:00,1.337,48.9
2019-05-18 03:20:00,1.332,43.9
2019-05-18 03:30:00,1.908,24.33
2019-05-18 03:40:00,2.003,16.49
2019-05-18 03:50:00,1.692,16.06
2019-05-18 04:00:00,1.682,34.97
2019-05-18 04:10:00,1.71,28.55
2019-05-18 04:20:00,0.742,341.9
2019-05-18 04:30:00,1.568,325.0
2019-05-18 04:40:00,1.908,328.0
2019-05-18 04:50:00,1.838,321.7
2019-05-18 05:00:00,1.443,324.0
2019-05-18 05:10:00,0.965,316.7
2019-05-18 05:20:00,0.647,313.7
2019-05-18 05:30:00,0.953,298.2
2019-05-18 05:40:00,0.898,306.5
2019-05-18 05:50:00,1.462,340.2
2019-05-18 06:00:00,1.925,348.3
2019-05-18 06:10:00,1.703,333.3
2019-05-18 06:20:00,1.965,341.7
2019-05-18 06:30:00,2.088,338.0
2019-05-18 06:40:00,1.138,337.2
2019-05-18 06:50:00,1.343,354.0
2019-05-18 07:00:00,0.67,106.5
2019-05-18 07:10:00,0.883,56.16
2019-05-18 07:20:00,0.262,246.2
2019-05-18 07:30:00,0.442,39.46
2019-05-18 07:40:00,1.075,92.7
2019-05-18 07:50:00,1.153,81.2
2019-05-18 08:00:00,1.277,125.2
2019-05-18 08:10:00,1.665,146.0
2019-05-18 08:20:00,1.438,156.0
2019-05-18 08:30:00,0.992,177.8
2019-05-18 08:40:00,1.893,191.7
2019-05-18 08:50:00,1.138,177.3
2019-05-18 09:00:00,2.323,124.7
2019-05-18 09:10:00,2.172,171.1
2019-05-18 09:20:00,1.277,145.2
2019-05-18 09:30:00,1.91,150.2
2019-05-18 09:40:00,0.968,138.7
2019-05-18 09:50:00,2.155,130.2
2019-05-18 10:00:00,1.78,204.9
2019-05-18 10:10:00,2.082,193.0
2019-05-18 10:20:00,1.023,126.3
2019-05-18 10:30:00,1.963,195.2
2019-05-18 10:40:00,1.807,266.7
2019-05-18 10:50:00,1.312,271.4
2019-05-18 11:00:00,2.54,74.13
2019-05-18 11:10:00,2.4,96.7
2019-05-18 11:20:00,0.5,178.4
2019-05-18 11:30:00,1.645,128.5
2019-05-18 11:40:00,1.578,175.7
2019-05-18 11:50:00,2.095,110.3
2019-05-18 12:00:00,2.64,108.3
2019-05-18 12:10:00,1.397,165.1
2019-05-18 12:20:00,2.353,61.3
2019-05-18 12:30:00,2.373,98.9
2019-05-18 12:40:00,0.683,52.1
2019-05-18 12:50:00,2.605,105.8
2019-05-18 13:00:00,1.843,31.29
2019-05-18 13:10:00,2.448,66.85
2019-05-18 13:20:00,3.245,208.0
2019-05-18 13:30:00,4.073,205.7
2019-05-18 13:40:00,1.082,253.5
2019-05-18 13:50:00,1.757,121.0
2019-05-18 14:00:00,2.527,131.4
2019-05-18 14:10:00,3.415,127.7
2019-05-18 14:20:00,2.455,145.1
2019-05-18 14:30:00,1.377,92.3
2019-05-18 14:40:00,3.605,17.83
2019-05-18 14:50:00,1.653,314.6
2019-05-18 15:00:00,3.362,41.83
2019-05-18 15:10:00,3.243,43.66
2019-05-18 15:20:00,4.832,29.23
2019-05-18 15:30:00,4.467,8.04
2019-05-18 15:40:00,3.675,19.97
2019-05-18 15:50:00,2.315,77.7
2019-05-18 16:00:00,2.278,126.7
2019-05-18 16:10:00,2.263,67.23
2019-05-18 16:20:00,4.883,42.99
2019-05-18 16:30:00,2.738,59.0
2019-05-18 16:40:00,1.907,52.19
2019-05-18 16:50:00,1.868,60.28
2019-05-18 17:00:00,1.935,125.6
2019-05-18 17:10:00,2.278,107.2
2019-05-18 17:20:00,1.135,202.4
2019-05-18 17:30:00,1.773,178.8
2019-05-18 17:40:00,1.717,241.0
2019-05-18 17:50:00,1.937,283.2
2019-05-18 18:00:00,3.125,276.3
2019-05-18 18:10:00,4.56,8.61
2019-05-18 18:20:00,2.828,355.1
2019-05-18 18:30:00,4.267,338.7
2019-05-18 18:40:00,2.432,334.5
2019-05-18 18:50:00,6.34,355.3
2019-05-18 19:00:00,4.138,338.5
2019-05-18 19:10:00,3.63,332.3
2019-05-18 19:20:00,3.905,344.5
2019-05-18 19:30:00,4.243,356.1
2019-05-18 19:40:00,3.063,348.3
2019-05-18 19:50:00,6.513,340.6
2019-05-18 20:00:00,7.733,328.1
2019-05-18 20:10:00,7.002,299.9
2019-05-18 20:20:00,6.072,312.0
2019-05-18 20:30:00,5.372,305.0
2019-05-18 20:40:00,3.38,311.7
2019-05-18 20:50:00,2.713,298.9
2019-05-18 21:00:00,4.197,314.3
2019-05-18 21:10:00,1.218,156.5
2019-05-18 21:20:00,2.182,71.51
2019-05-18 21:30:00,3.355,50.81
2019-05-18 21:40:00,1.397,86.2
2019-05-18 21:50:00,3.202,142.0
2019-05-18 22:00:00,4.243,123.7
2019-05-18 22:10:00,3.565,125.3
2019-05-18 22:20:00,4.29,127.0
2019-05-18 22:30:00,3.243,158.3
2019-05-18 22:40:00,1.937,133.8
2019-05-18 22:50:00,2.542,104.5
2019-05-18 23:00:00,1.523,337.5
2019-05-18 23:10:00,1.552,170.0
2019-05-18 23:20:00,1.01,121.6
2019-05-18 23:30:00,3.078,112.0
2019-05-18 23:40:00,2.12,111.2
2019-05-18 23:50:00,1.943,137.7
2019-05-19 00:00:00,1.063,182.0
2019-05-19 00:10:00,1.04,208.2
2019-05-19 00:20:00,1.022,189.5
2019-05-19 00:30:00,0.675,351.4
2019-05-19 00:40:00,1.152,8.03
2019-05-19 00:50:00,0.618,313.8
2019-05-19 01:00:00,0.113,37.4
2019-05-19 01:10:00,1.283,286.2
2019-05-19 01:20:00,1.72,244.3
2019-05-19 01:30:00,1.76,259.0
2019-05-19 01:40:00,2.423,272.4
2019-05-19 01:50:00,0.798,188.0
2019-05-19 02:00:00,1.807,206.6
2019-05-19 02:10:00,1.643,227.6
2019-05-19 02:20:00,1.773,226.7
2019-05-19 02:30:00,1.045,240.8
2019-05-19 02:40:00,0.845,81.7
2019-05-19 02:50:00,1.215,71.68
2019-05-19 03:00:00,1.298,73.33
2019-05-19 03:10:00,1.267,76.33
2019-05-19 03:20:00,0.643,74.34
2019-05-19 03:30:00,1.648,101.3
2019-05-19 03:40:00,0.363,201.2
2019-05-19 03:50:00,1.013,78.33
2019-05-19 04:00:00,0.328,268.8
2019-05-19 04:10:00,0.388,252.7
2019-05-19 04:20:00,1.632,258.2
2019-05-19 04:30:00,1.887,282.0
2019-05-19 04:40:00,0.93,316.7
2019-05-19 04:50:00,1.11,306.8
2019-05-19 05:00:00,1.545,317.8
2019-05-19 05:10:00,1.167,337.7
2019-05-19 05:20:00,0.728,1.76
2019-05-19 05:30:00,0.747,355.2
2019-05-19 05:40:00,0.2,7.222
2019-05-19 05:50:00,0.922,92.7
2019-05-19 06:00:00,0.95,42.01
2019-05-19 06:10:00,1.275,28.81
2019-05-19 06:20:00,2.062,7.573
2019-05-19 06:30:00,1.512,19.1
2019-05-19 06:40:00,1.492,24.87
2019-05-19 06:50:00,1.462,9.25
2019-05-19 07:00:00,1.845,28.34
2019-05-19 07:10:00,0.683,10.08
2019-05-19 07:20:00,1.277,36.83
2019-05-19 07:30:00,1.248,60.14
2019-05-19 07:40:00,1.152,44.0
2019-05-19 07:50:00,0.822,47.35
2019-05-19 08:00:00,0.468,154.9
2019-05-19 08:10:00,0.533,139.8
2019-05-19 08:20:00,1.313,84.5
2019-05-19 08:30:00,1.403,155.2
2019-05-19 08:40:00,1.747,225.3
2019-05-19 08:50:00,1.487,125.0
2019-05-19 09:00:00,1.465,229.3
2019-05-19 09:10:00,1.57,186.5
2019-05-19 09:20:00,1.312,142.2
2019-05-19 09:30:00,1.408,192.0
2019-05-19 09:40:00,0.887,101.7
2019-05-19 09:50:00,1.985,117.5
2019-05-19 10:00:00,2.16,131.9
2019-05-19 10:10:00,1.03,55.29
2019-05-19 10:20:00,2.757,131.0
2019-05-19 10:30:00,2.588,195.6
2019-05-19 10:40:00,2.08,86.7
2019-05-19 10:50:00,0.9,217.0
2019-05-19 11:00:00,1.258,179.8
2019-05-19 11:10:00,1.303,202.2
2019-05-19 11:20:00,1.038,125.9
2019-05-19 11:30:00,1.342,120.0
2019-05-19 11:40:00,1.15,32.84
2019-05-19 11:50:00,3.223,86.8
2019-05-19 12:00:00,2.497,141.2
2019-05-19 12:10:00,1.087,89.3
2019-05-19 12:20:00,1.373,269.5
2019-05-19 12:30:00,2.448,166.8
2019-05-19 12:40:00,1.992,88.1
2019-05-19 12:50:00,2.408,144.5
2019-05-19 13:00:00,1.222,93.5
2019-05-19 13:10:00,1.853,94.7
2019-05-19 13:20:00,1.765,320.9
2019-05-19 13:30:00,1.392,232.8
2019-05-19 13:40:00,0.85,155.7
2019-05-19 13:50:00,1.312,295.1
2019-05-19 14:00:00,1.373,110.9
2019-05-19 14:10:00,2.527,87.6
2019-05-19 14:20:00,1.66,131.5
2019-05-19 14:30:00,1.503,91.1
2019-05-19 14:40:00,0.898,8.46
2019-05-19 14:50:00,2.198,140.7
2019-05-19 15:00:00,2.113,141.4
2019-05-19 15:10:00,2.178,128.9
2019-05-19 15:20:00,0.86,159.0
2019-05-19 15:30:00,3.025,124.0
2019-05-19 15:40:00,2.377,100.2
2019-05-19 15:50:00,1.29,166.9
2019-05-19 16:00:00,2.567,140.0
2019-05-19 16:10:00,1.415,142.2
2019-05-19 16:20:00,0.678,270.5
2019-05-19 16:30:00,0.96,23.18
2019-05-19 16:40:00,0.818,96.9
2019-05-19 16:50:00,1.872,106.0
2019-05-19 17:00:00,0.508,105.2
2019-05-19 17:10:00,0.4,93.8
2019-05-19 17:20:00,1.193,182.1
2019-05-19 17:30:00,2.315,116.1
2019-05-19 17:40:00,1.093,126.0
2019-05-19 17:50:00,2.01,118.3
2019-05-19 18:00:00,1.975,109.7
2019-05-19 18:10:00,0.817,87.7
2019-05-19 18:20:00,0.563,240.6
2019-05-19 18:30:00,1.163,266.7
2019-05-19 18:40:00,0.915,29.71
2019-05-19 18:50:00,0.665,329.7
2019-05-19 19:00:00,1.022,295.3
2019-05-19 19:10:00,1.527,315.0
2019-05-19 19:20:00,0.83,350.8
2019-05-19 19:30:00,0.905,356.3
2019-05-19 19:40:00,1.578,41.0
2019-05-19 19:50:00,2.54,344.7
2019-05-19 20:00:00,1.262,7.528
2019-05-19 20:10:00,2.138,358.0
2019-05-19 20:20:00,1.94,351.3
2019-05-19 20:30:00,1.808,0.994
2019-05-19 20:40:00,0.982,13.3
2019-05-19 20:50:00,1.652,99.3
2019-05-19 21:00:00,1.75,46.57
2019-05-19 21:10:00,1.017,73.33
2019-05-19 21:20:00,1.588,36.5
2019-05-19 21:30:00,2.525,1.503
2019-05-19 21:40:00,3.917,6.491
2019-05-19 21:50:00,2.805,10.33
2019-05-19 22:00:00,4.037,284.0
2019-05-19 22:10:00,6.047,289.0
2019-05-19 22:20:00,5.323,304.8
2019-05-19 22:30:00,6.235,300.4
2019-05-19 22:40:00,3.365,9.1
2019-05-19 22:50:00,3.838,350.1
2019-05-19 23:00:00,4.942,328.2
2019-05-19 23:10:00,2.117,0.723
2019-05-19 23:20:00,1.602,47.19
2019-05-19 23:30:00,2.74,26.49
2019-05-19 23:40:00,1.287,13.61
2019-05-19 23:50:00,1.96,29.01
2019-05-20 00:00:00,1.332,36.18
2019-05-20 00:10:00,1.99,64.46
2019-05-20 00:20:00,2.373,359.3
2019-05-20 00:30:00,1.932,26.73
2019-05-20 00:40:00,1.048,45.0
2019-05-20 00:50:00,1.537,31.3
2019-05-20 01:00:00,2.977,18.42
2019-05-20 01:10:00,2.415,13.16
2019-05-20 01:20:00,1.955,32.7
2019-05-20 01:30:00,2.395,45.19
2019-05-20 01:40:00,3.147,40.5
2019-05-20 01:50:00,3.347,25.0
2019-05-20 02:00:00,2.038,28.67
2019-05-20 02:10:00,3.15,11.83
2019-05-20 02:20:00,1.682,41.7
2019-05-20 02:30:00,2.202,43.43
2019-05-20 02:40:00,3.287,42.5
2019-05-20 02:50:00,2.865,28.83
2019-05-20 03:00:00,1.987,33.33
2019-05-20 03:10:00,0.457,353.0
2019-05-20 03:20:00,1.433,18.33
2019-05-20 03:30:00,1.883,3.492
2019-05-20 03:40:00,0.907,1.712
2019-05-20 03:50:00,1.345,15.25
2019-05-20 04:00:00,1.123,0.571
2019-05-20 04:10:00,1.448,6.915
2019-05-20 04:20:00,1.072,13.77
2019-05-20 04:30:00,1.792,15.43
2019-05-20 04:40:00,1.468,1.524
2019-05-20 04:50:00,1.588,359.5
2019-05-20 05:00:00,1.413,13.0
2019-05-20 05:10:00,1.752,14.17
2019-05-20 05:20:00,1.628,8.5
2019-05-20 05:30:00,1.513,17.7
2019-05-20 05:40:00,2.68,17.34
2019-05-20 05:50:00,2.388,23.99
2019-05-20 06:00:00,0.77,15.07
2019-05-20 06:10:00,0.468,300.8
2019-05-20 06:20:00,1.4,20.25
2019-05-20 06:30:00,0.688,42.22
2019-05-20 06:40:00,0.952,78.51
2019-05-20 06:50:00,0.942,55.83
2019-05-20 07:00:00,0.343,49.0
2019-05-20 07:10:00,0.537,84.4
