tiempo,year,month,day,hour,minute,Idirecta,Iglobal,Idifusa,UV,To,HR,Wspeed,P
2019-08-05 12:00:00,2019,8,5,12,0,783.6,1005.0,189.7,0.262,31.81,16.83,1.816,87484.07999999999
2019-08-05 12:10:00,2019,8,5,12,10,798.6,1021.0,186.0,0.24,31.57,16.76,1.836,87438.83
2019-08-05 12:20:00,2019,8,5,12,20,791.4,1023.0,190.2,0.24,32.09,16.73,2.967,87435.53
2019-08-05 12:30:00,2019,8,5,12,30,797.7,1036.0,194.7,0.233,31.91,16.52,2.86,87428.89
2019-08-05 12:40:00,2019,8,5,12,40,755.6,1013.0,209.9,0.231,32.27,16.9,3.333,87406.88
2019-08-05 12:50:00,2019,8,5,12,50,722.8,991.0,219.6,0.231,32.53,16.59,2.806,87379.76999999999
2019-08-05 13:00:00,2019,8,5,13,0,730.4,997.0,219.0,0.232,33.1,15.6,3.144,87359.66
2019-08-05 13:10:00,2019,8,5,13,10,696.8,962.0,218.6,0.234,33.19,14.55,3.403,87324.25
2019-08-05 13:20:00,2019,8,5,13,20,711.1,969.0,216.0,0.229,33.18,15.16,2.829,87308.65
2019-08-05 13:30:00,2019,8,5,13,30,766.0,1005.0,205.4,0.229,33.57,13.56,3.962,87293.05
2019-08-05 13:40:00,2019,8,5,13,40,770.7,996.0,199.8,0.23,33.67,14.07,3.1,87267.52
2019-08-05 13:50:00,2019,8,5,13,50,721.3,956.0,210.7,0.226,33.74,14.04,3.578,87239.09
2019-08-05 14:00:00,2019,8,5,14,0,712.4,937.0,208.8,0.226,34.12,14.45,3.561,87220.0
2019-08-05 14:10:00,2019,8,5,14,10,699.6,919.0,209.9,0.228,34.17,13.8,3.671,87200.25
2019-08-05 14:20:00,2019,8,5,14,20,734.0,926.0,197.6,0.226,34.57,12.4,4.67,87167.07
2019-08-05 14:30:00,2019,8,5,14,30,749.2,921.0,192.1,0.23,34.25,11.75,3.904,87160.0
2019-08-05 14:40:00,2019,8,5,14,40,748.1,894.0,179.9,0.231,34.46,10.59,5.065,87147.73
2019-08-05 14:50:00,2019,8,5,14,50,733.3,858.0,174.7,0.229,34.43,10.66,2.233,87131.22
2019-08-05 15:00:00,2019,8,5,15,0,733.0,842.0,173.3,0.225,35.46,11.11,3.709,87097.14
2019-08-05 15:10:00,2019,8,5,15,10,740.8,822.0,164.2,0.223,34.98,11.14,4.705,87088.85
2019-08-05 15:20:00,2019,8,5,15,20,761.7,805.0,151.0,0.22,35.02,10.19,6.129,87069.25
2019-08-05 15:30:00,2019,8,5,15,30,756.9,763.6,135.3,0.217,35.23,9.57,5.655,87052.89
2019-08-05 15:40:00,2019,8,5,15,40,754.7,735.4,130.4,0.22,35.32,9.33,6.214,87042.44
2019-08-05 15:50:00,2019,8,5,15,50,734.6,698.2,129.5,0.228,35.26,9.57,6.472,87023.75
2019-08-05 16:00:00,2019,8,5,16,0,709.8,661.8,131.1,0.225,35.09,9.85,7.021,87011.59
2019-08-05 16:10:00,2019,8,5,16,10,671.2,609.2,128.4,0.223,35.08,9.88,7.492,87007.32
2019-08-05 16:20:00,2019,8,5,16,20,670.9,582.1,124.8,0.227,35.23,9.88,6.19,86992.31
2019-08-05 16:30:00,2019,8,5,16,30,709.2,567.1,111.5,0.239,35.37,9.1,5.777,86989.91
2019-08-05 16:40:00,2019,8,5,16,40,771.4,560.8,97.3,0.221,35.47,8.04,6.226,86993.25
2019-08-05 16:50:00,2019,8,5,16,50,775.9,522.3,85.0,0.22,35.34,8.14,6.388,87010.49
2019-08-05 17:00:00,2019,8,5,17,0,716.4,461.8,83.0,0.228,35.11,8.04,6.604,86991.81999999999
2019-08-05 17:10:00,2019,8,5,17,10,726.0,428.1,73.31,0.217,35.18,8.14,5.701,86989.43000000001
2019-08-05 17:20:00,2019,8,5,17,20,719.2,392.9,69.04,0.216,34.99,8.25,5.606,86991.66
2019-08-05 17:30:00,2019,8,5,17,30,686.4,344.5,61.98,0.217,34.81,7.904,7.074,87004.74
2019-08-05 17:40:00,2019,8,5,17,40,650.0,302.7,60.77,0.214,34.69,7.734,6.331,86993.97
2019-08-05 17:50:00,2019,8,5,17,50,613.3,260.6,56.9,0.213,34.71,7.7,5.821,87004.4
2019-08-05 18:00:00,2019,8,5,18,0,548.6,213.4,51.97,0.217,34.5,7.904,6.049,87032.87
2019-08-05 18:10:00,2019,8,5,18,10,492.5,172.1,46.74,0.209,34.4,7.768,4.814,87037.67
2019-08-05 18:20:00,2019,8,5,18,20,434.7,134.3,40.21,0.217,34.18,7.767,5.17,87033.58
2019-08-05 18:30:00,2019,8,5,18,30,360.7,95.3,31.46,0.217,33.95,8.01,4.445,87022.54000000001
2019-08-05 18:40:00,2019,8,5,18,40,311.5,65.25,22.68,0.208,33.69,7.836,4.72,87040.01
2019-08-05 18:50:00,2019,8,5,18,50,125.9,29.73,14.43,0.208,33.47,7.631,4.479,87057.4
2019-08-05 19:00:00,2019,8,5,19,0,0.124,7.868,6.136,0.209,33.15,7.461,4.554,87071.67
2019-08-05 19:10:00,2019,8,5,19,10,0.027,0.635,0.443,0.207,32.95,7.393,4.697,87047.45
2019-08-05 19:20:00,2019,8,5,19,20,0.022,0.0,0.0,0.207,32.76,7.597,4.1,87058.8
2019-08-05 19:30:00,2019,8,5,19,30,0.005,0.0,0.0,0.201,32.49,7.461,3.184,87084.83
2019-08-05 19:40:00,2019,8,5,19,40,0.037,0.0,0.0,0.203,32.31,7.802,3.334,87079.88
2019-08-05 19:50:00,2019,8,5,19,50,0.0,0.0,0.0,0.209,31.94,8.38,2.143,87089.72
2019-08-05 20:00:00,2019,8,5,20,0,0.0,0.0,0.0,0.204,31.43,8.96,1.825,87109.56
2019-08-05 20:10:00,2019,8,5,20,10,0.0,0.0,0.0,0.203,30.98,9.1,2.01,87143.12
2019-08-05 20:20:00,2019,8,5,20,20,0.0,0.0,0.0,0.202,30.56,9.88,2.618,87111.95
2019-08-05 20:30:00,2019,8,5,20,30,0.0,0.0,0.0,0.198,28.81,10.66,3.488,87154.7
2019-08-05 20:40:00,2019,8,5,20,40,0.0,0.0,0.0,0.197,27.89,10.73,3.106,87144.6
2019-08-05 20:50:00,2019,8,5,20,50,0.0,0.0,0.0,0.2,27.58,12.06,2.355,87170.84
2019-08-05 21:00:00,2019,8,5,21,0,0.0,0.0,0.0,0.2,26.71,11.99,1.904,87222.34
2019-08-05 21:10:00,2019,8,5,21,10,0.0,0.0,0.0,0.199,26.52,13.15,1.563,87215.81
2019-08-05 21:20:00,2019,8,5,21,20,0.046,0.0,0.0,0.0,26.53,12.4,2.095,87212.07
2019-08-05 21:30:00,2019,8,5,21,30,0.26,0.0,0.0,0.0,26.97,13.32,2.439,87223.51
2019-08-05 21:40:00,2019,8,5,21,40,0.047,0.0,0.0,0.0,26.53,14.38,2.718,87246.66
2019-08-05 21:50:00,2019,8,5,21,50,0.006,0.0,0.0,0.0,25.97,14.55,2.815,87231.34
2019-08-05 22:00:00,2019,8,5,22,0,0.054,0.0,0.0,0.204,26.09,14.59,2.656,87252.54
2019-08-05 22:10:00,2019,8,5,22,10,0.0,0.0,0.0,0.204,25.64,15.68,2.57,87244.36
2019-08-05 22:20:00,2019,8,5,22,20,0.0,0.0,0.0,0.203,25.2,14.69,1.94,87271.40000000001
2019-08-05 22:30:00,2019,8,5,22,30,0.199,0.0,0.0,0.203,25.73,16.19,2.188,87293.37000000001
2019-08-05 22:40:00,2019,8,5,22,40,0.077,0.0,0.0,0.202,24.94,15.06,2.085,87295.88
2019-08-05 22:50:00,2019,8,5,22,50,0.108,0.0,0.0,0.2,25.37,14.72,1.41,87280.38
2019-08-05 23:00:00,2019,8,5,23,0,0.127,0.0,0.0,0.201,25.24,13.87,1.578,87291.81999999999
2019-08-05 23:10:00,2019,8,5,23,10,0.101,0.0,0.0,0.199,24.8,15.3,1.994,87316.34
2019-08-05 23:20:00,2019,8,5,23,20,0.0,0.0,0.0,0.199,24.23,14.93,2.109,87304.85
2019-08-05 23:30:00,2019,8,5,23,30,0.018,0.0,0.0,0.198,24.04,14.99,2.193,87318.04
2019-08-05 23:40:00,2019,8,5,23,40,0.023,0.0,0.0,0.198,24.13,17.48,2.39,87330.98999999999
2019-08-05 23:50:00,2019,8,5,23,50,0.0,0.0,0.0,0.198,23.17,17.31,3.034,87312.18000000001
2019-09-05 00:00:00,2019,9,5,0,0,0.014,0.0,0.0,0.197,23.18,16.63,2.87,87309.05
2019-09-05 00:10:00,2019,9,5,0,10,0.054,0.0,0.0,0.197,23.2,16.87,2.603,87284.41
2019-09-05 00:20:00,2019,9,5,0,20,0.037,0.0,0.0,0.197,23.28,16.77,1.682,87307.29
2019-09-05 00:30:00,2019,9,5,0,30,0.206,0.0,0.0,0.196,23.62,15.61,1.938,87285.24
2019-09-05 00:40:00,2019,9,5,0,40,0.155,0.0,0.0,0.196,23.65,14.76,1.969,87279.49
2019-09-05 00:50:00,2019,9,5,0,50,0.393,0.0,0.0,0.196,24.03,14.07,2.354,87264.05
2019-09-05 01:00:00,2019,9,5,1,0,0.049,0.0,0.0,0.196,23.84,15.03,2.74,87275.41
2019-09-05 01:10:00,2019,9,5,1,10,0.261,0.0,0.0,0.196,23.72,14.79,3.021,87271.31000000001
2019-09-05 01:20:00,2019,9,5,1,20,0.068,0.0,0.0,0.196,23.43,14.86,2.859,87254.13
2019-09-05 01:30:00,2019,9,5,1,30,0.113,0.0,0.0,0.196,23.37,15.37,2.89,87248.45
2019-09-05 01:40:00,2019,9,5,1,40,0.108,0.0,0.0,0.196,23.38,15.33,2.541,87245.26
2019-09-05 01:50:00,2019,9,5,1,50,0.0,0.0,0.0,0.195,23.02,15.37,0.757,87249.22
2019-09-05 02:00:00,2019,9,5,2,0,0.016,0.0,0.0,0.195,22.83,15.68,1.588,87262.41
2019-09-05 02:10:00,2019,9,5,2,10,0.164,0.0,0.0,0.196,22.58,16.49,2.236,87271.33
2019-09-05 02:20:00,2019,9,5,2,20,0.025,0.0,0.0,0.196,22.05,16.6,2.535,87259.87
2019-09-05 02:30:00,2019,9,5,2,30,0.0,0.0,0.0,0.198,21.93,16.8,2.373,87225.45999999999
2019-09-05 02:40:00,2019,9,5,2,40,0.0,0.0,0.0,0.193,21.57,17.58,1.153,87242.75
2019-09-05 02:50:00,2019,9,5,2,50,0.0,0.0,0.0,0.192,21.47,17.45,1.221,87233.69
2019-09-05 03:00:00,2019,9,5,3,0,0.063,0.0,0.0,0.193,21.47,16.97,1.209,87230.48999999999
2019-09-05 03:10:00,2019,9,5,3,10,0.144,0.0,0.0,0.193,21.36,17.48,1.578,87230.4
2019-09-05 03:20:00,2019,9,5,3,20,0.041,0.0,0.0,0.192,21.33,18.1,1.481,87228.08
2019-09-05 03:30:00,2019,9,5,3,30,0.1,0.0,0.0,0.192,21.23,17.86,1.576,87240.27
2019-09-05 03:40:00,2019,9,5,3,40,0.0,0.0,0.0,0.192,20.96,17.86,0.789,87248.45
2019-09-05 03:50:00,2019,9,5,3,50,0.126,0.0,0.0,0.191,20.95,18.3,1.466,87234.47
2019-09-05 04:00:00,2019,9,5,4,0,0.186,0.0,0.0,0.19,20.59,18.5,2.019,87228.9
2019-09-05 04:10:00,2019,9,5,4,10,0.06,0.0,0.0,0.19,20.53,19.94,1.915,87230.45
2019-09-05 04:20:00,2019,9,5,4,20,0.003,0.0,0.0,0.189,20.48,18.06,1.876,87242.67
2019-09-05 04:30:00,2019,9,5,4,30,0.079,0.0,0.0,0.189,20.67,18.5,1.023,87225.59999999999
2019-09-05 04:40:00,2019,9,5,4,40,0.038,0.0,0.0,0.191,20.7,18.23,1.109,87248.47
2019-09-05 04:50:00,2019,9,5,4,50,0.06,0.0,0.0,0.192,20.76,19.94,1.295,87241.84
2019-09-05 05:00:00,2019,9,5,5,0,0.317,0.0,0.0,0.195,20.5,19.15,2.126,87259.16
2019-09-05 05:10:00,2019,9,5,5,10,0.155,0.0,0.0,0.191,20.0,18.3,2.306,87250.01999999999
2019-09-05 05:20:00,2019,9,5,5,20,0.242,0.0,0.0,0.19,20.69,19.66,1.82,87273.82
2019-09-05 05:30:00,2019,9,5,5,30,0.135,0.0,0.0,0.192,20.14,19.73,2.163,87263.98000000001
2019-09-05 05:40:00,2019,9,5,5,40,0.116,0.0,0.0,0.192,20.04,20.31,2.255,87237.06
2019-09-05 05:50:00,2019,9,5,5,50,0.016,0.0,0.0,0.193,19.87,21.09,1.61,87285.99
2019-09-05 06:00:00,2019,9,5,6,0,0.072,0.0,0.0,0.201,19.78,20.55,1.257,87252.63
2019-09-05 06:10:00,2019,9,5,6,10,0.087,0.0,0.0,0.197,19.77,21.06,1.184,87296.72
2019-09-05 06:20:00,2019,9,5,6,20,0.311,2.415,1.945,0.196,19.82,21.5,1.525,87316.34
2019-09-05 06:30:00,2019,9,5,6,30,26.96,15.89,11.11,0.192,19.08,20.24,1.966,87326.92
2019-09-05 06:40:00,2019,9,5,6,40,92.0,29.67,17.51,0.192,19.52,21.4,1.37,87296.79
2019-09-05 06:50:00,2019,9,5,6,50,135.7,57.63,32.53,0.192,19.52,21.16,0.714,87345.78
2019-09-05 07:00:00,2019,9,5,7,0,224.8,91.0,44.57,0.189,19.72,19.94,1.195,87369.53
2019-09-05 07:10:00,2019,9,5,7,10,270.5,121.0,55.06,0.195,20.32,22.29,1.048,87386.65999999999
2019-09-05 07:20:00,2019,9,5,7,20,320.6,153.8,62.65,0.192,20.44,23.89,0.555,87365.39
2019-09-05 07:30:00,2019,9,5,7,30,379.4,194.5,72.86,0.195,20.83,19.02,1.664,87377.59999999999
2019-09-05 07:40:00,2019,9,5,7,40,433.3,240.0,84.0,0.196,21.49,19.29,2.404,87376.0
2019-09-05 07:50:00,2019,9,5,7,50,487.4,289.2,94.7,0.193,22.15,18.5,2.425,87368.76999999999
2019-09-05 08:00:00,2019,9,5,8,0,523.4,336.3,105.8,0.19,22.87,17.21,2.23,87385.04000000001
2019-09-05 08:10:00,2019,9,5,8,10,523.5,361.4,110.0,0.19,23.71,16.97,1.167,87396.51
2019-09-05 08:20:00,2019,9,5,8,20,529.0,392.5,117.5,0.193,24.85,15.1,0.307,87404.68
2019-09-05 08:30:00,2019,9,5,8,30,534.6,430.4,130.4,0.195,25.85,17.58,0.645,87420.1
2019-09-05 08:40:00,2019,9,5,8,40,492.3,419.4,122.3,0.197,26.41,18.27,0.947,87414.14
2019-09-05 08:50:00,2019,9,5,8,50,610.1,511.9,130.2,0.196,26.22,15.4,1.018,87416.13
2019-09-05 09:00:00,2019,9,5,9,0,645.3,555.4,131.4,0.204,26.56,14.86,1.669,87434.45
2019-09-05 09:10:00,2019,9,5,9,10,677.3,599.6,134.0,0.198,26.9,13.87,1.649,87435.36
2019-09-05 09:20:00,2019,9,5,9,20,692.4,637.3,138.3,0.201,27.03,13.9,1.993,87440.23
2019-09-05 09:30:00,2019,9,5,9,30,707.9,674.7,142.8,0.21,27.66,14.21,1.879,87420.58
2019-09-05 09:40:00,2019,9,5,9,40,719.1,711.6,149.2,0.211,27.97,14.75,2.011,87436.81
2019-09-05 09:50:00,2019,9,5,9,50,717.1,738.3,156.3,0.209,28.18,15.43,1.548,87417.57
2019-09-05 10:00:00,2019,9,5,10,0,735.3,780.4,163.4,0.202,28.24,14.79,1.906,87421.01
2019-09-05 10:10:00,2019,9,5,10,10,736.8,809.0,169.6,0.208,27.84,15.23,2.432,87433.08
2019-09-05 10:20:00,2019,9,5,10,20,740.8,831.0,171.5,0.211,28.56,14.41,2.132,87418.70999999999
2019-09-05 10:30:00,2019,9,5,10,30,756.5,861.0,171.0,0.205,28.59,14.14,1.816,87413.28
2019-09-05 10:40:00,2019,9,5,10,40,766.5,888.0,174.3,0.216,29.06,14.68,1.952,87416.92
2019-09-05 10:50:00,2019,9,5,10,50,776.6,917.0,178.6,0.212,29.28,13.97,1.851,87419.96
2019-09-05 11:00:00,2019,9,5,11,0,774.7,933.0,181.2,0.213,30.17,14.04,1.988,87425.95999999999
2019-09-05 11:10:00,2019,9,5,11,10,770.3,946.0,184.6,0.217,29.8,13.93,2.387,87412.13
2019-09-05 11:20:00,2019,9,5,11,20,768.5,959.0,189.2,0.209,30.41,14.51,2.443,87411.13
2019-09-05 11:30:00,2019,9,5,11,30,770.6,976.0,193.8,0.217,31.1,13.59,2.149,87389.71
2019-09-05 11:40:00,2019,9,5,11,40,757.4,981.0,202.5,0.218,31.56,12.71,1.652,87378.87
2019-09-05 11:50:00,2019,9,5,11,50,694.2,953.0,219.1,0.219,32.37,12.95,2.03,87372.99
2019-09-05 12:00:00,2019,9,5,12,0,781.5,1017.0,202.5,0.216,32.87,12.54,1.354,87369.14
2019-09-05 12:10:00,2019,9,5,12,10,786.4,1030.0,203.3,0.219,33.23,11.52,2.31,87358.55
2019-09-05 12:20:00,2019,9,5,12,20,636.9,906.0,203.0,0.222,32.27,11.55,3.275,87334.07999999999
2019-09-05 12:30:00,2019,9,5,12,30,674.0,950.0,211.3,0.224,31.95,11.52,2.384,87329.56
2019-09-05 12:40:00,2019,9,5,12,40,634.3,927.0,221.7,0.237,32.41,11.41,2.24,87308.91
2019-09-05 12:50:00,2019,9,5,12,50,577.7,905.0,245.7,0.226,32.36,11.11,3.262,87288.59
2019-09-05 13:00:00,2019,9,5,13,0,400.9,769.8,271.0,0.222,32.99,10.8,1.845,87261.09
2019-09-05 13:10:00,2019,9,5,13,10,417.9,781.4,265.9,0.237,33.11,11.55,3.041,87272.6
2019-09-05 13:20:00,2019,9,5,13,20,394.9,776.5,283.9,0.218,33.03,11.04,0.99,87254.62
2019-09-05 13:30:00,2019,9,5,13,30,295.6,707.5,299.7,0.219,33.3,11.0,1.957,87222.56
2019-09-05 13:40:00,2019,9,5,13,40,424.0,795.6,272.6,0.213,33.92,11.21,2.196,87194.83
2019-09-05 13:50:00,2019,9,5,13,50,624.9,934.0,252.5,0.213,34.41,10.73,3.024,87183.73
2019-09-05 14:00:00,2019,9,5,14,0,655.6,918.0,228.3,0.215,34.23,9.68,3.74,87159.11
2019-09-05 14:10:00,2019,9,5,14,10,671.3,898.0,206.3,0.216,33.76,9.98,4.321,87120.63
2019-09-05 14:20:00,2019,9,5,14,20,743.1,945.0,205.9,0.212,33.72,10.32,4.474,87116.72
2019-09-05 14:30:00,2019,9,5,14,30,614.6,883.0,193.1,0.212,33.9,10.12,5.84,87098.73999999999
2019-09-05 14:40:00,2019,9,5,14,40,743.7,911.0,196.3,0.211,33.84,9.98,4.299,87088.07
2019-09-05 14:50:00,2019,9,5,14,50,703.1,867.0,203.1,0.212,34.7,9.95,3.591,87087.91
2019-09-05 15:00:00,2019,9,5,15,0,706.0,837.0,188.1,0.214,35.38,10.05,3.409,87065.4
2019-09-05 15:10:00,2019,9,5,15,10,615.3,751.4,186.8,0.214,35.13,10.25,4.869,87029.24
2019-09-05 15:20:00,2019,9,5,15,20,435.2,646.7,226.1,0.212,34.89,9.81,5.06,87024.3
2019-09-05 15:30:00,2019,9,5,15,30,643.9,794.6,233.2,0.211,34.81,9.78,4.165,87015.11
2019-09-05 15:40:00,2019,9,5,15,40,682.9,742.2,183.3,0.214,35.37,9.33,4.501,87008.31
2019-09-05 15:50:00,2019,9,5,15,50,534.4,626.9,184.2,0.209,35.14,9.44,4.202,86991.47
2019-09-05 16:00:00,2019,9,5,16,0,463.8,589.0,206.3,0.202,35.67,9.33,2.785,86964.17
2019-09-05 16:10:00,2019,9,5,16,10,314.0,490.5,218.9,0.202,35.54,9.16,2.701,86947.06999999999
2019-09-05 16:20:00,2019,9,5,16,20,513.1,596.8,211.8,0.195,35.39,7.325,5.651,86927.91
2019-09-05 16:30:00,2019,9,5,16,30,645.9,602.6,167.1,0.21,35.16,7.427,7.157,86943.4
2019-09-05 16:40:00,2019,9,5,16,40,690.3,567.2,140.6,0.214,35.3,7.87,5.178,86936.43
2019-09-05 16:50:00,2019,9,5,16,50,655.5,497.7,117.2,0.209,35.35,7.665,5.02,86906.7
2019-09-05 17:00:00,2019,9,5,17,0,652.8,457.2,104.8,0.21,35.39,7.631,5.521,86915.59
2019-09-05 17:10:00,2019,9,5,17,10,680.3,433.6,95.1,0.212,35.07,7.87,5.781,86938.61
2019-09-05 17:20:00,2019,9,5,17,20,638.8,376.5,84.4,0.199,35.04,8.01,4.775,86922.27
2019-09-05 17:30:00,2019,9,5,17,30,637.9,351.6,83.3,0.186,34.99,8.86,5.226,86925.98000000001
2019-09-05 17:40:00,2019,9,5,17,40,593.5,298.6,73.59,0.185,34.9,8.76,4.882,86925.12000000001
2019-09-05 17:50:00,2019,9,5,17,50,554.3,258.5,68.6,0.184,34.71,8.76,5.106,86926.12000000001
2019-09-05 18:00:00,2019,9,5,18,0,488.1,208.7,60.96,0.193,34.69,8.01,4.437,86941.14
2019-09-05 18:10:00,2019,9,5,18,10,435.9,166.0,52.65,0.204,34.6,8.62,4.067,86941.78
2019-09-05 18:20:00,2019,9,5,18,20,389.6,132.5,45.76,0.195,34.22,8.89,5.326,86962.36
2019-09-05 18:30:00,2019,9,5,18,30,307.6,92.2,35.29,0.196,34.05,8.59,4.185,86971.57999999999
2019-09-05 18:40:00,2019,9,5,18,40,49.92,26.33,15.48,0.201,33.73,8.24,4.335,86979.97
2019-09-05 18:50:00,2019,9,5,18,50,0.11,5.955,4.206,0.197,33.25,8.79,4.211,86978.21
2019-09-05 19:00:00,2019,9,5,19,0,0.004,1.901,1.054,0.195,32.87,8.45,3.521,87004.88
2019-09-05 19:10:00,2019,9,5,19,10,0.0,0.0,0.0,0.196,32.45,8.79,2.776,87042.23
2019-09-05 19:20:00,2019,9,5,19,20,0.0,0.0,0.0,0.196,32.08,9.2,3.114,87054.42
2019-09-05 19:30:00,2019,9,5,19,30,0.0,0.0,0.0,0.196,31.73,9.13,2.884,87084.56
2019-09-05 19:40:00,2019,9,5,19,40,0.0,0.0,0.0,0.199,31.42,9.16,2.911,87072.25
2019-09-05 19:50:00,2019,9,5,19,50,0.0,0.0,0.0,0.195,31.14,9.44,2.611,87064.86
2019-09-05 20:00:00,2019,9,5,20,0,0.0,0.0,0.0,0.194,30.79,9.47,2.843,87064.88
2019-09-05 20:10:00,2019,9,5,20,10,0.0,0.0,0.0,0.201,30.47,9.68,2.433,87086.35
2019-09-05 20:20:00,2019,9,5,20,20,0.012,0.0,0.0,0.24,30.12,10.22,3.882,87091.25
2019-09-05 20:30:00,2019,9,5,20,30,0.0,0.0,0.0,0.223,29.45,10.94,4.166,87132.33
2019-09-05 20:40:00,2019,9,5,20,40,0.031,0.0,0.0,0.21,29.36,10.9,3.455,87135.02
2019-09-05 20:50:00,2019,9,5,20,50,0.025,0.0,0.0,0.207,29.42,11.11,4.395,87140.37
2019-09-05 21:00:00,2019,9,5,21,0,0.0,0.0,0.0,0.2,28.82,11.52,3.815,87151.54
2019-09-05 21:10:00,2019,9,5,21,10,0.073,0.0,0.0,0.2,28.82,11.41,3.049,87172.04000000001
2019-09-05 21:20:00,2019,9,5,21,20,0.157,0.0,0.0,0.196,28.93,11.41,3.276,87162.71
2019-09-05 21:30:00,2019,9,5,21,30,0.13,0.0,0.0,0.197,29.2,11.28,2.47,87155.04
2019-09-05 21:40:00,2019,9,5,21,40,0.0,0.0,0.0,0.195,28.92,12.2,1.943,87194.48999999999
2019-09-05 21:50:00,2019,9,5,21,50,0.131,0.0,0.0,0.193,28.3,11.79,3.156,87194.41
2019-09-05 22:00:00,2019,9,5,22,0,0.374,0.0,0.0,0.197,28.97,11.62,3.449,87196.19
2019-09-05 22:10:00,2019,9,5,22,10,0.277,0.0,0.0,0.202,29.02,11.25,2.599,87240.99
2019-09-05 22:20:00,2019,9,5,22,20,0.201,0.0,0.0,0.195,29.17,11.65,2.53,87234.34
2019-09-05 22:30:00,2019,9,5,22,30,0.071,0.0,0.0,0.194,28.96,11.42,2.287,87215.39
2019-09-05 22:40:00,2019,9,5,22,40,0.0,0.0,0.0,0.19,28.47,13.63,1.554,87226.43000000001
2019-09-05 22:50:00,2019,9,5,22,50,0.0,0.0,0.0,0.194,27.06,14.21,0.425,87256.26
2019-09-05 23:00:00,2019,9,5,23,0,0.0,0.0,0.0,0.189,26.47,14.59,0.36,87252.14
2019-09-05 23:10:00,2019,9,5,23,10,0.001,0.0,0.0,0.194,26.16,13.9,0.068,87255.66
2019-09-05 23:20:00,2019,9,5,23,20,0.045,0.0,0.0,0.194,26.11,15.71,0.593,87262.36
2019-09-05 23:30:00,2019,9,5,23,30,0.015,0.0,0.0,0.191,25.94,15.71,1.097,87288.45
2019-09-05 23:40:00,2019,9,5,23,40,0.0,0.0,0.0,0.193,25.67,15.78,0.348,87259.89
2019-09-05 23:50:00,2019,9,5,23,50,0.0,0.0,0.0,0.197,25.04,18.61,0.838,87279.62
2019-10-05 00:00:00,2019,10,5,0,0,0.13,0.0,0.0,0.195,24.24,17.86,1.849,87295.88
2019-10-05 00:10:00,2019,10,5,0,10,0.208,0.0,0.0,0.291,24.89,16.63,1.517,87283.6
2019-10-05 00:20:00,2019,10,5,0,20,0.057,0.0,0.0,0.315,24.91,16.46,0.759,87290.97
2019-10-05 00:30:00,2019,10,5,0,30,0.033,0.0,0.0,0.353,24.42,17.14,1.089,87277.01
2019-10-05 00:40:00,2019,10,5,0,40,0.142,0.0,0.0,0.323,23.89,18.54,2.046,87267.28
2019-10-05 00:50:00,2019,10,5,0,50,0.001,0.0,0.0,0.352,23.85,17.82,1.262,87263.17
2019-10-05 01:00:00,2019,10,5,1,0,0.002,0.0,0.0,0.315,23.84,17.28,1.768,87263.98000000001
2019-10-05 01:10:00,2019,10,5,1,10,0.275,0.0,0.0,0.319,23.9,17.45,2.555,87259.87
2019-10-05 01:20:00,2019,10,5,1,20,0.119,0.0,0.0,0.312,23.71,18.4,2.678,87254.24
2019-10-05 01:30:00,2019,10,5,1,30,0.014,0.0,0.0,0.291,23.36,19.39,2.381,87276.23999999999
2019-10-05 01:40:00,2019,10,5,1,40,0.151,0.0,0.0,0.251,23.28,18.33,2.29,87274.54000000001
2019-10-05 01:50:00,2019,10,5,1,50,0.133,0.0,0.0,0.234,23.43,19.22,2.098,87249.27
2019-10-05 02:00:00,2019,10,5,2,0,0.108,0.0,0.0,0.229,23.45,18.47,1.759,87225.55
2019-10-05 02:10:00,2019,10,5,2,10,0.032,0.0,0.0,0.231,23.48,18.64,2.428,87225.55
2019-10-05 02:20:00,2019,10,5,2,20,0.055,0.0,0.0,0.23,23.36,19.05,2.449,87220.6
2019-10-05 02:30:00,2019,10,5,2,30,0.0,0.0,0.0,0.27,23.03,20.04,2.586,87215.75
2019-10-05 02:40:00,2019,10,5,2,40,0.0,0.0,0.0,0.238,22.66,19.9,1.269,87213.28
2019-10-05 02:50:00,2019,10,5,2,50,0.024,0.0,0.0,0.216,23.16,19.19,1.101,87214.15
2019-10-05 03:00:00,2019,10,5,3,0,0.073,0.0,0.0,0.218,23.02,19.73,1.092,87228.74
2019-10-05 03:10:00,2019,10,5,3,10,0.0,0.0,0.0,0.221,22.79,20.0,1.017,87220.67
2019-10-05 03:20:00,2019,10,5,3,20,0.245,0.0,0.0,0.217,22.77,20.21,1.624,87210.03
2019-10-05 03:30:00,2019,10,5,3,30,0.007,0.0,0.0,0.209,22.11,20.79,2.033,87228.88
2019-10-05 03:40:00,2019,10,5,3,40,0.0,0.0,0.0,0.204,21.46,20.34,2.565,87261.53
2019-10-05 03:50:00,2019,10,5,3,50,0.068,0.0,0.0,0.203,21.26,20.55,2.504,87261.53
2019-10-05 04:00:00,2019,10,5,4,0,0.045,0.0,0.0,0.2,21.0,20.75,2.399,87223.06999999999
2019-10-05 04:10:00,2019,10,5,4,10,0.081,0.0,0.0,0.2,20.94,20.75,1.876,87240.20000000001
