tiempo,year,month,day,hour,minute,Idirecta,Iglobal,Idifusa,UV,To,HR,Wspeed,P
2019-03-05 00:00:00,2019,3,5,0,0,0.0,0.0,0.0,0.186,23.02,47.67,3.463,87600.16
2019-03-05 00:10:00,2019,3,5,0,10,0.0,0.0,0.0,0.183,22.95,48.15,2.541,87595.97
2019-03-05 00:20:00,2019,3,5,0,20,0.0,0.0,0.0,0.184,23.01,47.78,1.763,87589.49
2019-03-05 00:30:00,2019,3,5,0,30,0.0,0.0,0.0,0.183,22.83,47.67,2.161,87585.36
2019-03-05 00:40:00,2019,3,5,0,40,0.0,0.0,0.0,0.185,22.69,48.32,1.409,87563.31999999999
2019-03-05 00:50:00,2019,3,5,0,50,0.0,0.0,0.0,0.185,22.62,48.66,1.141,87569.04
2019-03-05 01:00:00,2019,3,5,1,0,0.0,0.0,0.0,0.0,22.46,48.39,1.597,87551.77
2019-03-05 01:10:00,2019,3,5,1,10,0.0,0.0,0.0,0.0,22.39,48.76,1.76,87548.65999999999
2019-03-05 01:20:00,2019,3,5,1,20,0.0,0.0,0.0,0.0,22.33,48.87,0.576,87546.92
2019-03-05 01:30:00,2019,3,5,1,30,0.0,0.0,0.0,0.264,22.35,48.19,0.416,87541.23
2019-03-05 01:40:00,2019,3,5,1,40,0.006,0.0,0.0,0.214,22.45,48.15,0.343,87523.19
2019-03-05 01:50:00,2019,3,5,1,50,0.012,0.0,0.0,0.187,22.31,49.34,1.128,87496.25
2019-03-05 02:00:00,2019,3,5,2,0,0.009,0.0,0.0,0.187,22.08,49.55,1.365,87472.43999999999
2019-03-05 02:10:00,2019,3,5,2,10,0.0,0.0,0.0,0.0,22.01,49.34,1.278,87479.96
2019-03-05 02:20:00,2019,3,5,2,20,0.008,0.0,0.0,0.206,21.97,49.0,1.63,87474.95999999999
2019-03-05 02:30:00,2019,3,5,2,30,0.0,0.0,0.0,0.177,21.91,48.87,1.681,87471.73
2019-03-05 02:40:00,2019,3,5,2,40,0.0,0.0,0.0,0.174,21.86,49.75,1.209,87473.33
2019-03-05 02:50:00,2019,3,5,2,50,0.036,0.0,0.0,0.166,21.74,50.47,2.029,87459.47
2019-03-05 03:00:00,2019,3,5,3,0,0.005,0.0,0.0,0.16,21.72,49.79,1.816,87462.62000000001
2019-03-05 03:10:00,2019,3,5,3,10,0.075,0.0,0.0,0.154,21.75,50.23,2.035,87470.06999999999
2019-03-05 03:20:00,2019,3,5,3,20,0.004,0.0,0.0,0.15,21.52,49.51,2.194,87461.06
2019-03-05 03:30:00,2019,3,5,3,30,0.015,0.0,0.0,0.151,21.37,50.43,2.02,87458.68000000001
2019-03-05 03:40:00,2019,3,5,3,40,0.0,0.0,0.0,0.147,21.11,49.24,2.005,87429.14
2019-03-05 03:50:00,2019,3,5,3,50,0.001,0.0,0.0,0.143,21.18,48.8,2.226,87461.13
2019-03-05 04:00:00,2019,3,5,4,0,0.043,0.0,0.0,0.138,21.05,50.23,2.505,87462.73
2019-03-05 04:10:00,2019,3,5,4,10,0.001,0.0,0.0,0.0,20.77,50.57,2.536,87434.88
2019-03-05 04:20:00,2019,3,5,4,20,0.0,0.0,0.0,0.0,20.88,50.67,2.006,87428.36
2019-03-05 04:30:00,2019,3,5,4,30,0.0,0.0,0.0,0.134,20.83,50.71,1.814,87423.39
2019-03-05 04:40:00,2019,3,5,4,40,0.148,0.0,0.0,0.128,21.06,51.22,1.97,87419.46
2019-03-05 04:50:00,2019,3,5,4,50,0.0,0.0,0.0,0.126,20.75,51.08,1.699,87440.64
2019-03-05 05:00:00,2019,3,5,5,0,0.0,0.0,0.0,0.122,20.79,52.89,1.571,87443.94
2019-03-05 05:10:00,2019,3,5,5,10,0.0,0.0,0.0,0.118,20.13,53.26,1.481,87453.67
2019-03-05 05:20:00,2019,3,5,5,20,0.0,0.0,0.0,0.118,20.06,55.17,2.071,87441.45999999999
2019-03-05 05:30:00,2019,3,5,5,30,0.0,0.0,0.0,0.114,19.55,55.78,2.381,87430.83
2019-03-05 05:40:00,2019,3,5,5,40,0.009,0.0,0.0,0.108,19.6,56.02,2.113,87443.96
2019-03-05 05:50:00,2019,3,5,5,50,0.04,0.0,0.0,0.103,19.53,56.23,1.91,87448.82
2019-03-05 06:00:00,2019,3,5,6,0,0.085,0.0,0.0,0.099,19.62,55.82,2.22,87481.55
2019-03-05 06:10:00,2019,3,5,6,10,0.155,0.0,0.0,0.096,19.85,55.24,1.651,87483.89
2019-03-05 06:20:00,2019,3,5,6,20,0.0,7.96,1.824,0.091,19.56,57.05,1.613,87456.22
2019-03-05 06:30:00,2019,3,5,6,30,15.3,13.67,9.63,0.094,19.41,56.43,1.154,87469.3
2019-03-05 06:40:00,2019,3,5,6,40,61.87,30.03,20.3,0.087,19.45,56.77,1.644,87485.58
2019-03-05 06:50:00,2019,3,5,6,50,94.9,49.3,31.65,0.082,19.83,53.84,1.689,87493.75
2019-03-05 07:00:00,2019,3,5,7,0,142.7,74.75,43.26,0.077,20.1,56.3,1.823,87498.77
2019-03-05 07:10:00,2019,3,5,7,10,177.7,101.3,54.53,0.072,20.09,53.64,2.316,87497.91
2019-03-05 07:20:00,2019,3,5,7,20,214.5,131.0,65.97,0.065,20.69,52.79,2.158,87509.3
2019-03-05 07:30:00,2019,3,5,7,30,259.1,166.9,77.64,0.062,21.17,50.91,1.5,87507.75
2019-03-05 07:40:00,2019,3,5,7,40,286.5,199.1,88.2,0.057,21.97,48.63,0.231,87530.66
2019-03-05 07:50:00,2019,3,5,7,50,321.8,235.5,98.1,0.056,22.91,44.68,0.0,87542.86
2019-03-05 08:00:00,2019,3,5,8,0,358.4,273.9,106.6,0.055,24.26,44.51,0.586,87537.93
2019-03-05 08:10:00,2019,3,5,8,10,386.7,311.5,114.5,0.057,24.27,43.79,1.163,87563.3
2019-03-05 08:20:00,2019,3,5,8,20,425.9,355.2,122.5,0.06,24.43,44.16,1.006,87546.98
2019-03-05 08:30:00,2019,3,5,8,30,452.5,393.7,129.4,0.067,24.72,42.94,1.069,87547.79999999999
2019-03-05 08:40:00,2019,3,5,8,40,477.8,432.0,136.0,0.076,25.09,42.87,0.597,87531.65000000001
2019-03-05 08:50:00,2019,3,5,8,50,494.3,468.1,143.7,0.089,25.44,40.72,0.487,87555.24
2019-03-05 09:00:00,2019,3,5,9,0,510.5,506.5,152.0,0.092,25.92,40.45,1.417,87556.06
2019-03-05 09:10:00,2019,3,5,9,10,525.6,540.8,157.8,0.096,26.25,40.24,1.32,87569.34999999999
2019-03-05 09:20:00,2019,3,5,9,20,540.2,573.2,158.5,0.098,26.31,39.63,1.35,87567.75
2019-03-05 09:30:00,2019,3,5,9,30,568.2,615.9,165.0,0.0,26.38,39.59,1.462,87574.85
2019-03-05 09:40:00,2019,3,5,9,40,592.3,656.4,168.6,0.119,26.43,40.51,2.368,87577.04
2019-03-05 09:50:00,2019,3,5,9,50,608.9,693.3,173.9,0.0,25.89,40.13,2.484,87567.24
2019-03-05 10:00:00,2019,3,5,10,0,605.6,708.7,174.4,0.0,26.25,38.33,2.175,87560.83
2019-03-05 10:10:00,2019,3,5,10,10,649.0,760.0,176.0,0.0,26.89,38.57,2.121,87562.71
2019-03-05 10:20:00,2019,3,5,10,20,661.7,789.5,178.3,0.0,27.17,36.93,2.494,87578.97
2019-03-05 10:30:00,2019,3,5,10,30,673.2,816.0,179.2,0.126,27.31,37.14,1.792,87558.91
2019-03-05 10:40:00,2019,3,5,10,40,682.8,841.0,180.5,0.132,27.44,34.68,1.458,87561.7
2019-03-05 10:50:00,2019,3,5,10,50,694.7,869.0,181.8,0.129,27.61,35.64,2.124,87575.84000000001
2019-03-05 11:00:00,2019,3,5,11,0,700.5,891.0,184.5,0.133,28.52,34.68,1.897,87544.44
2019-03-05 11:10:00,2019,3,5,11,10,704.1,913.0,187.7,0.0,27.98,32.88,2.262,87556.32
2019-03-05 11:20:00,2019,3,5,11,20,700.4,924.0,191.3,0.136,29.13,33.63,1.849,87540.98
2019-03-05 11:30:00,2019,3,5,11,30,699.4,938.0,194.3,0.0,29.2,31.28,1.66,87539.33
2019-03-05 11:40:00,2019,3,5,11,40,697.3,953.0,199.7,0.136,29.9,30.49,2.077,87514.25
2019-03-05 11:50:00,2019,3,5,11,50,696.5,962.0,202.6,0.137,30.53,29.16,1.307,87495.67
2019-03-05 12:00:00,2019,3,5,12,0,697.1,972.0,204.0,0.0,31.37,29.33,0.89,87496.68000000001
2019-03-05 12:10:00,2019,3,5,12,10,683.5,972.0,205.0,0.142,30.82,29.64,1.433,87469.83
2019-03-05 12:20:00,2019,3,5,12,20,679.6,982.0,208.6,0.143,30.6,29.3,2.473,87432.67
2019-03-05 12:30:00,2019,3,5,12,30,667.4,982.0,212.7,0.139,30.79,29.06,1.356,87430.48999999999
2019-03-05 12:40:00,2019,3,5,12,40,625.4,985.0,215.7,0.144,30.93,27.39,1.061,87413.16
2019-03-05 12:50:00,2019,3,5,12,50,206.9,972.0,220.6,0.0,31.55,27.05,1.244,87396.74
2019-03-05 13:00:00,2019,3,5,13,0,304.8,978.0,223.7,0.0,31.84,26.98,2.002,87361.77
2019-03-05 13:10:00,2019,3,5,13,10,683.5,973.0,229.7,0.144,31.97,28.24,1.47,87366.33
2019-03-05 13:20:00,2019,3,5,13,20,677.6,973.0,235.4,0.146,31.77,27.56,2.544,87356.05
2019-03-05 13:30:00,2019,3,5,13,30,673.3,972.0,243.3,0.143,31.61,26.98,1.74,87336.56
2019-03-05 13:40:00,2019,3,5,13,40,665.8,982.0,264.8,0.0,32.85,25.65,1.426,87308.75
2019-03-05 13:50:00,2019,3,5,13,50,507.0,897.0,313.1,0.169,33.5,26.03,1.729,87305.59
2019-03-05 14:00:00,2019,3,5,14,0,50.6,440.9,301.6,0.0,31.83,26.88,1.816,87271.67
2019-03-05 14:10:00,2019,3,5,14,10,229.7,635.8,330.0,0.159,32.41,26.1,1.838,87237.73
2019-03-05 14:20:00,2019,3,5,14,20,554.3,902.0,310.1,0.156,32.83,25.59,1.677,87218.45
2019-03-05 14:30:00,2019,3,5,14,30,546.8,875.0,306.0,0.156,33.69,24.39,1.755,87200.7
2019-03-05 14:40:00,2019,3,5,14,40,475.0,811.0,306.6,0.155,32.89,24.8,3.152,87157.97
2019-03-05 14:50:00,2019,3,5,14,50,486.4,822.0,320.3,0.157,33.34,24.87,2.085,87151.68
2019-03-05 15:00:00,2019,3,5,15,0,482.1,848.0,347.2,0.165,33.9,24.16,2.501,87130.65000000001
2019-03-05 15:10:00,2019,3,5,15,10,349.7,685.7,310.9,0.173,33.63,25.04,3.537,87123.65999999999
2019-03-05 15:20:00,2019,3,5,15,20,321.8,660.4,319.7,0.171,32.91,25.01,3.92,87113.4
2019-03-05 15:30:00,2019,3,5,15,30,299.3,579.8,274.8,0.175,33.34,24.09,3.323,87113.12000000001
2019-03-05 15:40:00,2019,3,5,15,40,227.3,412.4,196.6,0.171,33.48,21.97,3.534,87111.35
2019-03-05 15:50:00,2019,3,5,15,50,0.011,143.1,121.4,0.153,32.87,22.93,4.034,87123.99
2019-03-05 16:00:00,2019,3,5,16,0,0.001,95.8,83.0,0.168,32.63,27.83,3.309,87121.89
2019-03-05 16:10:00,2019,3,5,16,10,0.0,73.74,60.94,0.169,30.9,28.45,7.186,87143.55
2019-03-05 16:20:00,2019,3,5,16,20,0.0,59.75,49.32,0.162,29.38,26.1,10.3,87129.95
2019-03-05 16:30:00,2019,3,5,16,30,0.005,44.57,37.39,0.152,29.02,28.89,9.89,87137.76000000001
2019-03-05 16:40:00,2019,3,5,16,40,0.032,51.08,43.15,0.153,28.42,29.06,5.347,87115.16
2019-03-05 16:50:00,2019,3,5,16,50,1.622,72.31,61.68,0.162,29.16,29.06,3.342,87089.25
2019-03-05 17:00:00,2019,3,5,17,0,0.061,119.3,100.8,0.16,28.04,37.48,4.646,87069.8
2019-03-05 17:10:00,2019,3,5,17,10,0.011,161.3,131.9,0.156,26.76,44.32,4.275,87056.32
2019-03-05 17:20:00,2019,3,5,17,20,0.131,140.9,117.0,0.153,26.77,41.43,4.096,87040.5
2019-03-05 17:30:00,2019,3,5,17,30,0.396,109.9,94.2,0.147,27.46,37.99,4.161,87024.0
2019-03-05 17:40:00,2019,3,5,17,40,0.396,114.8,98.2,0.146,28.05,36.9,3.834,87007.75
2019-03-05 17:50:00,2019,3,5,17,50,0.682,100.7,85.8,0.144,28.29,39.73,3.954,87006.89
2019-03-05 18:00:00,2019,3,5,18,0,0.96,111.1,93.6,0.144,28.11,39.83,4.172,87017.86
2019-03-05 18:10:00,2019,3,5,18,10,0.184,85.8,72.01,0.143,28.37,39.08,3.909,86988.21
2019-03-05 18:20:00,2019,3,5,18,20,0.051,47.91,39.85,0.142,28.26,39.7,3.13,86983.66
2019-03-05 18:30:00,2019,3,5,18,30,0.779,40.69,33.48,0.14,28.12,41.54,2.888,86999.77
2019-03-05 18:40:00,2019,3,5,18,40,2.679,31.45,26.09,0.142,27.86,41.5,2.985,87023.56999999999
2019-03-05 18:50:00,2019,3,5,18,50,0.009,15.44,12.42,0.142,27.78,42.11,1.57,87018.48
2019-03-05 19:00:00,2019,3,5,19,0,0.0,5.189,3.824,0.0,27.67,42.79,1.294,87034.95
2019-03-05 19:10:00,2019,3,5,19,10,0.0,0.108,0.043,0.143,27.42,45.45,1.723,87022.82
2019-03-05 19:20:00,2019,3,5,19,20,0.0,0.0,0.0,0.144,27.0,45.69,1.658,87028.73
2019-03-05 19:30:00,2019,3,5,19,30,0.0,0.0,0.0,0.148,26.85,46.55,2.258,87048.73999999999
2019-03-05 19:40:00,2019,3,5,19,40,0.0,0.0,0.0,0.147,26.56,47.13,2.581,87047.58
2019-03-05 19:50:00,2019,3,5,19,50,0.0,0.0,0.0,0.145,26.28,47.13,2.59,87054.1
2019-03-05 20:00:00,2019,3,5,20,0,0.0,0.0,0.0,0.145,26.05,45.8,3.733,87050.2
2019-03-05 20:10:00,2019,3,5,20,10,0.159,0.0,0.0,0.144,26.34,41.98,3.826,87068.31
2019-03-05 20:20:00,2019,3,5,20,20,0.0,0.0,0.0,0.145,26.12,43.31,2.718,87098.85
2019-03-05 20:30:00,2019,3,5,20,30,0.024,0.0,0.0,0.146,26.04,42.08,1.157,87113.69
2019-03-05 20:40:00,2019,3,5,20,40,0.044,0.0,0.0,0.147,26.16,43.41,0.528,87136.95
2019-03-05 20:50:00,2019,3,5,20,50,0.044,0.0,0.0,0.0,25.91,41.88,1.298,87137.15999999999
2019-03-05 21:00:00,2019,3,5,21,0,0.016,0.0,0.0,0.174,26.14,42.29,0.858,87146.08
2019-03-05 21:10:00,2019,3,5,21,10,0.0,0.0,0.0,0.172,25.89,44.06,2.201,87163.07
2019-03-05 21:20:00,2019,3,5,21,20,0.0,0.0,0.0,0.171,25.32,42.97,2.613,87165.79000000001
2019-03-05 21:30:00,2019,3,5,21,30,0.0,0.0,0.0,0.173,25.33,42.6,2.593,87183.0
2019-03-05 21:40:00,2019,3,5,21,40,0.055,0.0,0.0,0.173,25.42,43.41,1.958,87201.92
2019-03-05 21:50:00,2019,3,5,21,50,0.0,0.0,0.0,0.172,25.17,44.44,0.978,87219.41
2019-03-05 22:00:00,2019,3,5,22,0,0.006,0.0,0.0,0.174,25.11,42.05,0.124,87227.04
2019-03-05 22:10:00,2019,3,5,22,10,0.285,0.0,0.0,0.217,25.64,39.84,1.0,87253.39
2019-03-05 22:20:00,2019,3,5,22,20,0.326,0.0,0.0,0.19,25.47,41.61,1.695,87277.87
2019-03-05 22:30:00,2019,3,5,22,30,0.001,0.0,0.0,0.185,24.98,43.35,1.579,87279.58
2019-03-05 22:40:00,2019,3,5,22,40,0.369,0.0,0.0,0.189,24.96,40.59,2.556,87291.76999999999
2019-03-05 22:50:00,2019,3,5,22,50,0.233,0.0,0.0,0.188,25.28,38.92,2.065,87304.07
2019-03-05 23:00:00,2019,3,5,23,0,0.089,0.0,0.0,0.187,25.37,38.98,1.505,87303.28
2019-03-05 23:10:00,2019,3,5,23,10,0.061,0.0,0.0,0.188,25.42,38.0,1.529,87327.84
2019-03-05 23:20:00,2019,3,5,23,20,0.183,0.0,0.0,0.19,25.41,38.61,1.894,87338.34000000001
2019-03-05 23:30:00,2019,3,5,23,30,0.388,0.0,0.0,0.191,25.47,37.79,2.918,87326.15
2019-03-05 23:40:00,2019,3,5,23,40,0.24,0.0,0.0,0.192,25.53,37.38,2.277,87324.57
2019-03-05 23:50:00,2019,3,5,23,50,0.032,0.0,0.0,0.193,25.63,36.5,0.932,87358.84
2019-04-05 00:00:00,2019,4,5,0,0,0.0,0.0,0.0,0.194,25.4,39.9,1.667,87344.1
2019-04-05 00:10:00,2019,4,5,0,10,0.001,0.0,0.0,0.195,24.99,39.43,2.459,87355.57
2019-04-05 00:20:00,2019,4,5,0,20,0.0,0.0,0.0,0.197,24.85,40.31,2.115,87348.22
2019-04-05 00:30:00,2019,4,5,0,30,0.003,0.0,0.0,0.198,24.59,41.64,2.949,87330.23
2019-04-05 00:40:00,2019,4,5,0,40,0.157,0.0,0.0,0.199,24.68,40.96,2.605,87335.93
2019-04-05 00:50:00,2019,4,5,0,50,0.001,0.0,0.0,0.201,24.7,40.21,2.596,87338.48000000001
2019-04-05 01:00:00,2019,4,5,1,0,0.053,0.0,0.0,0.202,24.74,39.73,2.363,87348.14
2019-04-05 01:10:00,2019,4,5,1,10,0.0,0.0,0.0,0.201,24.65,39.53,1.312,87320.43
2019-04-05 01:20:00,2019,4,5,1,20,0.0,0.0,0.0,0.185,24.66,40.59,0.499,87323.7
2019-04-05 01:30:00,2019,4,5,1,30,0.0,0.0,0.0,0.185,24.56,39.6,0.517,87325.37
2019-04-05 01:40:00,2019,4,5,1,40,0.0,0.0,0.0,0.188,24.58,39.87,1.025,87315.44
2019-04-05 01:50:00,2019,4,5,1,50,0.0,0.0,0.0,0.188,24.5,39.9,0.776,87314.68
2019-04-05 02:00:00,2019,4,5,2,0,0.0,0.0,0.0,0.189,24.28,41.2,0.944,87304.85
2019-04-05 02:10:00,2019,4,5,2,10,0.153,0.0,0.0,0.213,23.92,41.71,1.708,87301.56
2019-04-05 02:20:00,2019,4,5,2,20,0.1,0.0,0.0,0.212,23.65,43.48,1.835,87294.31
2019-04-05 02:30:00,2019,4,5,2,30,0.116,0.0,0.0,0.196,23.4,43.69,1.844,87276.23
2019-04-05 02:40:00,2019,4,5,2,40,0.0,0.0,0.0,0.194,23.29,44.54,2.01,87289.31999999999
2019-04-05 02:50:00,2019,4,5,2,50,0.0,0.0,0.0,0.192,22.84,45.8,1.61,87284.34999999999
2019-04-05 03:00:00,2019,4,5,3,0,0.0,0.0,0.0,0.191,22.36,48.46,2.119,87238.62000000001
2019-04-05 03:10:00,2019,4,5,3,10,0.0,0.0,0.0,0.191,22.06,51.52,2.027,87240.26
2019-04-05 03:20:00,2019,4,5,3,20,0.0,0.0,0.0,0.191,21.77,51.05,2.396,87247.68000000001
2019-04-05 03:30:00,2019,4,5,3,30,0.0,0.0,0.0,0.19,21.57,51.76,2.115,87259.83
2019-04-05 03:40:00,2019,4,5,3,40,0.108,0.0,0.0,0.19,21.66,48.01,1.965,87253.41
2019-04-05 03:50:00,2019,4,5,3,50,0.215,0.0,0.0,0.193,21.91,51.15,2.273,87257.48
2019-04-05 04:00:00,2019,4,5,4,0,0.0,0.0,0.0,0.191,21.43,51.12,1.905,87275.37
2019-04-05 04:10:00,2019,4,5,4,10,0.046,0.0,0.0,0.188,21.29,49.92,2.264,87244.4
2019-04-05 04:20:00,2019,4,5,4,20,0.365,0.0,0.0,0.185,21.69,48.87,2.355,87250.84000000001
2019-04-05 04:30:00,2019,4,5,4,30,0.114,0.0,0.0,0.179,21.72,49.68,2.106,87250.15
2019-04-05 04:40:00,2019,4,5,4,40,0.0,0.0,0.0,0.175,21.29,51.25,1.997,87253.33
2019-04-05 04:50:00,2019,4,5,4,50,0.015,0.0,0.0,0.175,21.1,50.13,2.108,87279.6
2019-04-05 05:00:00,2019,4,5,5,0,0.03,0.0,0.0,0.169,21.17,51.59,2.151,87274.55
2019-04-05 05:10:00,2019,4,5,5,10,0.0,0.0,0.0,0.169,20.81,52.62,2.361,87289.43000000001
2019-04-05 05:20:00,2019,4,5,5,20,0.0,0.0,0.0,0.166,20.67,53.71,2.01,87310.58
2019-04-05 05:30:00,2019,4,5,5,30,0.0,0.0,0.0,0.164,20.26,55.07,2.08,87309.79999999999
2019-04-05 05:40:00,2019,4,5,5,40,0.038,0.0,0.0,0.18,20.29,54.39,1.908,87300.73
2019-04-05 05:50:00,2019,4,5,5,50,0.335,0.0,0.0,0.181,20.71,52.92,1.951,87289.36
2019-04-05 06:00:00,2019,4,5,6,0,0.312,0.0,0.0,0.153,20.84,51.52,1.679,87291.8
2019-04-05 06:10:00,2019,4,5,6,10,0.267,0.001,0.0,0.143,21.01,49.89,1.13,87295.03
2019-04-05 06:20:00,2019,4,5,6,20,0.148,3.562,2.832,0.139,21.07,51.87,0.475,87318.84999999999
2019-04-05 06:30:00,2019,4,5,6,30,6.096,14.25,11.28,0.0,20.9,51.66,0.49,87350.73
2019-04-05 06:40:00,2019,4,5,6,40,38.31,32.67,24.65,0.139,21.13,49.75,1.269,87335.14
2019-04-05 06:50:00,2019,4,5,6,50,73.32,54.77,37.95,0.139,21.14,51.32,1.876,87372.0
2019-04-05 07:00:00,2019,4,5,7,0,108.1,79.5,51.26,0.136,21.09,51.73,2.084,87385.05
2019-04-05 07:10:00,2019,4,5,7,10,122.3,98.4,61.72,0.137,21.41,50.78,1.854,87393.98999999999
2019-04-05 07:20:00,2019,4,5,7,20,65.3,105.7,74.81,0.136,21.77,49.99,1.453,87394.02
2019-04-05 07:30:00,2019,4,5,7,30,91.0,143.2,98.1,0.134,22.18,49.75,1.208,87388.25
2019-04-05 07:40:00,2019,4,5,7,40,173.9,207.2,125.9,0.132,22.52,46.99,1.203,87400.62000000001
2019-04-05 07:50:00,2019,4,5,7,50,164.4,213.3,128.0,0.13,23.23,43.76,0.947,87407.9
2019-04-05 08:00:00,2019,4,5,8,0,170.3,221.4,126.5,0.128,23.75,43.79,0.18,87414.51
2019-04-05 08:10:00,2019,4,5,8,10,42.11,176.2,130.4,0.128,24.15,40.76,0.074,87430.88
2019-04-05 08:20:00,2019,4,5,8,20,79.88,239.5,166.9,0.0,24.83,38.98,0.012,87416.03
2019-04-05 08:30:00,2019,4,5,8,30,49.86,256.4,189.5,0.135,25.41,39.39,0.486,87421.01
2019-04-05 08:40:00,2019,4,5,8,40,172.6,331.9,196.5,0.138,25.8,38.34,0.337,87423.01
2019-04-05 08:50:00,2019,4,5,8,50,44.2,265.8,198.1,0.138,25.93,37.59,0.705,87466.54999999999
2019-04-05 09:00:00,2019,4,5,9,0,42.78,244.6,179.5,0.0,25.25,38.74,1.673,87439.61
2019-04-05 09:10:00,2019,4,5,9,10,84.7,281.9,182.2,0.258,25.03,39.25,1.217,87463.8
2019-04-05 09:20:00,2019,4,5,9,20,91.9,325.7,209.1,0.168,25.53,37.72,1.546,87491.23
2019-04-05 09:30:00,2019,4,5,9,30,79.85,326.0,209.5,0.16,25.38,37.42,1.842,87495.78
2019-04-05 09:40:00,2019,4,5,9,40,86.0,368.8,236.4,0.16,25.57,37.89,1.449,87493.62999999999
2019-04-05 09:50:00,2019,4,5,9,50,94.7,412.3,263.6,0.167,25.85,37.14,1.532,87484.24
2019-04-05 10:00:00,2019,4,5,10,0,12.3,360.7,288.7,0.166,26.42,35.68,1.022,87457.84
2019-04-05 10:10:00,2019,4,5,10,10,13.32,365.6,292.5,0.172,26.7,35.67,1.427,87461.99
2019-04-05 10:20:00,2019,4,5,10,20,68.32,430.0,297.9,0.17,26.97,34.82,1.056,87442.85
2019-04-05 10:30:00,2019,4,5,10,30,104.6,549.8,354.8,0.168,27.25,34.07,1.139,87443.59
2019-04-05 10:40:00,2019,4,5,10,40,84.7,442.6,292.4,0.167,27.79,33.66,0.991,87440.45
2019-04-05 10:50:00,2019,4,5,10,50,277.2,673.3,331.2,0.18,28.24,32.37,0.844,87441.92
2019-04-05 11:00:00,2019,4,5,11,0,537.5,915.0,343.6,0.169,28.61,31.48,1.196,87416.67
2019-04-05 11:10:00,2019,4,5,11,10,318.9,728.3,329.2,0.167,29.49,30.53,0.616,87400.25
2019-04-05 11:20:00,2019,4,5,11,20,605.5,917.0,284.0,0.166,30.24,29.2,1.079,87425.0
2019-04-05 11:30:00,2019,4,5,11,30,637.1,928.0,260.2,0.166,30.22,30.25,0.959,87387.97
2019-04-05 11:40:00,2019,4,5,11,40,536.4,899.0,294.9,0.166,30.18,30.7,2.235,87396.76
2019-04-05 11:50:00,2019,4,5,11,50,349.0,738.9,300.6,0.166,29.99,29.74,1.717,87369.65
2019-04-05 12:00:00,2019,4,5,12,0,525.7,926.0,329.4,0.166,30.33,28.89,1.678,87368.59
2019-04-05 12:10:00,2019,4,5,12,10,623.2,1049.0,360.3,0.168,31.18,28.58,2.039,87316.74
2019-04-05 12:20:00,2019,4,5,12,20,422.2,876.0,363.3,0.17,31.35,28.01,1.149,87300.64
2019-04-05 12:30:00,2019,4,5,12,30,137.5,678.5,417.9,0.17,31.46,25.89,1.498,87325.9
2019-04-05 12:40:00,2019,4,5,12,40,65.97,594.5,414.9,0.173,31.46,26.27,1.336,87321.83
2019-04-05 12:50:00,2019,4,5,12,50,303.7,832.0,422.0,0.361,31.64,25.69,1.163,87274.93
2019-04-05 13:00:00,2019,4,5,13,0,288.0,808.0,413.6,0.0,32.18,25.96,1.535,87264.31999999999
2019-04-05 13:10:00,2019,4,5,13,10,146.3,655.6,401.0,0.523,32.22,25.48,1.372,87272.32
2019-04-05 13:20:00,2019,4,5,13,20,54.35,528.3,379.2,0.49,32.08,25.04,1.471,87228.81
2019-04-05 13:30:00,2019,4,5,13,30,16.9,445.2,340.0,0.483,32.08,24.53,1.426,87235.31
2019-04-05 13:40:00,2019,4,5,13,40,24.07,404.4,299.1,0.491,32.1,24.32,0.62,87238.39
2019-04-05 13:50:00,2019,4,5,13,50,390.0,882.0,385.1,0.467,32.72,24.19,0.876,87224.83
2019-04-05 14:00:00,2019,4,5,14,0,296.7,750.7,363.0,0.555,32.68,24.53,1.318,87192.76999999999
2019-04-05 14:10:00,2019,4,5,14,10,265.8,721.3,355.3,0.513,32.23,24.15,0.964,87167.79000000001
2019-04-05 14:20:00,2019,4,5,14,20,198.4,572.8,297.3,0.334,32.16,24.32,1.674,87162.42
2019-04-05 14:30:00,2019,4,5,14,30,85.0,415.0,267.3,0.315,32.07,24.43,1.368,87129.3
2019-04-05 14:40:00,2019,4,5,14,40,54.02,404.8,287.5,0.313,32.16,25.52,1.622,87107.65
2019-04-05 14:50:00,2019,4,5,14,50,178.4,552.6,307.8,0.32,32.11,24.6,2.412,87044.97
2019-04-05 15:00:00,2019,4,5,15,0,467.1,759.3,288.2,0.326,32.88,23.61,1.834,87062.3
2019-04-05 15:10:00,2019,4,5,15,10,544.2,785.5,271.9,0.367,33.73,23.51,1.707,87051.97
2019-04-05 15:20:00,2019,4,5,15,20,489.2,723.9,265.2,0.316,33.52,22.79,1.835,87029.45
2019-04-05 15:30:00,2019,4,5,15,30,454.6,678.2,261.1,0.303,33.65,22.45,1.039,87021.45000000001
2019-04-05 15:40:00,2019,4,5,15,40,132.5,399.3,232.8,0.302,33.4,23.4,1.792,87014.15
2019-04-05 15:50:00,2019,4,5,15,50,102.0,376.3,239.7,0.286,32.75,22.79,1.178,86973.56999999999
2019-04-05 16:00:00,2019,4,5,16,0,203.5,469.2,258.2,0.282,33.69,22.28,1.128,86980.76999999999
2019-04-05 16:10:00,2019,4,5,16,10,68.52,304.0,207.8,0.28,33.97,23.34,1.188,86985.17
