"ESOLMET-CIE | Temixco, Mor.; Longitud:99º14';  Latitud:18º51';  Altitud:1219 msnm;  ",,,,,,,,
,Irradiancia,,,,,,,
Fecha,Directa,Global,Difusa,UV,Temperatura,Humedad,Viento Vel.,Presiòn Bar.
aaaa/mm/dd hh:mm:ss,W/m^2,W/m^2,W/m^2,W/m^2,ºC,%,m/s,mbar
,Avg,Avg,Avg,Avg,Avg,Smp,Avg,Avg
05/05/2019 08:20,346,322.6,132.9,0.663,26.13,40.76,0.269,874.0964
05/05/2019 08:30,375.9,363.8,143.6,0.669,26.56,39.12,0.343,874.4394
05/05/2019 08:40,394,403.5,154.5,0.666,26.67,39.63,1.009,874.1377
05/05/2019 08:50,436.4,460.1,170.6,0.669,26.55,38.88,1.406,874.014
05/05/2019 09:00,441.9,506.5,194.7,0.672,26.99,37.55,1.022,874.0552
05/05/2019 09:10,417.7,534.8,217.7,0.674,27.33,37.34,1.136,874.2451
05/05/2019 09:20,427.8,590.5,247.7,0.671,27.54,36.56,1.188,874.3586
05/05/2019 09:30,347.9,575.3,267.1,0.671,27.49,36.42,1.794,874.352
05/05/2019 09:40,270.6,561.4,289.7,0.672,27.56,36.83,1.699,874.4661
05/05/2019 09:50,171.7,504.9,295.9,0.659,27.36,37.1,1.973,874.2281
05/05/2019 10:00,148.7,499.2,304.1,0.665,27.24,35.91,1.634,874.4745
05/05/2019 10:10,284.2,636,322.3,0.692,28.03,35.16,1.835,874.2021
05/05/2019 10:20,304.9,652.4,316.3,0.699,28.16,34.31,1.632,874.0286
05/05/2019 10:30,386.6,728.1,319.6,0.696,28.32,33.93,2.121,874.1916
05/05/2019 10:40,465.1,810,325.9,0.685,28.79,33.7,1.812,874.1774
05/05/2019 10:50,391,768.3,334.3,0.68,28.73,33.69,2.418,874.0945
05/05/2019 11:00,325,738.4,346.9,0.672,28.65,33.52,2.621,874.1932
05/05/2019 11:10,248.1,646.1,323.6,0.61,29.01,33.8,2.624,874.1807
05/05/2019 11:20,530.7,872,291.8,0.567,28.92,32.77,2.474,874.1628
05/05/2019 11:30,641.8,944,268.6,0.563,29.6,31.38,2.203,873.9898
05/05/2019 11:40,645.2,958,269.1,0.539,30.47,30.49,2.26,873.6948
05/05/2019 11:50,402,763,282.4,0.528,30.47,30.76,2.645,873.7115
05/05/2019 12:00,349.6,727.7,293.1,0.519,29.63,30.56,3.081,873.398
05/05/2019 12:10,665.3,1020,296.6,0.511,30.15,29.67,2.997,873.2542
05/05/2019 12:20,644.5,1007,296,0.503,30.95,28.92,1.63,872.9575
05/05/2019 12:30,608.2,983,300.7,0.495,30.59,28.96,2.652,872.4659
05/05/2019 12:40,505.2,890,301.3,0.494,31.29,28.31,1.557,872.6053
05/05/2019 12:50,347.4,705.2,269.8,0.489,31.28,28.14,2.405,872.6587
05/05/2019 13:00,631.4,964,255.6,0.489,31.58,26.91,2.36,872.4473
05/05/2019 13:10,683.3,993,234.4,0.485,32.48,26.64,1.615,872.5251
05/05/2019 13:20,604,930,243.6,0.479,32.8,26.2,2.46,871.9611
05/05/2019 13:30,633.7,953,245.9,0.47,32.84,24.8,2.025,871.967
05/05/2019 13:40,607.9,927,249.9,0.464,33.11,25.86,2.794,871.8816
05/05/2019 13:50,576.1,928,283.3,0.46,32.65,24.36,3.054,871.3092
05/05/2019 14:00,597.3,903,258.3,0.459,33.67,22.86,1.752,871.0256
05/05/2019 14:10,699.7,943,220.1,0.454,33.02,22.69,3.403,871.0275
05/05/2019 14:20,709.7,922,206.2,0.449,33.33,22.11,3.344,870.6717
05/05/2019 14:30,603.5,839,221.9,0.44,33.45,21.5,2.291,870.9196
05/05/2019 14:40,537.1,806,252.5,0.431,34.03,19.62,2.29,870.5972
05/05/2019 14:50,528.9,766.5,242.7,0.441,34.4,19.93,3.105,870.5078
05/05/2019 15:00,583.6,796.3,244.1,0.435,34.53,19.62,2.411,870.4936
05/05/2019 15:10,503.9,739.4,259,0.457,34.41,20.24,3.292,870.2391
05/05/2019 15:20,514.1,720.8,248.2,0.497,34.21,19.93,2.636,869.8752
05/05/2019 15:30,545.8,705.1,225.3,0.427,34.39,21.12,3.418,869.6588
05/05/2019 15:40,522.9,659.9,215.6,0.399,34.16,19.93,1.854,869.5825
05/05/2019 15:50,455,600.6,215.9,0.387,34.35,18.84,4.961,869.5595
05/05/2019 16:00,345.9,500.9,205.6,0.38,34.19,19.15,3.972,869.6303
05/05/2019 16:10,414.4,554.8,225,0.385,34.61,18.53,2.78,869.3929
05/05/2019 16:20,292.5,418.6,186.2,0.417,34.83,18.81,2.371,869.2214
05/05/2019 16:30,136.7,278.3,158.8,0.428,34.13,19.66,3.448,868.9465
05/05/2019 16:40,72.38,188.8,118.3,0.385,33.75,20,3.504,869.0219
05/05/2019 16:50,0.493,159,132.4,0.378,33.59,19.96,2.801,868.6895
05/05/2019 17:00,123.9,200.6,116.3,0.376,33.61,19.39,3.153,868.6492
05/05/2019 17:10,221.1,271.8,136.9,0.406,33.76,19.11,4.191,868.6696
05/05/2019 17:20,299,326.5,165.8,0.421,34.01,18.67,3.839,868.6351
05/05/2019 17:30,166,214.9,124.7,0.38,33.8,19.04,4.115,868.8439
05/05/2019 17:40,267.1,220.5,106,0.399,33.76,19.22,4.064,869.22
05/05/2019 17:50,103.7,140.6,90.5,0.439,33.71,19.01,3.801,869.3702
05/05/2019 18:00,11.52,102.3,81.8,0.398,33.34,19.49,4.112,869.4664
05/05/2019 18:10,83.7,105.3,72.24,0.384,33.24,19.45,4.254,869.4491
05/05/2019 18:20,104,90.6,58.73,0.411,33.38,19.18,3.225,869.4237
05/05/2019 18:30,117.1,69.16,42.29,0.359,33.49,19.15,3.456,869.7361
05/05/2019 18:40,75.69,48.04,32.38,0.385,33.07,20.03,3.581,869.7396
05/05/2019 18:50,15.7,23.8,17.79,0.358,32.64,20.61,4.485,869.7511
05/05/2019 19:00,0.081,7.537,6.022,0.354,32.44,20.14,5.225,869.7508
05/05/2019 19:10,0,0.318,0.171,0.364,32.31,20.82,4.246,869.8745
05/05/2019 19:20,0,0,0,0.356,32.11,20.58,3.844,869.8281
05/05/2019 19:30,0,0,0,0.36,31.99,20.61,3.802,870.2992
05/05/2019 19:40,0,0,0,0.356,31.58,20.78,3.786,870.4263
05/05/2019 19:50,0.017,0,0,0.355,31.33,20.71,3.987,870.4787
05/05/2019 20:00,0.006,0,0,0.355,31.18,20.44,3.93,870.4916
05/05/2019 20:10,0,0,0,0.353,30.83,20.85,4.124,870.8452
05/05/2019 20:20,0,0,0,0.361,30.4,21.16,3.318,871.1262
05/05/2019 20:30,0,0,0,0.353,30.04,21.63,4.25,871.2562
05/05/2019 20:40,0,0,0,0.355,29.6,22.25,3.676,871.2856
05/05/2019 20:50,0,0,0,0.351,29.17,22.83,3.549,871.652
05/05/2019 21:00,0,0,0,0.355,28.78,23.54,3.74,871.8164
05/05/2019 21:10,0,0,0,0.36,28.5,24.19,3.021,872.1318
05/05/2019 21:20,0.003,0,0,0.353,28.39,24.36,2.701,872.192
05/05/2019 21:30,0,0,0,0.363,28.31,24.67,1.303,872.4492
05/05/2019 21:40,0.013,0,0,0.352,28.06,25.59,2.284,872.6498
05/05/2019 21:50,0.036,0,0,0.346,28.03,25.9,2.183,872.7797
05/05/2019 22:00,0.186,0,0,0.345,28.08,25.66,2.433,873.0203
05/05/2019 22:10,0,0,0,0.344,27.66,27.91,1.149,873.3307
05/05/2019 22:20,0,0,0,0.35,26.93,28.56,1.154,873.7239
05/05/2019 22:30,0,0,0,0.345,26.75,29.34,0.924,873.9959
05/05/2019 22:40,0,0,0,0.344,26.67,29.78,0.63,874.1802
05/05/2019 22:50,0,0,0,0.345,26.48,30.36,0,873.9984
05/05/2019 23:00,0,0,0,0.344,26.3,30.67,0.019,874.4846
05/05/2019 23:10,0.075,0,0,0.344,25.92,32.17,0.668,874.7083
05/05/2019 23:20,0,0,0,0.345,25.15,32.54,0.804,874.7498
05/05/2019 23:30,0.026,0,0,0.344,25.43,31.9,0.345,874.8063
05/05/2019 23:40,0.176,0,0,0.344,25.27,32.95,1.885,874.7753
05/05/2019 23:50,0.116,0,0,0.343,25,32.75,2.171,874.8391
06/05/2019 00:00,0,0,0,0.345,24.83,33.67,1.749,874.8897
06/05/2019 00:10,0.127,0,0,0.341,24.65,33.63,2.365,874.7086
06/05/2019 00:20,0,0,0,0.34,24.4,33.46,1.909,874.8725
06/05/2019 00:30,0,0,0,0.338,24.4,34.04,1.968,874.9375
06/05/2019 00:40,0,0,0,0.338,24.02,34.08,0.634,874.7665
06/05/2019 00:50,0.018,0,0,0.339,24.21,34.96,0.98,874.8885
06/05/2019 01:00,0.002,0,0,0.343,24.08,35.34,0.373,874.7665
06/05/2019 01:10,0.052,0,0,0.341,23.92,35.3,1.536,874.9291
06/05/2019 01:20,0,0,0,0.342,23.7,34.9,1.171,874.7012
06/05/2019 01:30,0.001,0,0,0.341,23.38,36.39,1.798,874.6103
06/05/2019 01:40,0.003,0,0,0.341,23.02,36.77,1.843,874.4393
06/05/2019 01:50,0,0,0,0.34,22.93,38.68,1.356,874.7419
06/05/2019 02:00,0,0,0,0.338,22.38,40.07,1.919,874.6099
06/05/2019 02:10,0,0,0,0.337,22.15,40.04,2.076,874.366
06/05/2019 02:20,0.009,0,0,0.339,22.22,41.03,2.275,874.5286
06/05/2019 02:30,0,0,0,0.34,21.91,42.15,2.193,874.3491
06/05/2019 02:40,0,0,0,0.339,21.76,42.26,2.094,874.3082
06/05/2019 02:50,0.003,0,0,0.338,21.78,42.7,2.27,874.3249
06/05/2019 03:00,0,0,0,0.337,21.57,44.1,2.231,874.2178
06/05/2019 03:10,0,0,0,0.336,21.4,44.57,2.198,874.3908
06/05/2019 03:20,0,0,0,0.336,21.49,44.3,1.888,874.52
06/05/2019 03:30,0.028,0,0,0.338,21.57,43.86,1.461,874.2101
06/05/2019 03:40,0.04,0,0,0.337,21.86,45.36,1.457,874.1695
06/05/2019 03:50,0.172,0,0,0.337,21.75,44.23,1.984,874.3162
06/05/2019 04:00,0.177,0,0,0.337,21.97,43.76,1.884,874.2759
06/05/2019 04:10,0.129,0,0,0.336,22.28,42.7,1.332,874.1365
06/05/2019 04:20,0,0,0,0.336,22.37,43.89,0.379,874.5293
06/05/2019 04:30,0,0,0,0.335,22.07,44.95,0.016,874.5045
06/05/2019 04:40,0,0,0,0.333,21.75,45.8,0,874.5698
06/05/2019 04:50,0.075,0,0,0.335,21.8,46.14,0.388,874.6765
06/05/2019 05:00,0.253,0,0,0.335,21.68,45.97,1.117,874.7993
06/05/2019 05:10,0.112,0,0,0.336,21.6,46.38,0.504,874.7416
06/05/2019 05:20,0,0,0,0.338,21.62,46.86,0.016,874.9219
06/05/2019 05:30,0,0,0,0.335,21.25,47.71,0.022,875.077
06/05/2019 05:40,0.055,0,0,0.337,21.15,49.68,1.179,875.1754
06/05/2019 05:50,0.227,0,0,0.337,20.78,48.76,1.734,875.1672
06/05/2019 06:00,0.073,0,0,0.336,20.65,50.5,2.031,875.3305
06/05/2019 06:10,0.028,0.078,0.057,0.334,20.46,50.95,2.165,875.3788
06/05/2019 06:20,0.137,2.99,2.34,0.332,20.33,50.43,2.213,875.307
06/05/2019 06:30,6.278,14,11.74,0.329,20.88,48.66,2.155,875.4529
06/05/2019 06:40,26.28,27.6,20.92,0.331,20.78,50.88,2.146,875.5593
06/05/2019 06:50,50.44,44.45,31.14,0.329,20.59,51.08,2.288,875.5524
06/05/2019 07:00,81.9,67.34,44.19,0.327,20.77,50.67,2.168,875.8373
06/05/2019 07:10,134,109.8,68.19,0.327,21,49.72,2.034,875.9689
06/05/2019 07:20,167.1,132.6,75.38,0.326,21.49,49.11,1.224,875.9109
06/05/2019 07:30,148.8,138.4,78.61,0.316,22.01,47.81,1.275,876.0021
06/05/2019 07:40,188.7,182.1,98.5,0.315,22.41,46.52,0.661,876.123
06/05/2019 07:50,234.6,223.3,114.3,0.316,23.31,42.46,0.008,876.0666
06/05/2019 08:00,259.6,255.3,125.7,0.321,24.35,44.33,0.138,876.3205
06/05/2019 08:10,237.9,257.3,124.5,0.32,24.7,43.72,0.311,876.4518
06/05/2019 08:20,315,308.4,130,0.32,24.95,40.82,0.492,876.5815
06/05/2019 08:30,368,365.5,145.1,0.317,25.23,40.76,1.279,876.5974
06/05/2019 08:40,349.7,375.4,148.7,0.318,25.3,38.23,1.232,876.6339
06/05/2019 08:50,420.3,436.6,155.9,0.317,25.46,37.01,1.592,876.5122
06/05/2019 09:00,476.1,510,177.8,0.317,25.99,33.91,1.652,876.7029
06/05/2019 09:10,477.6,527.5,177.9,0.32,26.27,35.2,1.263,876.6569
06/05/2019 09:20,491.9,598.5,215.8,0.323,26.29,32.47,1.452,876.6476
06/05/2019 09:30,322.5,513.7,224.7,0.322,26.79,31.62,1.455,876.6533
06/05/2019 09:40,376.9,583.5,240.4,0.323,26.94,31.38,1.167,876.7724
06/05/2019 09:50,252.9,503.5,241.1,0.324,27.45,30.46,1.237,876.6071
06/05/2019 10:00,387.9,616.8,244.8,0.324,27.48,29.98,1.821,876.7453
06/05/2019 10:10,471.1,697.6,251.3,0.328,27.82,29.85,1.797,876.6256
06/05/2019 10:20,376.2,632.8,246.6,0.331,28.04,30.32,1.582,876.6692
06/05/2019 10:30,429.3,716.8,274.8,0.333,27.43,31.45,2.571,876.682
06/05/2019 10:40,411.9,725.7,287,0.333,27.73,29.88,1.855,876.626
06/05/2019 10:50,417.9,729.6,277.9,0.336,28.63,29.4,2.137,876.5529
06/05/2019 11:00,584.6,855,255.9,0.337,28.4,29.74,1.303,876.7018
06/05/2019 11:10,575.9,853,249,0.333,29.53,28.31,1.562,876.4489
06/05/2019 11:20,600.3,884,159.6,0.337,29.84,27.97,1.719,876.4957
06/05/2019 11:30,658.3,942,156,0.336,29.83,27.09,1.057,876.4493
06/05/2019 11:40,668.2,958,255.2,0.339,30.48,27.66,1.69,876.507
06/05/2019 11:50,675.3,965,251.9,0.335,30.27,25.69,1.344,876.3265
06/05/2019 12:00,690.2,972,240.2,0.337,30.7,24.67,1.316,876.2077
06/05/2019 12:10,713.8,989,231.3,0.338,30.7,25.76,1.891,876.2521
06/05/2019 12:20,751.4,1019,224.1,0.334,30.88,24.22,1.223,875.7752
06/05/2019 12:30,720.4,1010,230.2,0.347,31.14,24.73,2.209,751.6038
06/05/2019 12:40,734,1017,228.2,0.343,31.31,24.8,2.383,875.5192
06/05/2019 12:50,689.4,981,235.3,0.338,31.15,23.85,2.883,875.5258
06/05/2019 13:00,727.2,1024,241.5,0.339,31.14,24.7,2.693,875.3528
06/05/2019 13:10,665.3,985,259.8,0.344,32.16,23.34,1.586,875.0419
06/05/2019 13:20,540.4,911,297.7,0.342,32.43,23.54,2.677,874.838
06/05/2019 13:30,536.3,916,310.1,0.337,31.98,24.22,3.021,874.7898
06/05/2019 13:40,444.5,836,318.5,0.344,32.32,22.25,1.357,874.6166
06/05/2019 13:50,461.2,854,325.4,0.335,32.71,22.35,1.913,874.5112
06/05/2019 14:00,426.6,803,311.3,0.333,32.84,22.28,2.769,874.2813
06/05/2019 14:10,405.4,802,333.9,0.332,32.96,21.87,3.05,873.9041
06/05/2019 14:20,331.4,743,346.1,0.335,32.94,20.58,2.404,873.8974
06/05/2019 14:30,355.8,749.3,338.7,0.329,33.34,21.53,2.25,873.8613
06/05/2019 14:40,296.7,677.6,321.9,0.329,32.79,20.58,4.141,873.6288
06/05/2019 14:50,227.2,603.3,313.2,0.326,32.6,20.13,2.711,873.574
06/05/2019 15:00,301.6,647.7,308.2,0.33,32.92,20.41,2.873,873.2869
06/05/2019 15:10,294.3,631.5,303.9,0.332,32.96,19.11,1.958,873.1073
06/05/2019 15:20,297.9,612.8,296.9,0.328,33.66,19.62,2.236,873.0203
06/05/2019 15:30,307.9,609.9,294.7,0.328,33.43,18.53,3.647,872.5989
06/05/2019 15:40,324.8,607.6,291.6,0.327,32.98,18.5,3.545,872.2758
06/05/2019 15:50,353.6,591.6,272.8,0.325,33.2,18.23,3.126,872.4224
06/05/2019 16:00,345.3,552.4,254,0.326,33.46,18.06,3.94,872.3627
06/05/2019 16:10,408.5,571.5,248,0.325,33.46,17.85,4.622,872.2396
06/05/2019 16:20,379.5,510.7,224.3,0.325,33.65,16.69,3.024,872.1777
06/05/2019 16:30,277.1,408.1,195.1,0.323,33.79,16.83,3.127,872.2676
06/05/2019 16:40,296,411.6,197.1,0.317,33.64,17.17,3.637,872.0275
06/05/2019 16:50,287.5,375.2,183.9,0.308,33.84,16.56,1.826,871.8675
06/05/2019 17:00,215.2,306.3,163.5,0.306,34.35,16.97,1.543,871.8814
06/05/2019 17:10,209.3,311.3,176.6,0.304,33.95,16.69,3.361,871.926
06/05/2019 17:20,154.7,250,150.9,0.303,33.29,16.63,3.267,871.8807
06/05/2019 17:30,178.4,250,150.9,0.298,33.78,17.51,2.499,871.9551
06/05/2019 17:40,175.9,223.3,135,0.297,33.55,17.68,3.43,871.9523
06/05/2019 17:50,92.4,156.9,106.9,0.296,33.5,18.12,2.873,871.6642
06/05/2019 18:00,120.5,154.7,101.6,0.296,33.34,18.4,2.375,872.0226
06/05/2019 18:10,166.5,155,97.3,0.295,33.42,16.73,2.587,872.0173
06/05/2019 18:20,119,114.4,75.72,0.295,33.69,17.24,1.764,871.8994
06/05/2019 18:30,72.18,67.87,46.09,0.293,33.37,14.55,3.363,871.9668
06/05/2019 18:40,90.4,55.66,36.5,0.297,33.19,13.73,3.936,872.2353
06/05/2019 18:50,27.76,38.77,29.37,0.293,32.98,13.63,4.086,872.1561
06/05/2019 19:00,0.072,16.49,13.38,0.292,32.68,13.66,4.214,871.9905
06/05/2019 19:10,0,2.685,1.979,0.295,32.38,14.21,3.314,872.1257
06/05/2019 19:20,0.001,0,0,0.294,32,15.3,3.016,872.3264
06/05/2019 19:30,0,0,0,0.295,31.74,16.32,3.506,872.4471
06/05/2019 19:40,0,0,0,0.294,31.48,16.69,2.992,872.7338
06/05/2019 19:50,0,0,0,0.297,31.21,17.2,2.008,872.8108
06/05/2019 20:00,0,0,0,0.296,30.9,17.54,2.343,872.9437
06/05/2019 20:10,0,0,0,0.332,30.55,17.75,2.154,872.7309
06/05/2019 20:20,0,0,0,0.293,30.31,17.99,2.191,872.8517
06/05/2019 20:30,0,0,0,0.292,30.08,18.09,2.019,873.0722
06/05/2019 20:40,0,0,0,0.293,29.95,17.95,1.961,873.4738
06/05/2019 20:50,0,0,0,0.294,29.67,17.95,1.558,873.5601
06/05/2019 21:00,0,0,0,0.291,29.42,18.77,1.289,873.5647
06/05/2019 21:10,0,0,0,0.291,28.11,20.44,2.143,873.6028
06/05/2019 21:20,0.028,0,0,0.291,28.15,20.1,2.109,873.7007
06/05/2019 21:30,0,0,0,0.292,28.3,20.45,1.153,873.98
06/05/2019 21:40,0,0,0,0.296,27.69,23.48,0.579,873.8874
06/05/2019 21:50,0,0,0,0.294,26.61,25.66,0.523,874.1536
06/05/2019 22:00,0,0,0,0.294,26.35,24.88,0.394,873.9966
06/05/2019 22:10,0.036,0,0,0.293,26.56,24.33,0.94,874.3524
06/05/2019 22:20,0.383,0,0,0.294,26.71,24.98,1.369,874.4273
06/05/2019 22:30,0.035,0,0,0.295,26.07,25.59,0.764,874.5828
06/05/2019 22:40,0.064,0,0,0.297,25.79,24.47,0.789,874.7047
06/05/2019 22:50,0.157,0,0,0.297,26.47,23.38,1.014,874.569
06/05/2019 23:00,0.252,0,0,0.298,26.81,22.49,0.962,874.6352
06/05/2019 23:10,0.031,0,0,0.3,26.25,28.28,0.529,874.9229
06/05/2019 23:20,0,0,0,0.299,24.77,27.57,1.636,875.2161
06/05/2019 23:30,0.098,0,0,0.301,24.85,25.59,2.053,875.2563
06/05/2019 23:40,0.219,0,0,0.302,25.34,27.36,1.851,875.4457
06/05/2019 23:50,0.023,0,0,0.303,24.3,28.66,2.335,875.2896
07/05/2019 00:00,0.023,0,0,0.303,23.71,28.49,2.425,875.3954
07/05/2019 00:10,0.315,0,0,0.304,24.29,25.01,2.591,875.2081
07/05/2019 00:20,0.109,0,0,0.304,24.42,26.04,2.76,875.3796
07/05/2019 00:30,0.201,0,0,0.304,24.31,25.22,2.738,875.1909
07/05/2019 00:40,0.017,0,0,0.303,24.16,25.93,1.51,875.0606
07/05/2019 00:50,0,0,0,0.304,23.94,27.6,1.283,874.9783
07/05/2019 01:00,0.031,0,0,0.305,23.5,27.47,2.011,874.7916
07/05/2019 01:10,0.037,0,0,0.305,23.49,27.09,2.171,874.8636
07/05/2019 01:20,0.095,0,0,0.307,23.52,27.5,2.419,874.807
07/05/2019 01:30,0,0,0,0.307,23.47,26.99,1.565,874.7086
07/05/2019 01:40,0.025,0,0,0.308,23.51,27.3,1.007,874.627
07/05/2019 01:50,0.026,0,0,0.308,23.4,26.72,1.153,874.447
07/05/2019 02:00,0.066,0,0,0.31,23.48,26.72,0.898,874.3492
07/05/2019 02:10,0.196,0,0,0.31,23.56,26.72,1.113,874.3414
07/05/2019 02:20,0.125,0,0,0.311,23.43,26.96,1.155,874.4061
07/05/2019 02:30,0.001,0,0,0.312,23.02,26.72,1.217,874.5535
07/05/2019 02:40,0.056,0,0,0.312,23.09,25.15,0.619,874.5867
07/05/2019 02:50,0.026,0,0,0.312,23.06,25.52,1.294,874.5131
07/05/2019 03:00,0.016,0,0,0.313,23.1,25.59,1.047,874.6181
07/05/2019 03:10,0.208,0,0,0.316,22.97,25.76,1.605,874.4723
07/05/2019 03:20,0.008,0,0,0.315,22.72,26.72,1.082,874.6768
07/05/2019 03:30,0.098,0,0,0.315,22.61,26.14,1.308,874.8558
07/05/2019 03:40,0.226,0,0,0.316,22.8,26.21,1.285,874.5941
07/05/2019 03:50,0.301,0,0,0.316,23.13,25.8,1.781,874.7178
07/05/2019 04:00,0.019,0,0,0.317,22.78,26.14,1.569,874.7824
07/05/2019 04:10,0,0,0,0.317,22.54,26.99,1.562,874.8807
07/05/2019 04:20,0,0,0,0.317,22.25,27.67,1.833,874.9141
07/05/2019 04:30,0.038,0,0,0.318,22,28.28,2.129,874.987
07/05/2019 04:40,0.022,0,0,0.318,21.93,27.67,2.41,875.2158
07/05/2019 04:50,0.159,0,0,0.319,22.06,26.89,2.555,875.2158
07/05/2019 05:00,0.251,0,0,0.319,22.31,27.98,2.233,875.4785
07/05/2019 05:10,0,0,0,0.319,21.68,28.73,2.415,875.5513
07/05/2019 05:20,0,0,0,0.32,21.17,30.53,2.64,875.445
07/05/2019 05:30,0,0,0,0.32,20.74,30.77,2.179,875.4937
07/05/2019 05:40,0,0,0,0.32,20.58,30.94,1.718,875.6667
07/05/2019 05:50,0,0,0,0.322,20.62,31.59,1.588,875.6007
07/05/2019 06:00,0.142,0,0,0.322,20.58,30.26,1.9,875.8624
07/05/2019 06:10,0.336,0,0.003,0.324,20.9,29.24,1.864,875.7885
07/05/2019 06:20,0.393,2.161,2.33,0.324,21.29,28.56,1.936,876.2468
07/05/2019 06:30,12.59,12.38,9.66,0.324,21.1,30.98,2.279,876.2702
07/05/2019 06:40,62.67,29.97,19.7,0.324,20.3,32.17,1.869,876.1576
07/05/2019 06:50,102.1,51.2,32.15,0.324,20.46,30.81,1.86,876.3276
07/05/2019 07:00,145.3,76.7,44.83,0.324,21.11,29.82,1.141,876.2885
07/05/2019 07:10,195.8,106.9,57.13,0.325,21.59,29.75,1.22,876.434
07/05/2019 07:20,236.9,137.3,67.93,0.323,21.96,29.95,0.636,876.6402
07/05/2019 07:30,271,174.1,83.1,0.324,22.81,29.07,0.059,876.8837
07/05/2019 07:40,313.1,226,106,0.322,23.9,28.28,0.022,876.8528
07/05/2019 07:50,301.4,225.7,98.6,0.321,24.24,27.09,0.216,877.0233
07/05/2019 08:00,304.8,241.3,99.4,0.319,24.67,27.23,0.26,876.9009
07/05/2019 08:10,382.6,300.7,114,0.318,25.47,27.19,0.01,877.1627
07/05/2019 08:20,406.3,337.5,125,0.316,25.76,26.82,0.052,877.236
07/05/2019 08:30,415.3,371.3,136.9,0.316,26.94,25.73,0.054,877.3725
07/05/2019 08:40,433.7,410.7,148,0.316,27.32,26.58,0.638,877.4456
07/05/2019 08:50,465.2,460.1,161.9,0.312,27.34,26.41,0.26,877.4369
07/05/2019 09:00,422.6,462.1,167.2,0.31,27.24,27.91,0.938,877.4017
07/05/2019 09:10,423.1,483.3,170.7,0.309,27.18,27.63,1.194,877.2929
07/05/2019 09:20,426.7,499.5,169.3,0.308,27.52,28.01,0.553,877.3377
07/05/2019 09:30,529.7,589.2,180.4,0.308,27.71,26.2,0.387,877.1669
07/05/2019 09:40,558.3,635.9,189.3,0.307,28.46,26.81,1.204,877.1188
07/05/2019 09:50,586.8,681.9,195.6,0.306,27.89,27.9,1.374,877.2197
07/05/2019 10:00,597.9,714.2,202.5,0.306,27.85,28.35,1.763,877.2706
07/05/2019 10:10,620.5,755.5,209.7,0.307,28.19,26.27,1.837,877.4398
07/05/2019 10:20,626.3,777.4,209.7,0.309,28.71,27.29,1.914,877.3495
07/05/2019 10:30,650.6,811,209.8,0.31,28.66,25.55,1.906,877.3666
07/05/2019 10:40,671.2,842,209,0.307,29.01,26.17,1.565,877.2904
07/05/2019 10:50,674.3,862,211.2,0.307,29.43,24.39,1.736,877.3541
07/05/2019 11:00,670.6,876,214.8,0.308,29.74,25.04,1.961,877.0613
07/05/2019 11:10,681.4,898,217.2,0.31,29.38,24.77,2.062,877.2115
07/05/2019 11:20,711.3,934,216.8,0.309,29.84,22.38,1.327,877.0877
07/05/2019 11:30,720.1,949,214,0.31,31.19,20.65,1.428,876.9263
07/05/2019 11:40,721.6,953,206.7,0.31,30.85,21.6,2.03,876.7062
07/05/2019 11:50,724.4,963,203.5,0.307,30.59,19.66,2.958,876.6405
07/05/2019 12:00,723.2,959,194.4,0.306,31.43,19.08,1.197,876.5954
07/05/2019 12:10,793,1014,183.5,0.304,31.99,18.57,1.607,876.3564
07/05/2019 12:20,835,1053,177.6,0.294,31.81,17.48,1.598,876.3251
07/05/2019 12:30,826,1036,168.1,0.294,31.62,18.23,1.527,876.2149
07/05/2019 12:40,827,1029,161.7,0.295,32.38,17.31,1.592,876.0545
07/05/2019 12:50,823,1029,165.4,0.293,33.1,17.2,1.229,875.7891
07/05/2019 13:00,841,1053,168,0.294,33.19,16.39,2.448,875.6724
07/05/2019 13:10,806,1020,171.9,0.289,33.11,16.59,1.992,875.3794
07/05/2019 13:20,804,1009,169.4,0.29,32.6,15.5,2.708,875.1882
07/05/2019 13:30,811,1009,170.3,0.289,33.11,15.4,2.636,874.8056
07/05/2019 13:40,785,977,169.9,0.288,34.32,14.89,2.218,874.504
07/05/2019 13:50,765,956,175.9,0.283,34.55,14.58,2.215,874.3532
07/05/2019 14:00,736.5,927,181.1,0.309,34.4,14.85,2.349,874.0875
07/05/2019 14:10,739,930,188.6,0.289,34.1,14.58,2.875,874.163
07/05/2019 14:20,712.5,899,192.8,0.272,34.55,14.65,3.212,873.9089
07/05/2019 14:30,686.1,869,198.1,0.307,34.86,14.58,3.293,873.6365
07/05/2019 14:40,671.7,849,202.6,0.269,34.35,15.43,4.652,873.4077
07/05/2019 14:50,681,836,197.1,0.265,34.1,14.14,4.304,873.3289
07/05/2019 15:00,671.8,812,195.8,0.267,34.2,13.97,4.013,873.0258
07/05/2019 15:10,688.9,808,194,0.264,34.51,14.31,4.732,872.7512
07/05/2019 15:20,668,766.7,187.3,0.261,34.5,13.8,3.752,872.7946
07/05/2019 15:30,648.7,728.5,182.1,0.259,34.89,13.56,5.164,872.6902
07/05/2019 15:40,639.4,697.6,176.5,0.255,34.22,13.66,3.36,872.6973
07/05/2019 15:50,614.2,658.3,174.7,0.25,35.1,13.49,4.429,872.4893
