tiempo,Idirecta,Iglobal,Idifusa,To,HR,P,ws,wd
2019-05-03 00:00:00,0.0,0.0,0.0,23.02,47.67,87600.16,2.157,56.42
2019-05-03 00:10:00,0.0,0.0,0.0,22.95,48.15,87595.97,1.538,80.3
2019-05-03 00:20:00,0.0,0.0,0.0,23.01,47.78,87589.49,1.508,90.3
2019-05-03 00:30:00,0.0,0.0,0.0,22.83,47.67,87585.36,1.268,67.2
2019-05-03 00:40:00,0.0,0.0,0.0,22.69,48.32,87563.31999999999,1.432,33.38
2019-05-03 00:50:00,0.0,0.0,0.0,22.62,48.66,87569.04,1.853,357.5
2019-05-03 01:00:00,0.0,0.0,0.0,22.46,48.39,87551.77,2.03,10.84
2019-05-03 01:10:00,0.0,0.0,0.0,22.39,48.76,87548.65999999999,2.495,349.7
2019-05-03 01:20:00,0.0,0.0,0.0,22.33,48.87,87546.92,2.95,341.0
2019-05-03 01:30:00,0.0,0.0,0.0,22.35,48.19,87541.23,3.638,348.0
2019-05-03 01:40:00,0.006,0.0,0.0,22.45,48.15,87523.19,3.258,344.8
2019-05-03 01:50:00,0.012,0.0,0.0,22.31,49.34,87496.25,2.517,351.3
2019-05-03 02:00:00,0.009,0.0,0.0,22.08,49.55,87472.43999999999,2.07,330.0
2019-05-03 02:10:00,0.0,0.0,0.0,22.01,49.34,87479.96,1.042,349.2
2019-05-03 02:20:00,0.008,0.0,0.0,21.97,49.0,87474.95999999999,0.717,20.83
2019-05-03 02:30:00,0.0,0.0,0.0,21.91,48.87,87471.73,1.157,139.7
2019-05-03 02:40:00,0.0,0.0,0.0,21.86,49.75,87473.33,0.557,158.8
2019-05-03 02:50:00,0.036,0.0,0.0,21.74,50.47,87459.47,0.56,85.2
2019-05-03 03:00:00,0.005,0.0,0.0,21.72,49.79,87462.62000000001,1.085,13.01
2019-05-03 03:10:00,0.075,0.0,0.0,21.75,50.23,87470.06999999999,1.487,0.333
2019-05-03 03:20:00,0.004,0.0,0.0,21.52,49.51,87461.06,1.18,330.0
2019-05-03 03:30:00,0.015,0.0,0.0,21.37,50.43,87458.68000000001,2.382,333.8
2019-05-03 03:40:00,0.0,0.0,0.0,21.11,49.24,87429.14,2.993,339.3
2019-05-03 03:50:00,0.001,0.0,0.0,21.18,48.8,87461.13,3.057,349.0
2019-05-03 04:00:00,0.043,0.0,0.0,21.05,50.23,87462.73,3.055,352.0
2019-05-03 04:10:00,0.001,0.0,0.0,20.77,50.57,87434.88,1.633,4.832
2019-05-03 04:20:00,0.0,0.0,0.0,20.88,50.67,87428.36,1.433,343.7
2019-05-03 04:30:00,0.0,0.0,0.0,20.83,50.71,87423.39,0.75,356.3
2019-05-03 04:40:00,0.148,0.0,0.0,21.06,51.22,87419.46,1.383,347.8
2019-05-03 04:50:00,0.0,0.0,0.0,20.75,51.08,87440.64,2.233,336.3
2019-05-03 05:00:00,0.0,0.0,0.0,20.79,52.89,87443.94,2.918,333.2
2019-05-03 05:10:00,0.0,0.0,0.0,20.13,53.26,87453.67,2.325,340.7
2019-05-03 05:20:00,0.0,0.0,0.0,20.06,55.17,87441.45999999999,1.953,355.3
2019-05-03 05:30:00,0.0,0.0,0.0,19.55,55.78,87430.83,2.352,0.668
2019-05-03 05:40:00,0.009,0.0,0.0,19.6,56.02,87443.96,2.593,353.3
2019-05-03 05:50:00,0.04,0.0,0.0,19.53,56.23,87448.82,2.673,345.0
2019-05-03 06:00:00,0.085,0.0,0.0,19.62,55.82,87481.55,2.192,360.0
2019-05-03 06:10:00,0.155,0.0,0.0,19.85,55.24,87483.89,1.763,339.8
2019-05-03 06:20:00,0.0,7.96,1.824,19.56,57.05,87456.22,1.31,341.0
2019-05-03 06:30:00,15.3,13.67,9.63,19.41,56.43,87469.3,2.835,350.7
2019-05-03 06:40:00,61.87,30.03,20.3,19.45,56.77,87485.58,2.603,345.0
2019-05-03 06:50:00,94.9,49.3,31.65,19.83,53.84,87493.75,0.678,8.65
2019-05-03 07:00:00,142.7,74.75,43.26,20.1,56.3,87498.77,1.645,5.665
2019-05-03 07:10:00,177.7,101.3,54.53,20.09,53.64,87497.91,2.54,355.3
2019-05-03 07:20:00,214.5,131.0,65.97,20.69,52.79,87509.3,2.582,350.7
2019-05-03 07:30:00,259.1,166.9,77.64,21.17,50.91,87507.75,2.457,0.167
2019-05-03 07:40:00,286.5,199.1,88.2,21.97,48.63,87530.66,2.468,356.0
2019-05-03 07:50:00,321.8,235.5,98.1,22.91,44.68,87542.86,1.757,14.24
2019-05-03 08:00:00,358.4,273.9,106.6,24.26,44.51,87537.93,0.44,357.0
2019-05-03 08:10:00,386.7,311.5,114.5,24.27,43.79,87563.3,0.833,86.5
2019-05-03 08:20:00,425.9,355.2,122.5,24.43,44.16,87546.98,0.92,74.38
2019-05-03 08:30:00,452.5,393.7,129.4,24.72,42.94,87547.79999999999,1.073,125.7
2019-05-03 08:40:00,477.8,432.0,136.0,25.09,42.87,87531.65000000001,1.223,133.2
2019-05-03 08:50:00,494.3,468.1,143.7,25.44,40.72,87555.24,2.085,173.0
2019-05-03 09:00:00,510.5,506.5,152.0,25.92,40.45,87556.06,1.46,184.4
2019-05-03 09:10:00,525.6,540.8,157.8,26.25,40.24,87569.34999999999,2.032,157.2
2019-05-03 09:20:00,540.2,573.2,158.5,26.31,39.63,87567.75,1.435,210.8
2019-05-03 09:30:00,568.2,615.9,165.0,26.38,39.59,87574.85,0.558,42.92
2019-05-03 09:40:00,592.3,656.4,168.6,26.43,40.51,87577.04,1.72,212.2
2019-05-03 09:50:00,608.9,693.3,173.9,25.89,40.13,87567.24,0.855,94.6
2019-05-03 10:00:00,605.6,708.7,174.4,26.25,38.33,87560.83,3.022,136.2
2019-05-03 10:10:00,649.0,760.0,176.0,26.89,38.57,87562.71,1.505,173.8
2019-05-03 10:20:00,661.7,789.5,178.3,27.17,36.93,87578.97,0.635,115.4
2019-05-03 10:30:00,673.2,816.0,179.2,27.31,37.14,87558.91,1.383,220.9
2019-05-03 10:40:00,682.8,841.0,180.5,27.44,34.68,87561.7,1.277,120.6
2019-05-03 10:50:00,694.7,869.0,181.8,27.61,35.64,87575.84000000001,1.33,85.7
2019-05-03 11:00:00,700.5,891.0,184.5,28.52,34.68,87544.44,2.773,219.3
2019-05-03 11:10:00,704.1,913.0,187.7,27.98,32.88,87556.32,1.055,255.6
2019-05-03 11:20:00,700.4,924.0,191.3,29.13,33.63,87540.98,2.937,109.4
2019-05-03 11:30:00,699.4,938.0,194.3,29.2,31.28,87539.33,1.902,136.7
2019-05-03 11:40:00,697.3,953.0,199.7,29.9,30.49,87514.25,2.067,123.8
2019-05-03 11:50:00,696.5,962.0,202.6,30.53,29.16,87495.67,1.982,159.4
2019-05-03 12:00:00,697.1,972.0,204.0,31.37,29.33,87496.68000000001,2.023,150.6
2019-05-03 12:10:00,683.5,972.0,205.0,30.82,29.64,87469.83,0.528,32.28
2019-05-03 12:20:00,679.6,982.0,208.6,30.6,29.3,87432.67,0.218,183.5
2019-05-03 12:30:00,667.4,982.0,212.7,30.79,29.06,87430.48999999999,3.858,164.4
2019-05-03 12:40:00,625.4,985.0,215.7,30.93,27.39,87413.16,2.962,113.8
2019-05-03 12:50:00,206.9,972.0,220.6,31.55,27.05,87396.74,0.715,29.22
2019-05-03 13:00:00,304.8,978.0,223.7,31.84,26.98,87361.77,1.0,208.4
2019-05-03 13:10:00,683.5,973.0,229.7,31.97,28.24,87366.33,1.738,179.0
2019-05-03 13:20:00,677.6,973.0,235.4,31.77,27.56,87356.05,1.705,103.2
2019-05-03 13:30:00,673.3,972.0,243.3,31.61,26.98,87336.56,1.198,141.1
2019-05-03 13:40:00,665.8,982.0,264.8,32.85,25.65,87308.75,3.04,193.4
2019-05-03 13:50:00,507.0,897.0,313.1,33.5,26.03,87305.59,3.325,187.4
2019-05-03 14:00:00,50.6,440.9,301.6,31.83,26.88,87271.67,2.388,145.4
2019-05-03 14:10:00,229.7,635.8,330.0,32.41,26.1,87237.73,0.712,89.4
2019-05-03 14:20:00,554.3,902.0,310.1,32.83,25.59,87218.45,2.135,176.2
2019-05-03 14:30:00,546.8,875.0,306.0,33.69,24.39,87200.7,0.835,191.4
2019-05-03 14:40:00,475.0,811.0,306.6,32.89,24.8,87157.97,2.808,113.3
2019-05-03 14:50:00,486.4,822.0,320.3,33.34,24.87,87151.68,2.037,122.3
2019-05-03 15:00:00,482.1,848.0,347.2,33.9,24.16,87130.65000000001,0.943,149.7
2019-05-03 15:10:00,349.7,685.7,310.9,33.63,25.04,87123.65999999999,1.592,175.1
2019-05-03 15:20:00,321.8,660.4,319.7,32.91,25.01,87113.4,2.758,166.8
2019-05-03 15:30:00,299.3,579.8,274.8,33.34,24.09,87113.12000000001,0.782,275.1
2019-05-03 15:40:00,227.3,412.4,196.6,33.48,21.97,87111.35,3.68,143.7
2019-05-03 15:50:00,0.011,143.1,121.4,32.87,22.93,87123.99,1.61,195.8
2019-05-03 16:00:00,0.001,95.8,83.0,32.63,27.83,87121.89,1.525,295.5
2019-05-03 16:10:00,0.0,73.74,60.94,30.9,28.45,87143.55,1.727,195.8
2019-05-03 16:20:00,0.0,59.75,49.32,29.38,26.1,87129.95,3.102,207.8
2019-05-03 16:30:00,0.005,44.57,37.39,29.02,28.89,87137.76000000001,1.88,173.6
2019-05-03 16:40:00,0.032,51.08,43.15,28.42,29.06,87115.16,1.415,277.8
2019-05-03 16:50:00,1.622,72.31,61.68,29.16,29.06,87089.25,2.893,231.0
2019-05-03 17:00:00,0.061,119.3,100.8,28.04,37.48,87069.8,2.537,184.0
2019-05-03 17:10:00,0.011,161.3,131.9,26.76,44.32,87056.32,1.71,253.3
2019-05-03 17:20:00,0.131,140.9,117.0,26.77,41.43,87040.5,0.243,114.8
2019-05-03 17:30:00,0.396,109.9,94.2,27.46,37.99,87024.0,2.397,280.1
2019-05-03 17:40:00,0.396,114.8,98.2,28.05,36.9,87007.75,1.27,232.6
2019-05-03 17:50:00,0.682,100.7,85.8,28.29,39.73,87006.89,0.792,5.074
2019-05-03 18:00:00,0.96,111.1,93.6,28.11,39.83,87017.86,1.902,308.3
2019-05-03 18:10:00,0.184,85.8,72.01,28.37,39.08,86988.21,1.702,293.5
2019-05-03 18:20:00,0.051,47.91,39.85,28.26,39.7,86983.66,0.932,291.0
2019-05-03 18:30:00,0.779,40.69,33.48,28.12,41.54,86999.77,1.533,311.3
2019-05-03 18:40:00,2.679,31.45,26.09,27.86,41.5,87023.56999999999,2.023,311.3
2019-05-03 18:50:00,0.009,15.44,12.42,27.78,42.11,87018.48,1.727,307.5
2019-05-03 19:00:00,0.0,5.189,3.824,27.67,42.79,87034.95,1.432,306.7
2019-05-03 19:10:00,0.0,0.108,0.043,27.42,45.45,87022.82,1.538,327.3
2019-05-03 19:20:00,0.0,0.0,0.0,27.0,45.69,87028.73,2.422,347.5
2019-05-03 19:30:00,0.0,0.0,0.0,26.85,46.55,87048.73999999999,2.505,0.333
2019-05-03 19:40:00,0.0,0.0,0.0,26.56,47.13,87047.58,4.542,46.16
2019-05-03 19:50:00,0.0,0.0,0.0,26.28,47.13,87054.1,3.212,25.18
2019-05-03 20:00:00,0.0,0.0,0.0,26.05,45.8,87050.2,4.243,28.53
2019-05-03 20:10:00,0.159,0.0,0.0,26.34,41.98,87068.31,5.008,37.33
2019-05-03 20:20:00,0.0,0.0,0.0,26.12,43.31,87098.85,7.173,71.85
2019-05-03 20:30:00,0.024,0.0,0.0,26.04,42.08,87113.69,12.7,74.15
2019-05-03 20:40:00,0.044,0.0,0.0,26.16,43.41,87136.95,6.422,46.29
2019-05-03 20:50:00,0.044,0.0,0.0,25.91,41.88,87137.15999999999,8.39,57.83
2019-05-03 21:00:00,0.016,0.0,0.0,26.14,42.29,87146.08,7.665,31.85
2019-05-03 21:10:00,0.0,0.0,0.0,25.89,44.06,87163.07,7.47,48.5
2019-05-03 21:20:00,0.0,0.0,0.0,25.32,42.97,87165.79000000001,7.322,22.33
2019-05-03 21:30:00,0.0,0.0,0.0,25.33,42.6,87183.0,6.805,25.66
2019-05-03 21:40:00,0.055,0.0,0.0,25.42,43.41,87201.92,5.757,8.38
2019-05-03 21:50:00,0.0,0.0,0.0,25.17,44.44,87219.41,5.843,0.716
2019-05-03 22:00:00,0.006,0.0,0.0,25.11,42.05,87227.04,2.875,355.9
2019-05-03 22:10:00,0.285,0.0,0.0,25.64,39.84,87253.39,6.108,344.0
2019-05-03 22:20:00,0.326,0.0,0.0,25.47,41.61,87277.87,5.233,337.2
2019-05-03 22:30:00,0.001,0.0,0.0,24.98,43.35,87279.58,2.298,34.99
2019-05-03 22:40:00,0.369,0.0,0.0,24.96,40.59,87291.76999999999,2.457,38.5
2019-05-03 22:50:00,0.233,0.0,0.0,25.28,38.92,87304.07,3.142,358.4
2019-05-03 23:00:00,0.089,0.0,0.0,25.37,38.98,87303.28,4.422,275.1
2019-05-03 23:10:00,0.061,0.0,0.0,25.42,38.0,87327.84,3.62,251.2
2019-05-03 23:20:00,0.183,0.0,0.0,25.41,38.61,87338.34000000001,3.412,180.9
2019-05-03 23:30:00,0.388,0.0,0.0,25.47,37.79,87326.15,3.298,197.8
2019-05-03 23:40:00,0.24,0.0,0.0,25.53,37.38,87324.57,4.67,192.7
2019-05-03 23:50:00,0.032,0.0,0.0,25.63,36.5,87358.84,4.613,163.5
2019-05-04 00:00:00,0.0,0.0,0.0,25.4,39.9,87344.1,1.385,25.83
2019-05-04 00:10:00,0.001,0.0,0.0,24.99,39.43,87355.57,1.077,2.025
2019-05-04 00:20:00,0.0,0.0,0.0,24.85,40.31,87348.22,2.223,325.5
2019-05-04 00:30:00,0.003,0.0,0.0,24.59,41.64,87330.23,2.692,328.8
2019-05-04 00:40:00,0.157,0.0,0.0,24.68,40.96,87335.93,1.812,8.33
2019-05-04 00:50:00,0.001,0.0,0.0,24.7,40.21,87338.48000000001,1.478,346.5
2019-05-04 01:00:00,0.053,0.0,0.0,24.74,39.73,87348.14,0.328,1.052
2019-05-04 01:10:00,0.0,0.0,0.0,24.65,39.53,87320.43,1.29,2.607
2019-05-04 01:20:00,0.0,0.0,0.0,24.66,40.59,87323.7,0.795,29.49
2019-05-04 01:30:00,0.0,0.0,0.0,24.56,39.6,87325.37,1.368,345.7
2019-05-04 01:40:00,0.0,0.0,0.0,24.58,39.87,87315.44,1.578,359.8
2019-05-04 01:50:00,0.0,0.0,0.0,24.5,39.9,87314.68,1.532,338.3
2019-05-04 02:00:00,0.0,0.0,0.0,24.28,41.2,87304.85,0.685,28.39
2019-05-04 02:10:00,0.153,0.0,0.0,23.92,41.71,87301.56,1.577,11.18
2019-05-04 02:20:00,0.1,0.0,0.0,23.65,43.48,87294.31,0.818,49.15
2019-05-04 02:30:00,0.116,0.0,0.0,23.4,43.69,87276.23,1.79,41.17
2019-05-04 02:40:00,0.0,0.0,0.0,23.29,44.54,87289.31999999999,1.535,55.29
2019-05-04 02:50:00,0.0,0.0,0.0,22.84,45.8,87284.34999999999,0.153,103.9
2019-05-04 03:00:00,0.0,0.0,0.0,22.36,48.46,87238.62000000001,0.437,59.73
2019-05-04 03:10:00,0.0,0.0,0.0,22.06,51.52,87240.26,0.77,9.88
2019-05-04 03:20:00,0.0,0.0,0.0,21.77,51.05,87247.68000000001,0.295,31.97
2019-05-04 03:30:00,0.0,0.0,0.0,21.57,51.76,87259.83,0.443,62.47
2019-05-04 03:40:00,0.108,0.0,0.0,21.66,48.01,87253.41,0.622,12.83
2019-05-04 03:50:00,0.215,0.0,0.0,21.91,51.15,87257.48,1.215,353.7
2019-05-04 04:00:00,0.0,0.0,0.0,21.43,51.12,87275.37,0.865,37.39
2019-05-04 04:10:00,0.046,0.0,0.0,21.29,49.92,87244.4,1.072,53.99
2019-05-04 04:20:00,0.365,0.0,0.0,21.69,48.87,87250.84000000001,1.877,63.33
2019-05-04 04:30:00,0.114,0.0,0.0,21.72,49.68,87250.15,1.597,54.99
2019-05-04 04:40:00,0.0,0.0,0.0,21.29,51.25,87253.33,1.382,59.32
2019-05-04 04:50:00,0.015,0.0,0.0,21.1,50.13,87279.6,1.392,47.0
2019-05-04 05:00:00,0.03,0.0,0.0,21.17,51.59,87274.55,0.682,5.725
2019-05-04 05:10:00,0.0,0.0,0.0,20.81,52.62,87289.43000000001,2.355,338.8
2019-05-04 05:20:00,0.0,0.0,0.0,20.67,53.71,87310.58,2.022,322.0
2019-05-04 05:30:00,0.0,0.0,0.0,20.26,55.07,87309.79999999999,2.853,333.5
2019-05-04 05:40:00,0.038,0.0,0.0,20.29,54.39,87300.73,2.87,334.2
2019-05-04 05:50:00,0.335,0.0,0.0,20.71,52.92,87289.36,2.455,346.3
2019-05-04 06:00:00,0.312,0.0,0.0,20.84,51.52,87291.8,1.378,52.0
2019-05-04 06:10:00,0.267,0.001,0.0,21.01,49.89,87295.03,1.148,31.2
2019-05-04 06:20:00,0.148,3.562,2.832,21.07,51.87,87318.84999999999,2.423,10.99
2019-05-04 06:30:00,6.096,14.25,11.28,20.9,51.66,87350.73,1.24,25.29
2019-05-04 06:40:00,38.31,32.67,24.65,21.13,49.75,87335.14,1.11,57.67
2019-05-04 06:50:00,73.32,54.77,37.95,21.14,51.32,87372.0,0.808,12.25
2019-05-04 07:00:00,108.1,79.5,51.26,21.09,51.73,87385.05,0.95,16.39
2019-05-04 07:10:00,122.3,98.4,61.72,21.41,50.78,87393.98999999999,1.457,315.8
2019-05-04 07:20:00,65.3,105.7,74.81,21.77,49.99,87394.02,2.26,329.7
2019-05-04 07:30:00,91.0,143.2,98.1,22.18,49.75,87388.25,2.255,332.7
2019-05-04 07:40:00,173.9,207.2,125.9,22.52,46.99,87400.62000000001,1.808,335.0
2019-05-04 07:50:00,164.4,213.3,128.0,23.23,43.76,87407.9,1.183,332.6
2019-05-04 08:00:00,170.3,221.4,126.5,23.75,43.79,87414.51,1.288,331.3
2019-05-04 08:10:00,42.11,176.2,130.4,24.15,40.76,87430.88,1.048,16.85
2019-05-04 08:20:00,79.88,239.5,166.9,24.83,38.98,87416.03,1.043,78.27
2019-05-04 08:30:00,49.86,256.4,189.5,25.41,39.39,87421.01,1.423,96.2
2019-05-04 08:40:00,172.6,331.9,196.5,25.8,38.34,87423.01,0.987,157.4
2019-05-04 08:50:00,44.2,265.8,198.1,25.93,37.59,87466.54999999999,1.51,168.7
2019-05-04 09:00:00,42.78,244.6,179.5,25.25,38.74,87439.61,1.022,220.0
2019-05-04 09:10:00,84.7,281.9,182.2,25.03,39.25,87463.8,1.833,162.2
2019-05-04 09:20:00,91.9,325.7,209.1,25.53,37.72,87491.23,1.068,114.0
2019-05-04 09:30:00,79.85,326.0,209.5,25.38,37.42,87495.78,1.407,74.26
2019-05-04 09:40:00,86.0,368.8,236.4,25.57,37.89,87493.62999999999,1.208,126.6
2019-05-04 09:50:00,94.7,412.3,263.6,25.85,37.14,87484.24,0.268,114.2
2019-05-04 10:00:00,12.3,360.7,288.7,26.42,35.68,87457.84,1.5,93.0
2019-05-04 10:10:00,13.32,365.6,292.5,26.7,35.67,87461.99,1.935,139.1
2019-05-04 10:20:00,68.32,430.0,297.9,26.97,34.82,87442.85,1.543,202.6
2019-05-04 10:30:00,104.6,549.8,354.8,27.25,34.07,87443.59,1.658,179.3
2019-05-04 10:40:00,84.7,442.6,292.4,27.79,33.66,87440.45,2.373,158.2
2019-05-04 10:50:00,277.2,673.3,331.2,28.24,32.37,87441.92,1.695,160.4
2019-05-04 11:00:00,537.5,915.0,343.6,28.61,31.48,87416.67,2.332,240.8
2019-05-04 11:10:00,318.9,728.3,329.2,29.49,30.53,87400.25,1.715,178.1
2019-05-04 11:20:00,605.5,917.0,284.0,30.24,29.2,87425.0,1.217,169.7
2019-05-04 11:30:00,637.1,928.0,260.2,30.22,30.25,87387.97,3.218,128.0
2019-05-04 11:40:00,536.4,899.0,294.9,30.18,30.7,87396.76,0.928,79.77
2019-05-04 11:50:00,349.0,738.9,300.6,29.99,29.74,87369.65,0.72,15.47
2019-05-04 12:00:00,525.7,926.0,329.4,30.33,28.89,87368.59,3.43,207.5
2019-05-04 12:10:00,623.2,1049.0,360.3,31.18,28.58,87316.74,1.042,330.8
2019-05-04 12:20:00,422.2,876.0,363.3,31.35,28.01,87300.64,3.613,254.8
2019-05-04 12:30:00,137.5,678.5,417.9,31.46,25.89,87325.9,1.868,80.4
2019-05-04 12:40:00,65.97,594.5,414.9,31.46,26.27,87321.83,1.913,42.35
2019-05-04 12:50:00,303.7,832.0,422.0,31.64,25.69,87274.93,2.625,148.4
2019-05-04 13:00:00,288.0,808.0,413.6,32.18,25.96,87264.31999999999,2.912,97.7
2019-05-04 13:10:00,146.3,655.6,401.0,32.22,25.48,87272.32,2.698,39.68
2019-05-04 13:20:00,54.35,528.3,379.2,32.08,25.04,87228.81,3.232,237.2
2019-05-04 13:30:00,16.9,445.2,340.0,32.08,24.53,87235.31,2.733,269.9
2019-05-04 13:40:00,24.07,404.4,299.1,32.1,24.32,87238.39,3.102,217.3
2019-05-04 13:50:00,390.0,882.0,385.1,32.72,24.19,87224.83,1.157,190.9
2019-05-04 14:00:00,296.7,750.7,363.0,32.68,24.53,87192.76999999999,3.717,125.7
2019-05-04 14:10:00,265.8,721.3,355.3,32.23,24.15,87167.79000000001,1.99,103.5
2019-05-04 14:20:00,198.4,572.8,297.3,32.16,24.32,87162.42,3.203,200.7
2019-05-04 14:30:00,85.0,415.0,267.3,32.07,24.43,87129.3,2.327,137.7
2019-05-04 14:40:00,54.02,404.8,287.5,32.16,25.52,87107.65,1.388,220.6
2019-05-04 14:50:00,178.4,552.6,307.8,32.11,24.6,87044.97,4.002,205.5
2019-05-04 15:00:00,467.1,759.3,288.2,32.88,23.61,87062.3,3.055,167.3
2019-05-04 15:10:00,544.2,785.5,271.9,33.73,23.51,87051.97,2.457,212.7
2019-05-04 15:20:00,489.2,723.9,265.2,33.52,22.79,87029.45,2.557,118.4
2019-05-04 15:30:00,454.6,678.2,261.1,33.65,22.45,87021.45000000001,2.303,197.3
2019-05-04 15:40:00,132.5,399.3,232.8,33.4,23.4,87014.15,3.44,150.7
2019-05-04 15:50:00,102.0,376.3,239.7,32.75,22.79,86973.56999999999,4.143,217.7
2019-05-04 16:00:00,203.5,469.2,258.2,33.69,22.28,86980.76999999999,1.092,156.9
2019-05-04 16:10:00,68.52,304.0,207.8,33.97,23.34,86985.17,2.845,175.0
2019-05-04 16:20:00,4.071,223.7,181.5,33.48,24.16,86978.13,2.463,214.2
2019-05-04 16:30:00,208.8,370.9,194.8,33.31,23.54,86977.86,3.98,168.2
2019-05-04 16:40:00,48.7,236.7,173.4,33.0,24.19,86978.29000000001,2.597,214.6
2019-05-04 16:50:00,2.677,136.8,114.4,32.82,23.71,86964.45999999999,5.27,183.0
2019-05-04 17:00:00,6.51,130.3,105.8,32.56,23.71,86929.95,2.74,211.1
2019-05-04 17:10:00,18.18,152.7,118.1,32.61,24.36,86941.64,3.495,208.3
2019-05-04 17:20:00,52.25,196.1,142.1,32.71,23.92,86942.1,3.212,239.2
2019-05-04 17:30:00,56.64,205.9,151.8,32.79,24.16,86905.96,4.187,233.0
2019-05-04 17:40:00,45.74,166.7,125.3,32.97,23.95,86935.36,4.418,262.3
2019-05-04 17:50:00,7.276,106.1,86.7,32.64,24.12,86921.5,3.708,247.1
2019-05-04 18:00:00,0.0,71.12,59.24,32.48,24.22,86929.04,2.075,255.0
2019-05-04 18:10:00,22.89,70.57,54.69,32.34,24.19,86945.84,2.252,266.0
2019-05-04 18:20:00,19.97,66.97,52.61,32.29,24.09,86932.98,3.322,279.6
2019-05-04 18:30:00,2.018,47.5,38.54,32.19,24.77,86923.92,2.62,267.3
2019-05-04 18:40:00,0.0,35.02,28.5,31.99,24.53,86949.3,2.187,288.0
2019-05-04 18:50:00,0.0,21.78,17.93,31.8,25.45,86969.95,1.932,296.1
2019-05-04 19:00:00,0.0,4.745,3.458,31.43,26.13,86990.5,1.943,305.8
2019-05-04 19:10:00,0.0,0.0,0.0,31.05,27.46,86972.45,1.513,293.6
2019-05-04 19:20:00,0.0,0.0,0.0,30.5,29.47,86977.45,1.345,296.8
2019-05-04 19:30:00,0.0,0.0,0.0,30.0,31.45,86974.04000000001,1.617,296.3
2019-05-04 19:40:00,0.0,0.0,0.0,29.64,32.33,87017.19,1.578,302.7
2019-05-04 19:50:00,0.0,0.0,0.0,29.55,32.71,87004.85,1.74,270.2
2019-05-04 20:00:00,0.0,0.0,0.0,29.25,33.32,87003.78,1.978,268.8
2019-05-04 20:10:00,0.0,0.0,0.0,29.09,33.05,87012.05,2.305,279.7
2019-05-04 20:20:00,0.0,0.0,0.0,28.94,33.22,87025.15,1.832,309.0
2019-05-04 20:30:00,0.0,0.0,0.0,28.88,32.74,87044.16,2.403,269.7
2019-05-04 20:40:00,0.098,0.0,0.0,28.83,32.78,87044.11,2.59,243.8
2019-05-04 20:50:00,0.057,0.0,0.0,28.43,35.2,87052.77,2.883,258.6
2019-05-04 21:00:00,0.0,0.0,0.0,27.99,34.38,87068.18,4.293,255.5
2019-05-04 21:10:00,0.014,0.0,0.0,28.04,35.37,87081.61,4.213,272.0
2019-05-04 21:20:00,0.001,0.0,0.0,27.54,35.71,87093.15000000001,3.457,258.5
2019-05-04 21:30:00,0.207,0.0,0.0,27.89,34.79,87114.75,4.062,275.5
2019-05-04 21:40:00,0.086,0.0,0.0,27.85,33.46,87130.81,3.637,285.3
2019-05-04 21:50:00,0.042,0.0,0.0,27.83,34.38,87149.01,2.082,265.2
2019-05-04 22:00:00,0.0,0.0,0.0,27.62,34.96,87170.61,3.508,274.7
2019-05-04 22:10:00,0.104,0.0,0.0,27.4,35.71,87185.79999999999,1.02,277.9
2019-05-04 22:20:00,0.0,0.0,0.0,27.07,39.12,87207.76,0.998,322.2
2019-05-04 22:30:00,0.0,0.0,0.0,26.68,39.29,87227.04,0.938,8.81
2019-05-04 22:40:00,0.026,0.0,0.0,26.55,37.79,87257.67,0.297,141.9
2019-05-04 22:50:00,0.055,0.0,0.0,26.82,34.79,87266.28,0.585,130.2
2019-05-04 23:00:00,0.173,0.0,0.0,26.98,34.01,87279.69,1.367,166.6
2019-05-04 23:10:00,0.111,0.0,0.0,26.88,34.38,87293.24,2.503,204.0
2019-05-04 23:20:00,0.224,0.0,0.0,26.94,31.86,87303.63,2.025,195.5
2019-05-04 23:30:00,0.141,0.0,0.0,26.78,34.59,87328.45999999999,1.655,204.2
2019-05-04 23:40:00,0.104,0.0,0.0,26.23,34.93,87332.64,1.308,96.3
2019-05-04 23:50:00,0.061,0.0,0.0,26.19,35.58,87336.37999999999,1.625,50.82
2019-05-05 00:00:00,0.0,0.0,0.0,25.94,35.54,87349.55,1.27,313.5
2019-05-05 00:10:00,0.0,0.0,0.0,26.07,34.45,87354.96,1.772,2.334
2019-05-05 00:20:00,0.023,0.0,0.0,26.07,34.28,87354.57,1.128,323.5
2019-05-05 00:30:00,0.001,0.0,0.0,26.19,35.13,87346.08,1.673,288.9
2019-05-05 00:40:00,0.005,0.0,0.0,25.82,33.84,87369.09000000001,2.458,283.3
2019-05-05 00:50:00,0.26,0.0,0.0,25.93,34.42,87351.44,1.947,278.8
2019-05-05 01:00:00,0.0,0.0,0.0,25.66,34.96,87359.56999999999,2.137,273.7
2019-05-05 01:10:00,0.0,0.0,0.0,25.32,36.43,87363.77,0.833,282.8
2019-05-05 01:20:00,0.0,0.0,0.0,24.85,37.89,87349.59,1.2,315.7
2019-05-05 01:30:00,0.0,0.0,0.0,24.1,40.42,87361.95,2.718,352.0
2019-05-05 01:40:00,0.0,0.0,0.0,23.72,41.68,87356.26999999999,3.018,346.0
2019-05-05 01:50:00,0.009,0.0,0.0,23.43,40.72,87342.55,3.227,348.0
