Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/17  08:00:00,22.3,22.52871097295846 
 05/17  08:10:00,22.9,23.007848668707625 
 05/17  08:20:00,23.2,23.277222091578666 
 05/17  08:30:00,23.6,23.52761542623494 
 05/17  08:40:00,23.7,23.676929284272445 
 05/17  08:50:00,24.5,24.00466380421277 
 05/17  09:00:00,24.6,24.27969325012587 
 05/17  09:10:00,24.4,24.30204865472018 
 05/17  09:20:00,25.4,24.412988537611015 
 05/17  09:30:00,25.1,24.48762536318759 
 05/17  09:40:00,25.6,24.959679499582167 
 05/17  09:50:00,26.6,25.638124220202046 
 05/17  10:00:00,27.0,26.29438359064396 
 05/17  10:10:00,27.3,26.34764093251607 
 05/17  10:20:00,26.8,25.817045335238534 
 05/17  10:30:00,27.0,26.074969496387017 
 05/17  10:40:00,27.6,26.161492739160754 
 05/17  10:50:00,27.6,26.356771142347787 
 05/17  11:00:00,27.6,26.413640623265186 
 05/17  11:10:00,27.6,27.089681918684059 
 05/17  11:20:00,27.9,27.102013708125989 
 05/17  11:30:00,27.9,26.879136854721414 
 05/17  11:40:00,28.2,27.680918138638697 
 05/17  11:50:00,27.5,27.045124163832737 
 05/17  12:00:00,28.5,27.759531945752756 
 05/17  12:10:00,28.3,27.391414883224884 
 05/17  12:20:00,29.4,28.403881525785129 
 05/17  12:30:00,30.1,28.692238530420228 
 05/17  12:40:00,30.2,28.335017567536299 
 05/17  12:50:00,30.3,29.109704362602018 
 05/17  13:00:00,30.0,29.303301908015109 
 05/17  13:10:00,30.5,29.235867275047715 
 05/17  13:20:00,30.3,28.9599098170465 
 05/17  13:30:00,30.8,29.763357468089578 
 05/17  13:40:00,31.1,30.186029474376079 
 05/17  13:50:00,30.6,29.490747271299584 
 05/17  14:00:00,31.5,29.447395439105983 
 05/17  14:10:00,31.8,30.06702082358681 
 05/17  14:20:00,31.1,29.337089670625688 
 05/17  14:30:00,31.6,30.408869894274987 
 05/17  14:40:00,32.2,30.037636095217434 
 05/17  14:50:00,32.2,31.046227579426146 
 05/17  15:00:00,32.1,30.637246923310447 
 05/17  15:10:00,31.4,30.117905708398295 
 05/17  15:20:00,31.6,29.861458081387654 
 05/17  15:30:00,31.5,29.835602424205388 
 05/17  15:40:00,31.4,29.73660010616638 
 05/17  15:50:00,31.6,30.023586855137688 
 05/17  16:00:00,31.3,29.71149227465913 
 05/17  16:10:00,31.5,29.424509837489877 
 05/17  16:20:00,31.2,30.131485228424404 
 05/17  16:30:00,31.1,30.187028361135245 
 05/17  16:40:00,30.9,30.509262549736968 
 05/17  16:50:00,30.2,29.808472273558608 
 05/17  17:00:00,30.0,29.118643086041844 
 05/17  17:10:00,30.6,29.079386846902098 
 05/17  17:20:00,31.0,29.491099046279066 
 05/17  17:30:00,31.0,29.563661835202255 
 05/17  17:40:00,30.8,30.094860826792556 
 05/17  17:50:00,30.6,29.980956965530397 
 05/17  18:00:00,30.1,29.85394657721483 
 05/17  18:10:00,29.4,29.212987921353088 
 05/17  18:20:00,28.7,28.608818635430397 
 05/17  18:30:00,28.2,28.180272113723249 
 05/17  18:40:00,28.0,27.93228678637947 
 05/17  18:50:00,27.8,27.75440583612182 
 05/17  19:00:00,27.6,27.59843717384241 
 05/17  19:10:00,27.5,27.493476778893155 
 05/17  19:20:00,27.5,27.439262013924425 
 05/17  19:30:00,27.5,27.421925122879814 
 05/17  19:40:00,27.2,27.25225682614017 
 05/17  19:50:00,27.0,27.064530411140539 
 05/17  20:00:00,26.8,26.97581378423448 
 05/17  20:10:00,26.8,26.9328629203257 
 05/17  20:20:00,26.7,26.785979697093607 
 05/17  20:30:00,26.8,26.810138050946745 
 05/17  20:40:00,26.8,26.83402825195642 
 05/17  20:50:00,26.7,26.778609047278765 
 05/17  21:00:00,26.2,26.378126895544044 
 05/17  21:10:00,26.0,26.211415418221784 
 05/17  21:20:00,25.9,26.192651478793797 
 05/17  21:30:00,25.6,25.873187773886376 
 05/17  21:40:00,25.7,25.924105971596928 
 05/17  21:50:00,25.6,25.927913253849657 
 05/17  22:00:00,25.8,26.01565825227037 
 05/17  22:10:00,25.9,26.04544476499843 
 05/17  22:20:00,25.9,26.060487081322934 
 05/17  22:30:00,26.0,26.099330777764928 
 05/17  22:40:00,25.8,25.99815856313836 
 05/17  22:50:00,25.8,25.895026513985095 
 05/17  23:00:00,25.7,25.93207261657113 
 05/17  23:10:00,25.5,25.80583490463836 
 05/17  23:20:00,25.4,25.63233572554868 
 05/17  23:30:00,25.3,25.524998737597234 
 05/17  23:40:00,25.0,25.479272527483166 
 05/17  23:50:00,24.8,25.21631193086872 
 05/17  24:00:00,24.6,25.033725965075634 
 05/18  00:10:00,24.5,24.949016257265183 
 05/18  00:20:00,24.4,24.706929125206118 
 05/18  00:30:00,24.0,24.537549562716003 
 05/18  00:40:00,23.5,24.29941975692097 
 05/18  00:50:00,23.3,24.07325445822542 
 05/18  01:00:00,23.1,24.10386620808068 
 05/18  01:10:00,22.9,24.089903676453415 
 05/18  01:20:00,22.9,23.867063979709298 
 05/18  01:30:00,22.8,23.97175907773436 
 05/18  01:40:00,22.7,23.788836355801864 
 05/18  01:50:00,22.8,23.876918955099197 
 05/18  02:00:00,22.7,23.86275099693183 
 05/18  02:10:00,22.3,23.325610080311159 
 05/18  02:20:00,22.1,23.037601471944489 
 05/18  02:30:00,22.1,22.901310395730808 
 05/18  02:40:00,22.1,22.786493777331854 
 05/18  02:50:00,22.0,22.556697728862774 
 05/18  03:00:00,21.8,22.965521530996989 
 05/18  03:10:00,21.7,22.67726839371216 
 05/18  03:20:00,21.6,22.642370202148375 
 05/18  03:30:00,21.5,22.593565503174227 
 05/18  03:40:00,21.4,22.28518568020133 
 05/18  03:50:00,21.3,22.09378978138892 
 05/18  04:00:00,21.2,22.11904517277317 
 05/18  04:10:00,21.2,22.119009482825207 
 05/18  04:20:00,21.2,22.092283944369059 
 05/18  04:30:00,21.2,22.480343710211213 
 05/18  04:40:00,20.9,22.012851976753006 
 05/18  04:50:00,20.8,21.653507444571717 
 05/18  05:00:00,20.7,21.577782823285369 
 05/18  05:10:00,20.3,21.490903606928858 
 05/18  05:20:00,20.3,21.64408529176025 
 05/18  05:30:00,20.3,21.90802019079493 
 05/18  05:40:00,20.3,21.755387025970774 
 05/18  05:50:00,20.2,21.613227579488947 
 05/18  06:00:00,20.1,21.260359040670033 
 05/18  06:10:00,19.6,20.702292966884636 
 05/18  06:20:00,19.5,20.64374392527775 
 05/18  06:30:00,19.5,20.533159937829504 
 05/18  06:40:00,19.4,20.39187449949883 
 05/18  06:50:00,19.5,20.84616478142737 
 05/18  07:00:00,19.5,20.865676185646568 
 05/18  07:10:00,19.9,21.28655515679432 
 05/18  07:20:00,20.6,21.601457176337097 
 05/18  07:30:00,21.1,22.057518534318729 
 05/18  07:40:00,21.3,22.409278994536665 
 05/18  07:50:00,21.6,22.463623404889256 
 05/18  08:00:00,22.5,22.790694861767336 
 05/18  08:10:00,22.5,22.919992880376517 
 05/18  08:20:00,23.1,23.14063560949259 
 05/18  08:30:00,23.4,23.40924658613975 
 05/18  08:40:00,23.5,23.571590667823707 
 05/18  08:50:00,23.8,23.757227371031378 
 05/18  09:00:00,23.5,23.69763288413653 
 05/18  09:10:00,24.0,23.89071346201532 
 05/18  09:20:00,25.0,24.703285975035699 
 05/18  09:30:00,25.5,24.961176025125658 
 05/18  09:40:00,25.6,25.218155842536907 
 05/18  09:50:00,25.7,25.22755885247163 
 05/18  10:00:00,25.8,25.422375506961907 
 05/18  10:10:00,26.3,25.79246009562064 
 05/18  10:20:00,26.0,25.76905650530755 
 05/18  10:30:00,26.1,25.56094735685619 
 05/18  10:40:00,26.8,26.275965356191258 
 05/18  10:50:00,27.1,26.34859185445618 
 05/18  11:00:00,27.2,25.947110969265098 
 05/18  11:10:00,27.5,26.815822528315473 
 05/18  11:20:00,27.9,27.027577953343174 
 05/18  11:30:00,27.9,26.703341554554805 
 05/18  11:40:00,28.8,27.5756336868834 
 05/18  11:50:00,29.1,27.988650759936875 
 05/18  12:00:00,30.2,28.586844195575247 
 05/18  12:10:00,30.0,28.669883622717476 
 05/18  12:20:00,30.2,28.814145992327924 
 05/18  12:30:00,30.1,29.12011357960783 
 05/18  12:40:00,29.8,28.506255476258948 
 05/18  12:50:00,30.2,28.537439675838358 
 05/18  13:00:00,30.5,29.041927593013019 
 05/18  13:10:00,30.7,29.2796655747224 
 05/18  13:20:00,30.1,29.290396705199588 
 05/18  13:30:00,31.0,30.22824616310924 
 05/18  13:40:00,31.0,30.43854503130376 
 05/18  13:50:00,31.6,29.67513254612869 
 05/18  14:00:00,32.1,30.399844940688415 
 05/18  14:10:00,32.1,30.902289845969209 
 05/18  14:20:00,32.9,31.762101189681279 
 05/18  14:30:00,33.0,31.71696924294637 
 05/18  14:40:00,33.0,30.474288463379908 
 05/18  14:50:00,33.5,32.36998437545487 
 05/18  15:00:00,32.8,31.32518015248326 
 05/18  15:10:00,32.4,31.447895807289297 
 05/18  15:20:00,32.9,31.965011860060409 
 05/18  15:30:00,32.4,31.92488748180624 
 05/18  15:40:00,32.2,31.71108107169682 
 05/18  15:50:00,31.9,31.37610305749249 
 05/18  16:00:00,32.5,31.236475801731414 
 05/18  16:10:00,32.6,31.46773392293185 
 05/18  16:20:00,33.5,31.9973545992733 
 05/18  16:30:00,32.5,32.07994302519915 
 05/18  16:40:00,32.3,31.587782327049657 
 05/18  16:50:00,32.4,31.32875329531479 
 05/18  17:00:00,32.5,31.323521464573934 
 05/18  17:10:00,32.7,31.448096061431959 
 05/18  17:20:00,33.3,31.57362755173468 
 05/18  17:30:00,33.3,31.558152624787789 
 05/18  17:40:00,33.5,32.14503921778827 
 05/18  17:50:00,33.5,31.998199658122766 
 05/18  18:00:00,33.4,31.602614621124859 
 05/18  18:10:00,32.9,31.665941225173456 
 05/18  18:20:00,32.5,32.019640464531047 
 05/18  18:30:00,31.7,31.166316291593529 
 05/18  18:40:00,31.2,30.886098293687895 
 05/18  18:50:00,30.4,30.07058050087897 
 05/18  19:00:00,29.2,29.194548951492764 
 05/18  19:10:00,27.6,27.823976377985603 
 05/18  19:20:00,27.0,27.28150754612647 
 05/18  19:30:00,27.4,27.493026833884647 
 05/18  19:40:00,27.8,27.844661007422805 
 05/18  19:50:00,28.1,28.113099445843696 
 05/18  20:00:00,28.2,28.20338785894592 
 05/18  20:10:00,28.9,28.839865471562793 
 05/18  20:20:00,29.7,29.57653195181016 
 05/18  20:30:00,30.4,30.194082432836085 
 05/18  20:40:00,30.2,30.04960901947136 
 05/18  20:50:00,29.9,29.639144945211976 
 05/18  21:00:00,29.2,29.04326146437926 
 05/18  21:10:00,28.9,28.78056650204443 
 05/18  21:20:00,28.8,28.52108189682419 
 05/18  21:30:00,28.7,28.452339066581755 
 05/18  21:40:00,28.3,28.249521812362976 
 05/18  21:50:00,28.0,27.94721441111982 
 05/18  22:00:00,28.3,28.131286098126119 
 05/18  22:10:00,28.2,28.147658344944565 
 05/18  22:20:00,27.8,27.79065435445967 
 05/18  22:30:00,27.4,27.431652259745009 
 05/18  22:40:00,26.8,26.94136048820677 
 05/18  22:50:00,26.0,26.508495594208978 
 05/18  23:00:00,25.2,25.975324049609318 
 05/18  23:10:00,24.0,25.16565801309344 
 05/18  23:20:00,24.2,25.283009943980184 
 05/18  23:30:00,24.5,25.554038664192335 
 05/18  23:40:00,24.4,25.110366997733416 
 05/18  23:50:00,24.2,25.024793431927305 
 05/18  24:00:00,23.9,24.88732905241892 
 05/19  00:10:00,24.0,25.155376659271995 
 05/19  00:20:00,23.9,25.211714192976357 
 05/19  00:30:00,23.8,25.092299782879704 
 05/19  00:40:00,23.8,25.072388100284717 
 05/19  00:50:00,23.5,24.69005719766575 
 05/19  01:00:00,23.4,24.782582306025213 
 05/19  01:10:00,23.4,24.850132889690597 
 05/19  01:20:00,23.4,24.62600428010512 
 05/19  01:30:00,23.4,24.413557924174417 
 05/19  01:40:00,23.2,24.264779629807575 
 05/19  01:50:00,23.1,24.14149002793479 
 05/19  02:00:00,22.8,24.21077933213439 
 05/19  02:10:00,22.7,23.844765946255447 
 05/19  02:20:00,21.8,23.38350563436974 
 05/19  02:30:00,21.2,22.79056951469452 
 05/19  02:40:00,21.3,23.062323915347009 
 05/19  02:50:00,21.2,23.187543314032796 
 05/19  03:00:00,21.1,22.940009067218065 
 05/19  03:10:00,20.9,22.669683227401977 
 05/19  03:20:00,20.8,22.61689207379187 
 05/19  03:30:00,20.9,22.83529071881316 
 05/19  03:40:00,20.8,22.45310541463379 
 05/19  03:50:00,20.7,22.521720170910226 
 05/19  04:00:00,20.8,22.693477261405329 
 05/19  04:10:00,20.8,22.69193222838943 
 05/19  04:20:00,20.8,22.61627974272162 
 05/19  04:30:00,20.8,22.297034357180914 
 05/19  04:40:00,20.7,22.037163687693039 
 05/19  04:50:00,20.5,22.115985264807134 
 05/19  05:00:00,20.4,22.003912152054175 
 05/19  05:10:00,20.2,21.604151558949135 
 05/19  05:20:00,20.0,21.534965131016905 
 05/19  05:30:00,20.0,21.874441899494916 
 05/19  05:40:00,20.0,21.965286343912007 
 05/19  05:50:00,19.9,21.81454028744212 
 05/19  06:00:00,20.0,21.764089345070564 
 05/19  06:10:00,19.8,21.606167440002428 
 05/19  06:20:00,19.8,21.281481976966324 
 05/19  06:30:00,19.9,20.925325073119838 
 05/19  06:40:00,20.0,21.186280207694965 
 05/19  06:50:00,20.2,21.370831176676789 
 05/19  07:00:00,20.4,21.452917330464318 
 05/19  07:10:00,20.8,21.5976397960625 
 05/19  07:20:00,21.0,22.11019968166304 
 05/19  07:30:00,21.4,22.17475814323687 
 05/19  07:40:00,21.8,22.40330792244169 
 05/19  07:50:00,22.3,22.741933849087919 
 05/19  08:00:00,23.1,23.218992047857165 
 05/19  08:10:00,23.3,23.43727133893026 
 05/19  08:20:00,23.6,23.691423493445816 
 05/19  08:30:00,24.5,23.992399612969565 
 05/19  08:40:00,24.0,24.11229429744805 
 05/19  08:50:00,24.5,24.32912773714208 
 05/19  09:00:00,24.4,24.394845246650346 
 05/19  09:10:00,24.6,24.494116407479017 
 05/19  09:20:00,24.1,24.246898954421604 
 05/19  09:30:00,24.9,24.587270226262555 
 05/19  09:40:00,25.5,25.16755646542142 
 05/19  09:50:00,25.8,25.24686784723076 
 05/19  10:00:00,25.5,25.276256922814328 
 05/19  10:10:00,25.9,25.602040928648294 
 05/19  10:20:00,26.6,25.83245772504692 
 05/19  10:30:00,26.7,26.334811132929234 
 05/19  10:40:00,27.7,27.165295248915123 
 05/19  10:50:00,26.8,26.453247463450077 
 05/19  11:00:00,27.0,26.272406372036707 
 05/19  11:10:00,27.5,26.77322407894699 
 05/19  11:20:00,28.3,27.306435604523949 
 05/19  11:30:00,28.2,27.278200301115548 
 05/19  11:40:00,29.1,27.840236769486986 
 05/19  11:50:00,28.9,27.80591397520834 
 05/19  12:00:00,29.3,28.227108069609579 
 05/19  12:10:00,29.3,28.59200747223537 
 05/19  12:20:00,29.6,27.88685741401203 
 05/19  12:30:00,30.7,28.39286416523433 
 05/19  12:40:00,30.7,29.67883416851725 
 05/19  12:50:00,31.2,28.87549564431456 
 05/19  13:00:00,30.6,29.630927844067899 
 05/19  13:10:00,30.7,28.81600797501884 
 05/19  13:20:00,30.7,28.712891714874197 
 05/19  13:30:00,30.7,29.38538793229164 
 05/19  13:40:00,31.4,29.832565412065696 
 05/19  13:50:00,32.3,30.100947386682834 
 05/19  14:00:00,32.4,30.313258072141097 
 05/19  14:10:00,32.4,30.366641326203597 
 05/19  14:20:00,33.8,30.51871317936908 
 05/19  14:30:00,32.6,30.995258786563285 
 05/19  14:40:00,32.9,30.250289389055874 
 05/19  14:50:00,32.5,30.452172668592028 
 05/19  15:00:00,33.0,31.597918424844769 
 05/19  15:10:00,33.9,32.263090321525769 
 05/19  15:20:00,34.2,32.483912586367988 
 05/19  15:30:00,33.7,31.579075622266108 
 05/19  15:40:00,34.0,32.690438354783399 
 05/19  15:50:00,34.0,31.838679811953175 
 05/19  16:00:00,33.7,31.887528123299217 
 05/19  16:10:00,34.5,33.07033046152994 
 05/19  16:20:00,34.4,32.388266972544979 
 05/19  16:30:00,34.4,31.894179607216118 
 05/19  16:40:00,34.1,31.82475377094012 
 05/19  16:50:00,33.6,31.201514221064444 
 05/19  17:00:00,33.9,31.775047120888556 
 05/19  17:10:00,33.5,31.41327763660444 
 05/19  17:20:00,33.8,31.421597702408464 
 05/19  17:30:00,34.7,32.49606798696763 
 05/19  17:40:00,34.9,33.06785976761026 
 05/19  17:50:00,34.7,32.46775602507563 
 05/19  18:00:00,34.4,32.744935414790628 
 05/19  18:10:00,33.9,32.21042274346702 
 05/19  18:20:00,33.9,31.713304760679447 
 05/19  18:30:00,34.0,31.707861177381667 
 05/19  18:40:00,34.3,31.6978207316372 
 05/19  18:50:00,34.0,31.947676701200608 
 05/19  19:00:00,33.3,31.46695769828946 
 05/19  19:10:00,33.1,31.265372607465119 
 05/19  19:20:00,33.0,31.361299306117855 
 05/19  19:30:00,32.9,31.214558974157045 
 05/19  19:40:00,32.5,30.944810973756107 
 05/19  19:50:00,32.2,30.917102592248108 
 05/19  20:00:00,31.7,30.997427712634779 
 05/19  20:10:00,30.6,30.103047448727847 
 05/19  20:20:00,30.4,29.856198186511468 
 05/19  20:30:00,29.9,29.65714997688606 
 05/19  20:40:00,29.4,29.257739255937169 
 05/19  20:50:00,29.3,29.00707077789155 
 05/19  21:00:00,29.3,28.946336467963819 
 05/19  21:10:00,29.4,29.114351502790656 
 05/19  21:20:00,29.6,29.09085490647199 
 05/19  21:30:00,29.8,29.263994163434789 
 05/19  21:40:00,29.5,29.29037905079508 
 05/19  21:50:00,27.9,28.05351973559707 
 05/19  22:00:00,27.6,27.78480158441156 
 05/19  22:10:00,28.3,28.232744898840016 
 05/19  22:20:00,27.4,27.490554329069498 
 05/19  22:30:00,25.6,25.906141017658685 
 05/19  22:40:00,24.9,25.184148823175165 
 05/19  22:50:00,24.6,25.17299750750813 
 05/19  23:00:00,24.3,24.858134532149437 
 05/19  23:10:00,24.5,24.844501965136229 
 05/19  23:20:00,24.5,25.252885838997157 
 05/19  23:30:00,24.8,25.57980088318648 
 05/19  23:40:00,25.1,25.610233402368267 
 05/19  23:50:00,24.9,25.74099570019192 
 05/19  24:00:00,24.9,25.56521825573335 
 05/20  00:10:00,25.3,25.859970065040466 
 05/20  00:20:00,25.4,25.907339413148109 
 05/20  00:30:00,25.6,25.918350193310905 
 05/20  00:40:00,25.5,25.917288713321328 
 05/20  00:50:00,25.6,26.094074828275685 
 05/20  01:00:00,25.9,26.18732986090639 
 05/20  01:10:00,26.1,26.215029613751093 
 05/20  01:20:00,26.0,26.1757321101722 
 05/20  01:30:00,26.0,26.179535932880066 
 05/20  01:40:00,26.1,26.210752399225414 
 05/20  01:50:00,26.0,26.108826959373109 
 05/20  02:00:00,25.8,25.93393581832572 
 05/20  02:10:00,25.8,25.964685714716965 
 05/20  02:20:00,25.8,25.913336648655947 
 05/20  02:30:00,25.5,25.785080446744638 
 05/20  02:40:00,25.4,25.633584467864993 
 05/20  02:50:00,25.2,25.390073395369094 
 05/20  03:00:00,24.6,24.95799595892115 
 05/20  03:10:00,24.6,25.01742365552859 
 05/20  03:20:00,24.5,25.303930000687794 
 05/20  03:30:00,24.3,25.024502880992239 
 05/20  03:40:00,24.1,24.657724010954405 
 05/20  03:50:00,24.0,24.81916537003775 
 05/20  04:00:00,23.7,24.591606583294757 
 05/20  04:10:00,23.5,24.37643239440983 
 05/20  04:20:00,23.4,24.197130914581196 
 05/20  04:30:00,23.4,24.245794940605078 
 05/20  04:40:00,23.5,24.11457184945646 
 05/20  04:50:00,23.6,24.183633010690845 
 05/20  05:00:00,23.7,24.25622776739732 
 05/20  05:10:00,23.6,24.226306137756127 
 05/20  05:20:00,23.7,24.183397556415359 
 05/20  05:30:00,23.8,24.25031792660356 
 05/20  05:40:00,23.7,24.245430456028186 
 05/20  05:50:00,23.6,23.95300607422575 
 05/20  06:00:00,23.7,23.978200904617049 
 05/20  06:10:00,23.6,24.254990765806736 
 05/20  06:20:00,23.3,24.253561824265277 
 05/20  06:30:00,23.1,23.863490167728757 
 05/20  06:40:00,23.3,23.968303126209645 
 05/20  06:50:00,23.4,24.189984876444539 
 05/20  07:00:00,23.2,24.00631251364728 
 05/20  07:10:00,23.4,24.149731237250579 
 05/20  07:20:00,24.0,24.456651920118785 
 05/20  07:30:00,24.1,24.604280591874358 
 05/20  07:40:00,24.6,24.74978585055395 
 05/20  07:50:00,25.3,24.989599086196294 
 05/20  08:00:00,26.0,25.33056138767129 
 05/20  08:10:00,26.7,25.956020439057047 
 05/20  08:20:00,26.9,26.21868339832764 
 05/20  08:30:00,27.0,26.19350428137212 
 05/20  08:40:00,27.7,26.86742940588825 
 05/20  08:50:00,27.3,26.884733631482257 
 05/20  09:00:00,27.2,26.539370888023329 
 05/20  09:10:00,27.8,27.27264237386843 
 05/20  09:20:00,27.6,27.386724800600793 
 05/20  09:30:00,28.0,27.3857454416676 
 05/20  09:40:00,27.4,27.139753332663657 
 05/20  09:50:00,27.5,27.194287357355905 
 05/20  10:00:00,27.8,27.48830875438466 
 05/20  10:10:00,27.6,27.12135377283654 
 05/20  10:20:00,28.4,27.947157253114228 
 05/20  10:30:00,28.9,28.281882188646855 
 05/20  10:40:00,29.1,27.940064585167904 
 05/20  10:50:00,29.4,29.013326817503257 
 05/20  11:00:00,28.8,28.543933332429725 
 05/20  11:10:00,28.8,28.493316297683994 
 05/20  11:20:00,29.1,28.540370543444888 
 05/20  11:30:00,29.4,29.070873870365966 
 05/20  11:40:00,30.2,28.803759356686649 
 05/20  11:50:00,30.4,29.80411014294883 
 05/20  12:00:00,31.3,30.212014450046508 
 05/20  12:10:00,31.3,29.789399377125375 
 05/20  12:20:00,31.3,29.939738745421449 
 05/20  12:30:00,31.2,30.40066904355465 
 05/20  12:40:00,31.4,29.809891337383858 
 05/20  12:50:00,30.9,29.893189169691849 
 05/20  13:00:00,31.4,29.85783689383101 
 05/20  13:10:00,32.5,31.542825869469053 
 05/20  13:20:00,33.3,31.994658890749489 
 05/20  13:30:00,33.4,32.42391804748488 
 05/20  13:40:00,32.5,31.33963222779362 
 05/20  13:50:00,32.6,31.790971317330738 
 05/20  14:00:00,32.2,30.97158560253865 
 05/20  14:10:00,33.1,31.808093133090958 
 05/20  14:20:00,33.5,31.891694082008504 
 05/20  14:30:00,33.2,31.628958214256359 
 05/20  14:40:00,33.9,32.24425378695256 
 05/20  14:50:00,34.7,32.95881553285201 
 05/20  15:00:00,34.6,32.191284415243298 
 05/20  15:10:00,34.6,32.95478062314432 
 05/20  15:20:00,34.5,32.867251771100637 
 05/20  15:30:00,34.7,32.420134201818999 
 05/20  15:40:00,35.0,32.44056854979098 
 05/20  15:50:00,35.0,32.804528619710058 
 05/20  16:00:00,34.4,33.352439219134108 
 05/20  16:10:00,35.0,34.043923278215107 
 05/20  16:20:00,34.8,33.36316376677729 
 05/20  16:30:00,35.2,33.48116752920899 
 05/20  16:40:00,34.9,33.18405016161233 
 05/20  16:50:00,34.9,32.66066894278253 
 05/20  17:00:00,35.8,34.48744532516043 
 05/20  17:10:00,35.0,32.974116628770179 
 05/20  17:20:00,34.2,32.54187336797703 
 05/20  17:30:00,34.2,33.093709040522117 
 05/20  17:40:00,34.6,32.710406109758 
 05/20  17:50:00,34.7,32.6580502480471 
 05/20  18:00:00,34.8,33.2403554526514 
 05/20  18:10:00,35.0,33.38863147525035 
 05/20  18:20:00,34.9,33.40783430493563 
 05/20  18:30:00,34.5,32.41400386262345 
 05/20  18:40:00,33.9,32.36486979564981 
 05/20  18:50:00,33.7,32.41183424798104 
 05/20  19:00:00,33.5,32.35780223535882 
 05/20  19:10:00,33.3,32.167272555516287 
 05/20  19:20:00,33.2,31.741196406424295 
 05/20  19:30:00,33.0,31.742940536006825 
 05/20  19:40:00,32.7,31.568138223875488 
 05/20  19:50:00,32.0,31.472189586403773 
 05/20  20:00:00,31.0,30.662568094613979 
 05/20  20:10:00,30.7,30.464602861821079 
 05/20  20:20:00,30.8,30.5490754830294 
 05/20  20:30:00,30.8,30.443459763485366 
 05/20  20:40:00,30.9,30.637740182473434 
 05/20  20:50:00,30.9,30.738700173005446 
 05/20  21:00:00,31.1,30.66768526306201 
 05/20  21:10:00,30.9,30.593375478338957 
 05/20  21:20:00,30.9,30.551266434361524 
 05/20  21:30:00,30.6,30.460671642977574 
 05/20  21:40:00,30.1,30.030349124111646 
 05/20  21:50:00,29.3,29.328727875809937 
 05/20  22:00:00,28.8,28.91108856272116 
 05/20  22:10:00,28.5,28.659976713449919 
 05/20  22:20:00,28.3,28.614066721118435 
 05/20  22:30:00,28.2,28.470589512631898 
 05/20  22:40:00,28.0,28.26092763598907 
 05/20  22:50:00,27.8,28.03209878963024 
 05/20  23:00:00,27.7,28.00266998785258 
 05/20  23:10:00,27.6,28.120771050179454 
 05/20  23:20:00,27.7,28.005442396758 
 05/20  23:30:00,27.6,27.98191577688322 
 05/20  23:40:00,27.6,27.812935514062933 
 05/20  23:50:00,27.2,27.552279163439523 
 05/20  24:00:00,27.0,27.498438701661255 
 05/21  00:10:00,27.0,27.525745826547668 
 05/21  00:20:00,26.9,27.46065727679648 
 05/21  00:30:00,26.8,27.311663305086918 
 05/21  00:40:00,26.6,27.034680431218708 
 05/21  00:50:00,26.2,26.965893277291188 
 05/21  01:00:00,26.1,26.935911461697825 
 05/21  01:10:00,26.0,26.9440233754564 
 05/21  01:20:00,26.1,26.81885139952658 
 05/21  01:30:00,26.2,26.853798706771259 
 05/21  01:40:00,26.0,26.823435289096385 
 05/21  01:50:00,25.8,26.645256114110294 
 05/21  02:00:00,25.6,26.39065724319751 
 05/21  02:10:00,25.4,26.187641972730856 
 05/21  02:20:00,25.3,26.2018345391553 
 05/21  02:30:00,25.1,25.974119627347613 
 05/21  02:40:00,24.8,25.85490325852648 
 05/21  02:50:00,24.6,25.79295757611706 
 05/21  03:00:00,24.5,25.599793644462986 
 05/21  03:10:00,24.1,25.46638492109965 
 05/21  03:20:00,23.9,25.138238629832097 
 05/21  03:30:00,23.5,25.00514442224665 
 05/21  03:40:00,23.6,24.67621514333922 
 05/21  03:50:00,23.1,24.214386015911033 
 05/21  04:00:00,23.2,24.05795671076263 
 05/21  04:10:00,22.8,23.735178832826877 
 05/21  04:20:00,22.5,23.41765884085728 
 05/21  04:30:00,22.7,23.59530382070184 
 05/21  04:40:00,22.4,23.281905962367895 
 05/21  04:50:00,22.3,23.177092764635178 
 05/21  05:00:00,22.3,23.271321628151296 
 05/21  05:10:00,22.4,23.403426760162426 
 05/21  05:20:00,22.8,23.506620204047669 
 05/21  05:30:00,22.4,23.549846422903224 
 05/21  05:40:00,22.3,23.287298754062566 
 05/21  05:50:00,22.3,23.191014884176977 
 05/21  06:00:00,22.5,23.444755374771053 
 05/21  06:10:00,22.4,23.67030707701543 
 05/21  06:20:00,22.5,23.559420804668308 
 05/21  06:30:00,22.6,23.68534351419643 
 05/21  06:40:00,22.6,23.751697032392327 
 05/21  06:50:00,22.9,23.98715459794511 
 05/21  07:00:00,23.2,24.286772446196296 
 05/21  07:10:00,23.4,24.468411022017965 
 05/21  07:20:00,23.4,24.408963191609375 
 05/21  07:30:00,24.0,24.60723441055425 
 05/21  07:40:00,24.9,24.959785160967333 
 05/21  07:50:00,25.1,25.216308065899886 
 05/21  08:00:00,24.9,25.269542310168345 
 05/21  08:10:00,25.4,25.369315168099705 
 05/21  08:20:00,25.8,25.523041547736768 
 05/21  08:30:00,25.8,25.62975878825766 
