Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),THERMAL ZONE: JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/27  04:00:00,21.7,23.055969112329217 
 05/27  04:10:00,21.6,23.083332586303514 
 05/27  04:20:00,22.0,23.323431589829185 
 05/27  04:30:00,21.7,23.27517151769006 
 05/27  04:40:00,21.8,23.078139920419106 
 05/27  04:50:00,21.9,23.097742095856998 
 05/27  05:00:00,22.4,23.569290273580426 
 05/27  05:10:00,22.4,23.77151970239478 
 05/27  05:20:00,22.1,23.275384578334298 
 05/27  05:30:00,21.7,22.927064798255878 
 05/27  05:40:00,21.6,22.644923538056184 
 05/27  05:50:00,21.6,22.52120895200097 
 05/27  06:00:00,21.7,22.694010811065753 
 05/27  06:10:00,21.6,22.849344600616676 
 05/27  06:20:00,22.0,23.176469980384476 
 05/27  06:30:00,22.2,23.389046734584484 
 05/27  06:40:00,22.4,23.401295787687038 
 05/27  06:50:00,22.2,23.338215148973704 
 05/27  07:00:00,22.5,23.363605879314318 
 05/27  07:10:00,22.6,23.453345830684243 
 05/27  07:20:00,22.8,23.557528028146114 
 05/27  07:30:00,23.1,23.722923888600524 
 05/27  07:40:00,24.0,24.034952135702178 
 05/27  07:50:00,24.6,24.42885515141745 
 05/27  08:00:00,24.1,24.206231596790837 
 05/27  08:10:00,24.1,24.14748231549151 
 05/27  08:20:00,24.2,24.247157995426624 
 05/27  08:30:00,24.1,24.26481306470265 
 05/27  08:40:00,24.5,24.470430380185986 
 05/27  08:50:00,24.7,24.688701782053454 
 05/27  09:00:00,24.9,24.75190945442099 
 05/27  09:10:00,25.3,25.119440867298846 
 05/27  09:20:00,25.6,25.30405836654108 
 05/27  09:30:00,25.6,25.39487126304499 
 05/27  09:40:00,26.0,25.71581609800897 
 05/27  09:50:00,25.4,25.444440750348094 
 05/27  10:00:00,25.4,25.2890071322213 
 05/27  10:10:00,26.0,25.801957133052029 
 05/27  10:20:00,26.7,26.10789006843447 
 05/27  10:30:00,27.0,26.68357855005789 
 05/27  10:40:00,27.3,26.86057684849965 
 05/27  10:50:00,27.1,26.854990937763767 
 05/27  11:00:00,27.4,27.158825697858519 
 05/27  11:10:00,28.2,27.41148189598879 
 05/27  11:20:00,27.5,26.840747373998825 
 05/27  11:30:00,28.4,28.015979034552726 
 05/27  11:40:00,28.9,28.074040735582277 
 05/27  11:50:00,28.7,27.874997899348167 
 05/27  12:00:00,29.3,28.51868560840781 
 05/27  12:10:00,29.5,28.369449824102927 
 05/27  12:20:00,29.1,28.327953228264243 
 05/27  12:30:00,29.3,28.304489251716164 
 05/27  12:40:00,29.4,28.53007838889635 
 05/27  12:50:00,28.8,28.196311120923278 
 05/27  13:00:00,29.2,28.483097104420673 
 05/27  13:10:00,29.7,29.32715015504044 
 05/27  13:20:00,29.8,29.187117922035676 
 05/27  13:30:00,30.1,29.14983923059487 
 05/27  13:40:00,30.6,29.8942776811582 
 05/27  13:50:00,31.1,30.61622523126266 
 05/27  14:00:00,30.4,29.216831020188118 
 05/27  14:10:00,30.7,29.893536550618277 
 05/27  14:20:00,31.5,30.784648004372529 
 05/27  14:30:00,31.4,30.982722839489676 
 05/27  14:40:00,31.5,30.15497594448993 
 05/27  14:50:00,31.9,31.156323440680475 
 05/27  15:00:00,31.6,30.802919114704474 
 05/27  15:10:00,31.9,30.99498036054939 
 05/27  15:20:00,31.8,30.84012164298547 
 05/27  15:30:00,31.3,30.689409737003058 
 05/27  15:40:00,32.4,30.329054124764455 
 05/27  15:50:00,32.3,30.502295036873379 
 05/27  16:00:00,32.2,31.308571684364695 
 05/27  16:10:00,31.6,29.975391714022785 
 05/27  16:20:00,31.8,30.10986892463292 
 05/27  16:30:00,32.0,30.6504349409357 
 05/27  16:40:00,31.8,30.22365328814638 
 05/27  16:50:00,32.2,29.987366070652308 
 05/27  17:00:00,32.0,30.177076318719967 
 05/27  17:10:00,31.5,30.384216816029914 
 05/27  17:20:00,31.6,29.672164018964844 
 05/27  17:30:00,32.7,31.280161287039449 
 05/27  17:40:00,32.3,31.014166105190588 
 05/27  17:50:00,31.7,29.880434585332087 
 05/27  18:00:00,31.1,30.190997595785686 
 05/27  18:10:00,31.2,30.113829854397936 
 05/27  18:20:00,31.0,29.94760850154694 
 05/27  18:30:00,30.8,29.720263335849073 
 05/27  18:40:00,30.9,29.731555513879106 
 05/27  18:50:00,30.8,29.624954040571369 
 05/27  19:00:00,30.5,29.464557008196498 
 05/27  19:10:00,30.3,29.60816458343496 
 05/27  19:20:00,30.2,29.77437078630805 
 05/27  19:30:00,29.9,29.39331962019596 
 05/27  19:40:00,29.5,29.109819388933233 
 05/27  19:50:00,29.4,28.927157071044208 
 05/27  20:00:00,29.2,28.861533816884966 
 05/27  20:10:00,29.0,28.649198420523854 
 05/27  20:20:00,28.9,28.54343470664586 
 05/27  20:30:00,28.8,28.446665978677637 
 05/27  20:40:00,28.6,28.24177702824082 
 05/27  20:50:00,28.6,28.07814084494479 
 05/27  21:00:00,28.5,28.077888189620699 
 05/27  21:10:00,28.4,27.868391698945318 
 05/27  21:20:00,28.3,27.596444422811279 
 05/27  21:30:00,28.2,27.72431328451955 
 05/27  21:40:00,28.2,27.857239465653586 
 05/27  21:50:00,28.0,27.773429109750095 
 05/27  22:00:00,28.0,27.52729025537184 
 05/27  22:10:00,28.0,27.58329888767879 
 05/27  22:20:00,27.8,27.52925346207166 
 05/27  22:30:00,27.6,27.297880023391906 
 05/27  22:40:00,27.5,27.178720644441709 
 05/27  22:50:00,27.3,27.14530373103858 
 05/27  23:00:00,27.2,27.005492632979803 
 05/27  23:10:00,27.2,26.9429134605888 
 05/27  23:20:00,27.2,27.008026527638223 
 05/27  23:30:00,27.0,26.88642927449916 
 05/27  23:40:00,27.0,26.865504098343054 
 05/27  23:50:00,26.8,26.749740175583985 
 05/27  24:00:00,26.7,26.63487720297017 
 05/28  00:10:00,26.4,26.412069253875069 
 05/28  00:20:00,26.2,26.21858074236568 
 05/28  00:30:00,26.0,26.058501497494498 
 05/28  00:40:00,25.9,25.945793474922739 
 05/28  00:50:00,25.8,25.866469472688324 
 05/28  01:00:00,25.7,25.748209961517909 
 05/28  01:10:00,25.5,25.60558122860404 
 05/28  01:20:00,25.2,25.321496765667037 
 05/28  01:30:00,25.1,25.253612514684254 
 05/28  01:40:00,24.9,25.192663865996175 
 05/28  01:50:00,25.0,25.207782006699419 
 05/28  02:00:00,24.8,25.029596137787747 
 05/28  02:10:00,24.2,24.658210012300946 
 05/28  02:20:00,24.0,24.344775563584017 
 05/28  02:30:00,23.7,24.07590941364283 
 05/28  02:40:00,22.9,23.570261571127216 
 05/28  02:50:00,22.0,23.03336747389488 
 05/28  03:00:00,21.7,22.626666427773963 
 05/28  03:10:00,21.1,22.70944428223774 
 05/28  03:20:00,21.0,22.954571488118064 
 05/28  03:30:00,21.3,22.345321428379795 
 05/28  03:40:00,21.5,22.74039684894735 
 05/28  03:50:00,21.8,23.206373143940476 
 05/28  04:00:00,21.8,23.145678775641195 
 05/28  04:10:00,21.7,22.542518615129418 
 05/28  04:20:00,21.6,22.91539438260382 
 05/28  04:30:00,21.6,22.787968277979048 
 05/28  04:40:00,21.3,22.17457643475617 
 05/28  04:50:00,20.8,22.15496479978488 
 05/28  05:00:00,20.4,22.272643023431106 
 05/28  05:10:00,20.4,22.322664884414615 
 05/28  05:20:00,20.5,22.110429996201935 
 05/28  05:30:00,20.5,22.185086173457717 
 05/28  05:40:00,20.5,22.126859841653667 
 05/28  05:50:00,20.7,22.034986848457579 
 05/28  06:00:00,20.7,22.18155438954453 
 05/28  06:10:00,20.7,22.359839412951595 
 05/28  06:20:00,20.6,22.117661846123455 
 05/28  06:30:00,20.6,22.024310386952565 
 05/28  06:40:00,20.7,22.092457748157714 
 05/28  06:50:00,20.9,22.195320323132774 
 05/28  07:00:00,21.0,22.072396978851 
 05/28  07:10:00,21.4,22.367961711955134 
 05/28  07:20:00,21.3,22.39784346642945 
 05/28  07:30:00,21.1,22.277575069731026 
 05/28  07:40:00,21.3,22.434648596846967 
 05/28  07:50:00,21.5,22.615123204373935 
 05/28  08:00:00,21.7,22.667137951617744 
 05/28  08:10:00,22.1,22.811126546267404 
 05/28  08:20:00,22.2,22.997575414051107 
 05/28  08:30:00,22.2,22.89615151768977 
 05/28  08:40:00,22.5,23.186682738452537 
 05/28  08:50:00,22.9,23.412134825431047 
 05/28  09:00:00,23.7,23.75886141875815 
 05/28  09:10:00,23.7,23.93689394166454 
 05/28  09:20:00,23.4,23.760265248196484 
 05/28  09:30:00,23.3,23.712724287191148 
 05/28  09:40:00,24.0,24.015024623046029 
 05/28  09:50:00,24.5,24.40801267792891 
 05/28  10:00:00,25.1,24.96123747267744 
 05/28  10:10:00,25.4,25.247375754255545 
 05/28  10:20:00,24.8,24.852977839893819 
 05/28  10:30:00,24.9,24.772837936908279 
 05/28  10:40:00,24.8,24.784184374873136 
 05/28  10:50:00,24.7,24.729304634621387 
 05/28  11:00:00,24.5,24.61899730746036 
 05/28  11:10:00,24.8,24.77247798948653 
 05/28  11:20:00,25.3,25.17226597994219 
 05/28  11:30:00,26.5,25.95377569006122 
 05/28  11:40:00,26.8,26.100336923580099 
 05/28  11:50:00,27.2,26.710321454440213 
 05/28  12:00:00,27.5,26.97419050199185 
 05/28  12:10:00,27.4,27.154982152057259 
 05/28  12:20:00,27.2,26.71070291615719 
 05/28  12:30:00,27.7,26.957075338928428 
 05/28  12:40:00,28.5,28.07565086470159 
 05/28  12:50:00,28.0,27.4081288046262 
 05/28  13:00:00,27.7,27.15694860950096 
 05/28  13:10:00,27.9,27.073915873831568 
 05/28  13:20:00,27.8,26.931625767965494 
 05/28  13:30:00,28.8,27.849217673075939 
 05/28  13:40:00,29.0,28.305236379248954 
 05/28  13:50:00,28.8,27.955238044678575 
 05/28  14:00:00,30.1,28.08454390778405 
 05/28  14:10:00,29.7,27.825548221245648 
 05/28  14:20:00,29.5,28.033739367781945 
 05/28  14:30:00,29.7,28.755131452634698 
 05/28  14:40:00,29.8,29.040022556168787 
 05/28  14:50:00,30.2,28.869391760445216 
 05/28  15:00:00,30.2,28.603051089894274 
 05/28  15:10:00,31.1,28.87995469301565 
 05/28  15:20:00,30.6,29.4300970618321 
 05/28  15:30:00,30.4,28.96121702778799 
 05/28  15:40:00,30.2,28.37236073160598 
 05/28  15:50:00,30.4,29.349915743535886 
 05/28  16:00:00,31.0,29.544212660996377 
 05/28  16:10:00,30.1,28.87024782567984 
 05/28  16:20:00,29.9,28.496339197688223 
 05/28  16:30:00,31.4,30.09892798833571 
 05/28  16:40:00,31.2,28.953286096150657 
 05/28  16:50:00,31.4,29.32291639485679 
 05/28  17:00:00,30.9,29.66531140636571 
 05/28  17:10:00,30.5,29.83001251394975 
 05/28  17:20:00,30.5,28.991960884435544 
 05/28  17:30:00,30.3,29.362672821960858 
 05/28  17:40:00,30.7,29.688059457731286 
 05/28  17:50:00,31.1,29.254481348501544 
 05/28  18:00:00,31.2,29.274007682717749 
 05/28  18:10:00,30.8,30.08438161586211 
 05/28  18:20:00,30.0,28.96269738514739 
 05/28  18:30:00,29.8,28.314846589793985 
 05/28  18:40:00,29.9,28.85674019071256 
 05/28  18:50:00,29.6,28.33056516012749 
 05/28  19:00:00,29.5,28.553356722868956 
 05/28  19:10:00,29.5,28.27424080769577 
 05/28  19:20:00,29.4,28.38288986472365 
 05/28  19:30:00,29.3,27.919544696614218 
 05/28  19:40:00,29.1,27.669840638883345 
 05/28  19:50:00,29.0,27.757512758226583 
 05/28  20:00:00,29.0,27.681484769801448 
 05/28  20:10:00,28.9,27.542748652880634 
 05/28  20:20:00,28.7,28.063420799592813 
 05/28  20:30:00,28.5,28.062227124994025 
 05/28  20:40:00,28.4,27.46141147882935 
 05/28  20:50:00,28.3,27.63836236535214 
 05/28  21:00:00,27.6,27.32578628193548 
 05/28  21:10:00,27.7,27.24557341024099 
 05/28  21:20:00,27.7,27.12374910395279 
 05/28  21:30:00,27.3,26.960656309447115 
 05/28  21:40:00,26.9,26.668487601860883 
 05/28  21:50:00,27.0,26.450106535486549 
 05/28  22:00:00,27.4,26.640891001625769 
 05/28  22:10:00,27.2,26.747106912277514 
 05/28  22:20:00,26.8,26.57337215432277 
 05/28  22:30:00,26.8,26.343503514565457 
 05/28  22:40:00,26.7,26.33996130194461 
 05/28  22:50:00,26.5,26.407015921707317 
 05/28  23:00:00,25.2,25.444982297841344 
 05/28  23:10:00,24.5,24.777622112927994 
 05/28  23:20:00,23.0,23.703342967709366 
 05/28  23:30:00,21.8,23.477099391225644 
 05/28  23:40:00,21.5,23.09820324260138 
 05/28  23:50:00,21.5,23.044709633987489 
 05/28  24:00:00,21.7,22.784962877711214 
 05/29  00:10:00,21.9,23.30236389765202 
 05/29  00:20:00,21.8,23.48932432655156 
 05/29  00:30:00,21.6,23.221146176289066 
 05/29  00:40:00,21.7,23.222169836483837 
 05/29  00:50:00,21.7,23.163543128485818 
 05/29  01:00:00,21.7,23.20902507115459 
 05/29  01:10:00,21.9,23.31882062370797 
 05/29  01:20:00,21.7,23.309956723188614 
 05/29  01:30:00,21.8,23.163521124906219 
 05/29  01:40:00,21.9,23.193105781380994 
 05/29  01:50:00,22.0,22.94246645388813 
 05/29  02:00:00,22.0,23.24492536197345 
 05/29  02:10:00,22.2,23.078181078586828 
 05/29  02:20:00,22.2,22.833710369680444 
 05/29  02:30:00,22.0,22.983884187188865 
 05/29  02:40:00,21.9,22.879728563460579 
 05/29  02:50:00,21.9,22.918619692242495 
 05/29  03:00:00,21.8,22.922223442304355 
 05/29  03:10:00,21.8,22.994677840440926 
 05/29  03:20:00,22.0,23.138141003783159 
 05/29  03:30:00,22.0,23.092179022345204 
 05/29  03:40:00,22.0,23.056320886758078 
 05/29  03:50:00,22.1,23.02658311916872 
 05/29  04:00:00,22.1,22.752638894167676 
 05/29  04:10:00,21.9,22.510809175305515 
 05/29  04:20:00,21.7,22.53881134460183 
 05/29  04:30:00,21.5,22.179335527765458 
 05/29  04:40:00,21.4,22.168796054352116 
 05/29  04:50:00,21.4,22.111302828311957 
 05/29  05:00:00,21.4,22.29474622767889 
 05/29  05:10:00,21.2,22.344845076159044 
 05/29  05:20:00,21.1,22.33951441731722 
 05/29  05:30:00,21.2,22.311733677311258 
 05/29  05:40:00,21.2,22.3452191237078 
 05/29  05:50:00,21.2,22.23825361592709 
 05/29  06:00:00,21.3,22.08029952694968 
 05/29  06:10:00,21.2,22.019711500688115 
 05/29  06:20:00,21.1,21.954788897280574 
 05/29  06:30:00,21.2,21.880779695155007 
 05/29  06:40:00,21.1,22.08056065305409 
 05/29  06:50:00,21.1,22.107080928401904 
 05/29  07:00:00,21.1,22.10379771860073 
 05/29  07:10:00,21.1,22.130679333225964 
 05/29  07:20:00,21.2,22.20448132087195 
 05/29  07:30:00,21.4,22.367296541570377 
 05/29  07:40:00,21.5,22.381222952822279 
 05/29  07:50:00,21.8,22.38112222721879 
 05/29  08:00:00,22.1,22.38413837781913 
 05/29  08:10:00,22.2,22.475737441224298 
 05/29  08:20:00,22.3,22.57800485341376 
 05/29  08:30:00,22.2,22.505597532827854 
 05/29  08:40:00,22.3,22.46866592603602 
 05/29  08:50:00,22.5,22.601896943702127 
 05/29  09:00:00,22.6,22.745774822401143 
 05/29  09:10:00,22.7,22.845381177519625 
 05/29  09:20:00,22.8,22.91866324590519 
 05/29  09:30:00,23.4,23.28062621048417 
 05/29  09:40:00,23.6,23.600277696310934 
 05/29  09:50:00,24.5,24.099719731470754 
 05/29  10:00:00,25.6,24.635191157818555 
 05/29  10:10:00,25.5,25.10538838217507 
 05/29  10:20:00,25.1,24.97551124485311 
 05/29  10:30:00,24.8,24.699838932198774 
 05/29  10:40:00,25.6,25.174511456988314 
 05/29  10:50:00,25.9,25.087060820029437 
 05/29  11:00:00,27.5,26.859098670911455 
 05/29  11:10:00,26.8,26.439965093199296 
 05/29  11:20:00,25.4,25.458103658984265 
 05/29  11:30:00,26.0,25.812744576848844 
 05/29  11:40:00,27.0,26.427602488995715 
 05/29  11:50:00,27.2,26.6212693566478 
 05/29  12:00:00,27.4,26.85873820084653 
 05/29  12:10:00,27.3,26.92350832729433 
 05/29  12:20:00,27.5,26.804370997090069 
 05/29  12:30:00,27.7,27.267740270760979 
 05/29  12:40:00,27.7,27.37163880093758 
 05/29  12:50:00,27.9,27.4693169110241 
 05/29  13:00:00,28.2,27.611212173929198 
 05/29  13:10:00,28.2,27.750441589677267 
 05/29  13:20:00,29.3,28.0451217687677 
 05/29  13:30:00,29.4,28.081999116780936 
 05/29  13:40:00,28.7,27.73456949650342 
 05/29  13:50:00,29.0,28.112793250736546 
 05/29  14:00:00,28.8,28.235178037036137 
 05/29  14:10:00,28.4,27.627919010399898 
 05/29  14:20:00,28.4,28.05189751073749 
 05/29  14:30:00,29.1,28.19259955312199 
 05/29  14:40:00,29.6,28.72961376174644 
 05/29  14:50:00,29.5,28.950179558473719 
 05/29  15:00:00,28.9,28.397143392449885 
 05/29  15:10:00,29.3,28.46241355669015 
 05/29  15:20:00,29.3,28.651328379406239 
 05/29  15:30:00,29.7,28.518563860644734 
 05/29  15:40:00,30.0,29.054239558892989 
 05/29  15:50:00,31.0,29.95758020903682 
 05/29  16:00:00,30.7,28.722969362110747 
 05/29  16:10:00,30.6,28.50456188122657 
 05/29  16:20:00,30.5,28.1955548619214 
 05/29  16:30:00,30.4,28.170567869629346 
 05/29  16:40:00,30.3,28.40345561767216 
 05/29  16:50:00,30.4,28.48661555837254 
 05/29  17:00:00,30.6,28.572145783188714 
 05/29  17:10:00,31.1,29.049678200535916 
 05/29  17:20:00,30.9,29.497517608221835 
 05/29  17:30:00,30.9,28.81954374598794 
 05/29  17:40:00,30.3,28.48754349222148 
 05/29  17:50:00,30.1,28.239981690544938 
 05/29  18:00:00,30.0,28.37427478977897 
 05/29  18:10:00,30.1,28.275606464380148 
 05/29  18:20:00,29.7,28.033055853395035 
 05/29  18:30:00,29.8,28.131972414037209 
 05/29  18:40:00,29.4,28.182924231051776 
 05/29  18:50:00,29.4,27.933686660188106 
 05/29  19:00:00,29.4,27.89892793006647 
 05/29  19:10:00,29.3,28.3431594765568 
 05/29  19:20:00,29.2,28.265356823220267 
 05/29  19:30:00,29.0,28.55086803226488 
 05/29  19:40:00,28.7,28.355026562319869 
 05/29  19:50:00,28.6,28.10465186455976 
 05/29  20:00:00,28.4,27.906768426106038 
 05/29  20:10:00,28.2,27.84887268511852 
 05/29  20:20:00,28.2,27.915086225437407 
 05/29  20:30:00,28.1,27.692351133858744 
 05/29  20:40:00,28.0,27.46410340449449 
 05/29  20:50:00,27.8,27.329863959508964 
 05/29  21:00:00,27.6,27.201359273884497 
 05/29  21:10:00,27.4,26.963776933990937 
 05/29  21:20:00,27.3,26.645307214105679 
 05/29  21:30:00,27.4,26.500042650384743 
 05/29  21:40:00,27.4,26.50261870994179 
 05/29  21:50:00,27.3,26.605404066877303 
 05/29  22:00:00,27.2,26.629634657556328 
 05/29  22:10:00,27.2,26.867649660901234 
 05/29  22:20:00,27.2,26.746212270905678 
 05/29  22:30:00,26.9,26.69899279804263 
 05/29  22:40:00,26.4,26.308409559795988 
 05/29  22:50:00,26.1,26.008818175673004 
 05/29  23:00:00,25.9,25.83649387178616 
 05/29  23:10:00,25.6,25.619351706654446 
 05/29  23:20:00,25.5,25.491052423719319 
 05/29  23:30:00,25.2,25.30149341420227 
 05/29  23:40:00,24.9,25.034667972040734 
 05/29  23:50:00,25.0,25.075757106738373 
 05/29  24:00:00,24.9,25.06562219624131 
 05/30  00:10:00,24.7,24.903080274154946 
 05/30  00:20:00,24.7,24.845022016005229 
 05/30  00:30:00,24.7,24.841551847389348 
 05/30  00:40:00,24.5,24.758525763789089 
 05/30  00:50:00,24.4,24.620462088761785 
 05/30  01:00:00,24.3,24.612326237843605 
 05/30  01:10:00,24.2,24.543380413044138 
 05/30  01:20:00,24.1,24.52018176963511 
 05/30  01:30:00,24.0,24.545991035528119 
 05/30  01:40:00,23.6,24.388040433617037 
 05/30  01:50:00,23.7,24.277710097804847 
 05/30  02:00:00,23.5,24.194047028140838 
 05/30  02:10:00,23.4,24.177074044306179 
 05/30  02:20:00,23.3,23.925620167996095 
 05/30  02:30:00,23.0,23.715510988086544 
 05/30  02:40:00,22.8,23.597298559104766 
 05/30  02:50:00,22.8,23.449366349221849 
 05/30  03:00:00,22.8,23.396890807547974 
 05/30  03:10:00,22.7,23.46046236841413 
 05/30  03:20:00,23.2,23.61076575668502 
 05/30  03:30:00,23.1,23.82315667018574 
 05/30  03:40:00,22.9,23.638288289631313 
 05/30  03:50:00,22.7,23.35198644127817 
 05/30  04:00:00,22.5,23.177177917263728 
 05/30  04:10:00,22.6,23.42584857376322 
 05/30  04:20:00,22.5,23.482538978074119 
 05/30  04:30:00,22.2,23.30188375564911 
 05/30  04:40:00,22.0,22.98619741084451 
 05/30  04:50:00,21.8,22.723564260738745 
 05/30  05:00:00,21.6,22.5209187611891 
 05/30  05:10:00,21.5,22.53504272585839 
 05/30  05:20:00,21.5,22.471825389030966 
 05/30  05:30:00,21.7,22.475657090429129 
 05/30  05:40:00,21.5,22.359663411334095 
 05/30  05:50:00,21.4,22.286320861021868 
 05/30  06:00:00,21.7,22.48412988275476 
 05/30  06:10:00,21.8,22.767472462481064 
 05/30  06:20:00,21.7,22.711237783188026 
 05/30  06:30:00,21.6,22.589969092043103 
 05/30  06:40:00,21.6,22.593074000010558 
 05/30  06:50:00,21.7,22.648467358027266 
 05/30  07:00:00,22.0,22.770694088508614 
 05/30  07:10:00,22.2,22.830093959667005 
 05/30  07:20:00,22.4,22.918172689317215 
 05/30  07:30:00,22.6,22.994671705240437 
 05/30  07:40:00,22.6,23.06494896550882 
 05/30  07:50:00,22.8,23.049713638688343 
 05/30  08:00:00,22.8,22.987370237132816 
 05/30  08:10:00,23.2,23.172481681346125 
 05/30  08:20:00,23.4,23.389483551865067 
 05/30  08:30:00,23.7,23.560323548596089 
 05/30  08:40:00,24.1,23.731586047054095 
 05/30  08:50:00,24.9,24.072173448481324 
 05/30  09:00:00,25.3,24.47651469068584 
 05/30  09:10:00,26.3,24.884744181348517 
 05/30  09:20:00,26.7,25.86264113683963 
 05/30  09:30:00,26.8,25.21838521692936 
 05/30  09:40:00,26.5,25.08067203527211 
 05/30  09:50:00,26.8,25.610512163100876 
 05/30  10:00:00,26.8,26.025834574902846 
 05/30  10:10:00,27.3,25.913605220891595 
 05/30  10:20:00,27.6,26.504824041159915 
 05/30  10:30:00,27.0,26.51431839578483 
 05/30  10:40:00,27.7,26.782108606258058 
 05/30  10:50:00,28.2,26.97107987351814 
 05/30  11:00:00,28.2,27.293529274292508 
 05/30  11:10:00,27.9,26.4564837085637 
 05/30  11:20:00,28.2,27.192319466491094 
 05/30  11:30:00,28.5,26.92845045131083 
 05/30  11:40:00,28.6,27.695668768263049 
 05/30  11:50:00,28.9,28.025073722009524 
 05/30  12:00:00,29.4,28.10565786651579 
 05/30  12:10:00,29.7,28.9980439732297 
 05/30  12:20:00,29.3,28.44861850292518 
 05/30  12:30:00,29.3,28.264796621262435 
 05/30  12:40:00,29.6,28.872065677118287 
 05/30  12:50:00,29.8,28.77341727985038 
 05/30  13:00:00,29.1,28.332675667429294 
 05/30  13:10:00,30.3,29.20067288145869 
 05/30  13:20:00,30.4,29.323467165959398 
 05/30  13:30:00,31.0,29.715076710530448 
 05/30  13:40:00,30.7,29.977870146569538 
 05/30  13:50:00,30.7,30.01671804249925 
 05/30  14:00:00,30.7,30.020335494181884 
 05/30  14:10:00,30.6,29.213116334931344 
 05/30  14:20:00,30.4,29.038568516026513 
 05/30  14:30:00,31.6,30.520017112841143 
 05/30  14:40:00,31.8,29.449726728068549 
 05/30  14:50:00,32.0,30.130469865267786 
 05/30  15:00:00,32.9,30.748029380268759 
 05/30  15:10:00,33.0,30.654101018582364 
 05/30  15:20:00,32.7,31.45337121565335 
 05/30  15:30:00,32.5,31.373726337803327 
 05/30  15:40:00,32.6,31.146250583485697 
 05/30  15:50:00,32.4,30.028525626869859 
 05/30  16:00:00,32.6,31.08254084778335 
 05/30  16:10:00,32.3,30.16382082984793 
 05/30  16:20:00,32.6,31.15092365169854 
 05/30  16:30:00,33.2,31.36937574715299 
 05/30  16:40:00,33.4,31.50806623247757 
 05/30  16:50:00,32.6,30.947314266499867 
 05/30  17:00:00,32.7,30.993264095807719 
 05/30  17:10:00,32.7,31.179811564283587 
 05/30  17:20:00,32.1,29.92176945745072 
 05/30  17:30:00,32.0,30.550293102427543 
 05/30  17:40:00,32.0,31.096561054834188 
 05/30  17:50:00,32.0,30.21085311685112 
 05/30  18:00:00,32.5,30.36252050850615 
 05/30  18:10:00,32.5,30.734967665674664 
 05/30  18:20:00,32.1,31.258294024282564 
 05/30  18:30:00,31.1,29.9333788291435 
 05/30  18:40:00,30.9,30.00731453462199 
 05/30  18:50:00,30.8,30.363869150245809 
 05/30  19:00:00,30.6,30.20508477122772 
 05/30  19:10:00,30.4,30.033121168882567 
 05/30  19:20:00,30.2,29.656142001661907 
 05/30  19:30:00,30.1,29.481794094830105 
 05/30  19:40:00,27.8,27.828483846147589 
 05/30  19:50:00,23.6,24.099597161100605 
 05/30  20:00:00,19.1,21.312464435125169 
 05/30  20:10:00,18.6,21.52363941827187 
 05/30  20:20:00,18.1,19.486346003577617 
 05/30  20:30:00,18.1,19.786323052572557 
 05/30  20:40:00,18.2,20.572804468340985 
 05/30  20:50:00,18.5,21.355028779000148 
 05/30  21:00:00,18.5,20.272117045000966 
 05/30  21:10:00,18.7,19.88946112649964 
 05/30  21:20:00,18.9,20.94640060854335 
 05/30  21:30:00,18.7,20.26999992688998 
 05/30  21:40:00,18.8,20.179048546419087 
 05/30  21:50:00,18.3,21.132313839884607 
 05/30  22:00:00,18.2,19.173581672306118 
 05/30  22:10:00,18.1,19.78041143626817 
 05/30  22:20:00,18.3,20.806640111035727 
 05/30  22:30:00,18.5,20.763088944061175 
 05/30  22:40:00,18.6,20.37977131563389 
 05/30  22:50:00,18.6,20.262103875954926 
 05/30  23:00:00,18.4,20.292149173778318 
 05/30  23:10:00,18.3,19.22495393467429 
 05/30  23:20:00,18.1,19.268795574586293 
 05/30  23:30:00,18.1,19.261663837509415 
 05/30  23:40:00,18.0,19.761452062600868 
 05/30  23:50:00,18.0,19.99611968875311 
 05/30  24:00:00,17.9,20.18519924314392 
 05/31  00:10:00,17.9,19.785903461649906 
 05/31  00:20:00,17.9,20.20159982699684 
 05/31  00:30:00,18.0,20.010126019881189 
 05/31  00:40:00,18.1,20.364255262589468 
 05/31  00:50:00,18.0,20.260886051857747 
 05/31  01:00:00,18.0,19.981596258718584 
 05/31  01:10:00,18.1,19.848190271581087 
 05/31  01:20:00,18.0,19.974411877293556 
 05/31  01:30:00,18.1,20.271909612205837 
 05/31  01:40:00,18.2,20.355311644904455 
 05/31  01:50:00,18.3,20.156744481565867 
 05/31  02:00:00,18.4,20.23905241583577 
 05/31  02:10:00,18.4,20.084646730619978 
 05/31  02:20:00,18.4,20.01455535021501 
 05/31  02:30:00,18.4,19.886512097631134 
 05/31  02:40:00,18.3,19.636812795965257 
 05/31  02:50:00,18.3,19.843789065146848 
 05/31  03:00:00,18.3,20.10054163885954 
 05/31  03:10:00,18.4,20.09762234284419 
 05/31  03:20:00,18.5,20.091038718385219 
 05/31  03:30:00,18.5,20.21344391708858 
 05/31  03:40:00,18.4,20.16051933333902 
 05/31  03:50:00,18.4,20.098973098281119 
 05/31  04:00:00,18.4,20.09396505533458 
 05/31  04:10:00,18.4,20.04290578662497 
 05/31  04:20:00,18.4,20.049604744591613 
 05/31  04:30:00,18.4,20.05300436635417 
