Date/Time,THERMAL ZONE: JORGE:Zone Mean Air Temperature [C](TimeStep),JORGE:Zone Thermal Comfort Fanger Model PMV [](TimeStep),JORGE:Zone Thermal Comfort Fanger Model PPD [%](TimeStep) 
 05/03  00:10:00,26.829348288850349,-0.670091993256957,14.435169804118118 
 05/03  00:20:00,26.66393011697363,-0.7256962365470105,16.083373895668715 
 05/03  00:30:00,26.573475041519264,-0.7592596882268138,17.142678186604074 
 05/03  00:40:00,26.53352249356452,-0.7834812849928825,17.93707677905364 
 05/03  00:50:00,26.507423461345316,-0.8019933484163191,18.56104002909177 
 05/03  01:00:00,26.4710369194125,-0.8239638640142948,19.32037244627209 
 05/03  01:10:00,26.42753878950725,-0.8481978831419217,20.181437905795677 
 05/03  01:20:00,26.39966976753162,-0.8661308020252723,20.834365079665007 
 05/03  01:30:00,26.337400533649175,-0.8974228291250168,22.005436306847316 
 05/03  01:40:00,26.31720888012558,-0.9107791338772729,22.517449968817247 
 05/03  01:50:00,26.30128301058569,-0.9221919588969315,22.960671512313767 
 05/03  02:00:00,26.281097575622917,-0.9375096717409402,23.56374905263982 
 05/03  02:10:00,26.25589435506182,-0.9552338139615603,24.273202582228096 
 05/03  02:20:00,26.24119063555676,-0.9651772462818236,24.67662564566706 
 05/03  02:30:00,26.218608271815716,-0.9780384613745308,25.20414280176493 
 05/03  02:40:00,26.181591874079215,-0.9995552013527232,26.1009251933868 
 05/03  02:50:00,26.15356922735728,-1.0143998432619713,26.729883917442338 
 05/03  03:00:00,26.12332390326718,-1.0347329727265454,27.60475374834668 
 05/03  03:10:00,26.091575111375378,-1.0538456464389768,28.440955987437336 
 05/03  03:20:00,26.066175408272487,-1.068626660373989,29.096670965781088 
 05/03  03:30:00,26.04241430599305,-1.0864238035274403,29.896434747773087 
 05/03  03:40:00,25.976252235904278,-1.1197980568778059,31.42557664345287 
 05/03  03:50:00,25.894886305656436,-1.1620463273603646,33.41395657049165 
 05/03  04:00:00,25.840943735744788,-1.1877884320918715,34.65283951496767 
 05/03  04:10:00,25.805239419255928,-1.2131611184555822,35.893110350838288 
 05/03  04:20:00,25.797551721646245,-1.222713102606099,36.364766185183189 
 05/03  04:30:00,25.792389209287259,-1.2282885620520892,36.641232771229528 
 05/03  04:40:00,25.777851158616718,-1.239289731608567,37.189205292602199 
 05/03  04:50:00,25.775495433743104,-1.242890376794783,37.369254339516569 
 05/03  05:00:00,25.732243783425426,-1.270879989354406,38.78022486477932 
 05/03  05:10:00,25.688399170692756,-1.2930371460182409,39.91079000733703 
 05/03  05:20:00,25.59464536257586,-1.3429749591660836,42.4987633050683 
 05/03  05:30:00,25.530801419858539,-1.371766581975371,44.01316230048686 
 05/03  05:40:00,25.452311791483678,-1.4180444178119829,46.47581875717081 
 05/03  05:50:00,25.39040000889554,-1.4462175186817177,47.98926273703121 
 05/03  06:00:00,25.346018707911996,-1.4723116566327744,49.39858313012971 
 05/03  06:10:00,25.332549633916626,-1.4825728841671975,49.954416778358517 
 05/03  06:20:00,25.353145053309278,-1.478332847072695,49.724641513896639 
 05/03  06:30:00,25.34830051602144,-1.4882866775899724,50.264265405658949 
 05/03  06:40:00,25.293388254038548,-1.5188924059039085,51.92732821424742 
 05/03  06:50:00,25.25815431532046,-1.5313803070206929,52.60712284184212 
 05/03  07:00:00,25.321215876604144,-1.4987020900705626,50.829635886960009 
 05/03  07:10:00,25.39230629335763,-1.4745978137446688,49.522348373818157 
 05/03  07:20:00,25.384665964610045,-1.476799426557818,49.64157658930773 
 05/03  07:30:00,25.44318463509505,-1.4452435726651379,47.9367909804241 
 05/03  07:40:00,25.54584924525424,-1.4006982762740644,45.54902642489701 
 05/03  07:50:00,25.679329817235705,-1.3416487330972447,42.42937405226833 
 05/03  08:00:00,25.836487301869015,-1.2707941232916949,38.775866360412148 
 05/03  08:10:00,25.956012137534406,-1.1983301500760389,35.16588460103607 
