Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep) 
 05/19  16:30:00,34.4,148.2 
 05/19  16:40:00,34.1,140.0 
 05/19  16:50:00,33.6,160.5 
 05/19  17:00:00,33.9,165.7 
 05/19  17:10:00,33.5,161.9 
 05/19  17:20:00,33.8,158.6 
 05/19  17:30:00,34.7,154.8 
 05/19  17:40:00,34.9,142.8 
 05/19  17:50:00,34.7,121.5 
 05/19  18:00:00,34.4,102.0 
 05/19  18:10:00,33.9,92.4 
 05/19  18:20:00,33.9,95.1 
 05/19  18:30:00,34.0,88.3 
 05/19  18:40:00,34.3,69.2 
 05/19  18:50:00,34.0,44.04 
 05/19  19:00:00,33.3,29.83 
 05/19  19:10:00,33.1,0.0 
 05/19  19:20:00,33.0,0.0 
 05/19  19:30:00,32.9,0.0 
 05/19  19:40:00,32.5,0.0 
 05/19  19:50:00,32.2,0.0 
 05/19  20:00:00,31.7,0.0 
 05/19  20:10:00,30.6,0.0 
 05/19  20:20:00,30.4,0.0 
 05/19  20:30:00,29.9,0.0 
 05/19  20:40:00,29.4,0.0 
 05/19  20:50:00,29.3,0.0 
 05/19  21:00:00,29.3,0.0 
 05/19  21:10:00,29.4,0.0 
 05/19  21:20:00,29.6,0.0 
 05/19  21:30:00,29.8,0.0 
 05/19  21:40:00,29.5,0.0 
 05/19  21:50:00,27.9,0.0 
 05/19  22:00:00,27.6,0.0 
 05/19  22:10:00,28.3,0.0 
 05/19  22:20:00,27.4,0.0 
 05/19  22:30:00,25.6,0.0 
 05/19  22:40:00,24.9,0.0 
 05/19  22:50:00,24.6,0.0 
 05/19  23:00:00,24.3,0.0 
 05/19  23:10:00,24.5,0.0 
 05/19  23:20:00,24.5,0.0 
 05/19  23:30:00,24.8,0.0 
 05/19  23:40:00,25.1,0.0 
 05/19  23:50:00,24.9,0.0 
 05/19  24:00:00,24.9,0.0 
 05/20  00:10:00,25.3,0.0 
 05/20  00:20:00,25.4,0.0 
 05/20  00:30:00,25.6,0.0 
 05/20  00:40:00,25.5,0.0 
 05/20  00:50:00,25.6,0.0 
 05/20  01:00:00,25.9,0.0 
 05/20  01:10:00,26.1,0.0 
 05/20  01:20:00,26.0,0.0 
 05/20  01:30:00,26.0,0.0 
 05/20  01:40:00,26.1,0.0 
 05/20  01:50:00,26.0,0.0 
 05/20  02:00:00,25.8,0.0 
 05/20  02:10:00,25.8,0.0 
 05/20  02:20:00,25.8,0.0 
 05/20  02:30:00,25.5,0.0 
 05/20  02:40:00,25.4,0.0 
 05/20  02:50:00,25.2,0.0 
 05/20  03:00:00,24.6,0.0 
 05/20  03:10:00,24.6,0.0 
 05/20  03:20:00,24.5,0.0 
 05/20  03:30:00,24.3,0.0 
 05/20  03:40:00,24.1,0.0 
 05/20  03:50:00,24.0,0.0 
 05/20  04:00:00,23.7,0.0 
 05/20  04:10:00,23.5,0.0 
 05/20  04:20:00,23.4,0.0 
 05/20  04:30:00,23.4,0.0 
 05/20  04:40:00,23.5,0.0 
 05/20  04:50:00,23.6,0.0 
 05/20  05:00:00,23.7,0.0 
 05/20  05:10:00,23.6,0.0 
 05/20  05:20:00,23.7,0.0 
 05/20  05:30:00,23.8,0.0 
 05/20  05:40:00,23.7,0.0 
 05/20  05:50:00,23.6,0.0 
 05/20  06:00:00,23.7,0.0 
 05/20  06:10:00,23.6,0.0 
 05/20  06:20:00,23.3,0.936 
 05/20  06:30:00,23.1,8.39 
 05/20  06:40:00,23.3,15.71 
 05/20  06:50:00,23.4,25.54 
 05/20  07:00:00,23.2,37.04 
 05/20  07:10:00,23.4,49.35 
 05/20  07:20:00,24.0,62.03 
 05/20  07:30:00,24.1,73.95 
 05/20  07:40:00,24.6,84.3 
 05/20  07:50:00,25.3,93.2 
 05/20  08:00:00,26.0,102.1 
 05/20  08:10:00,26.7,112.1 
 05/20  08:20:00,26.9,122.4 
 05/20  08:30:00,27.0,133.2 
 05/20  08:40:00,27.7,143.2 
 05/20  08:50:00,27.3,152.3 
 05/20  09:00:00,27.2,159.8 
 05/20  09:10:00,27.8,167.2 
 05/20  09:20:00,27.6,175.1 
 05/20  09:30:00,28.0,180.6 
 05/20  09:40:00,27.4,185.8 
 05/20  09:50:00,27.5,191.1 
 05/20  10:00:00,27.8,196.6 
 05/20  10:10:00,27.6,199.3 
 05/20  10:20:00,28.4,198.2 
 05/20  10:30:00,28.9,196.7 
 05/20  10:40:00,29.1,196.6 
 05/20  10:50:00,29.4,196.1 
 05/20  11:00:00,28.8,196.6 
 05/20  11:10:00,28.8,195.7 
 05/20  11:20:00,29.1,196.1 
 05/20  11:30:00,29.4,196.5 
 05/20  11:40:00,30.2,197.2 
 05/20  11:50:00,30.4,198.7 
 05/20  12:00:00,31.3,199.5 
 05/20  12:10:00,31.3,201.3 
 05/20  12:20:00,31.3,204.5 
 05/20  12:30:00,31.2,206.9 
 05/20  12:40:00,31.4,209.6 
 05/20  12:50:00,30.9,212.8 
 05/20  13:00:00,31.4,214.9 
 05/20  13:10:00,32.5,217.8 
 05/20  13:20:00,33.3,219.9 
 05/20  13:30:00,33.4,221.9 
 05/20  13:40:00,32.5,225.4 
 05/20  13:50:00,32.6,224.8 
 05/20  14:00:00,32.2,223.6 
 05/20  14:10:00,33.1,223.7 
 05/20  14:20:00,33.5,221.7 
 05/20  14:30:00,33.2,219.2 
 05/20  14:40:00,33.9,216.6 
 05/20  14:50:00,34.7,215.2 
 05/20  15:00:00,34.6,212.4 
 05/20  15:10:00,34.6,210.6 
 05/20  15:20:00,34.5,209.4 
 05/20  15:30:00,34.7,208.8 
 05/20  15:40:00,35.0,204.3 
 05/20  15:50:00,35.0,197.9 
 05/20  16:00:00,34.4,194.2 
 05/20  16:10:00,35.0,192.6 
 05/20  16:20:00,34.8,191.6 
 05/20  16:30:00,35.2,189.0 
 05/20  16:40:00,34.9,185.2 
 05/20  16:50:00,34.9,177.7 
 05/20  17:00:00,35.8,164.6 
 05/20  17:10:00,35.0,112.2 
 05/20  17:20:00,34.2,81.5 
 05/20  17:30:00,34.2,105.8 
 05/20  17:40:00,34.6,135.5 
 05/20  17:50:00,34.7,146.4 
 05/20  18:00:00,34.8,142.6 
 05/20  18:10:00,35.0,125.6 
 05/20  18:20:00,34.9,102.7 
 05/20  18:30:00,34.5,76.28 
 05/20  18:40:00,33.9,38.45 
 05/20  18:50:00,33.7,13.07 
 05/20  19:00:00,33.5,4.578 
 05/20  19:10:00,33.3,0.0 
 05/20  19:20:00,33.2,0.0 
 05/20  19:30:00,33.0,0.0 
 05/20  19:40:00,32.7,0.0 
 05/20  19:50:00,32.0,0.0 
 05/20  20:00:00,31.0,0.0 
 05/20  20:10:00,30.7,0.0 
 05/20  20:20:00,30.8,0.0 
 05/20  20:30:00,30.8,0.0 
 05/20  20:40:00,30.9,0.0 
 05/20  20:50:00,30.9,0.0 
 05/20  21:00:00,31.1,0.0 
 05/20  21:10:00,30.9,0.0 
 05/20  21:20:00,30.9,0.0 
 05/20  21:30:00,30.6,0.0 
 05/20  21:40:00,30.1,0.0 
 05/20  21:50:00,29.3,0.0 
 05/20  22:00:00,28.8,0.0 
 05/20  22:10:00,28.5,0.0 
 05/20  22:20:00,28.3,0.0 
 05/20  22:30:00,28.2,0.0 
 05/20  22:40:00,28.0,0.0 
 05/20  22:50:00,27.8,0.0 
 05/20  23:00:00,27.7,0.0 
 05/20  23:10:00,27.6,0.0 
 05/20  23:20:00,27.7,0.0 
 05/20  23:30:00,27.6,0.0 
 05/20  23:40:00,27.6,0.0 
 05/20  23:50:00,27.2,0.0 
 05/20  24:00:00,27.0,0.0 
 05/21  00:10:00,27.0,0.0 
 05/21  00:20:00,26.9,0.0 
 05/21  00:30:00,26.8,0.0 
 05/21  00:40:00,26.6,0.0 
 05/21  00:50:00,26.2,0.0 
 05/21  01:00:00,26.1,0.0 
 05/21  01:10:00,26.0,0.0 
 05/21  01:20:00,26.1,0.0 
 05/21  01:30:00,26.2,0.0 
 05/21  01:40:00,26.0,0.0 
 05/21  01:50:00,25.8,0.0 
 05/21  02:00:00,25.6,0.0 
 05/21  02:10:00,25.4,0.0 
 05/21  02:20:00,25.3,0.0 
 05/21  02:30:00,25.1,0.0 
 05/21  02:40:00,24.8,0.0 
 05/21  02:50:00,24.6,0.0 
 05/21  03:00:00,24.5,0.0 
 05/21  03:10:00,24.1,0.0 
 05/21  03:20:00,23.9,0.0 
 05/21  03:30:00,23.5,0.0 
 05/21  03:40:00,23.6,0.0 
 05/21  03:50:00,23.1,0.0 
 05/21  04:00:00,23.2,0.0 
 05/21  04:10:00,22.8,0.0 
 05/21  04:20:00,22.5,0.0 
 05/21  04:30:00,22.7,0.0 
 05/21  04:40:00,22.4,0.0 
 05/21  04:50:00,22.3,0.0 
 05/21  05:00:00,22.3,0.0 
 05/21  05:10:00,22.4,0.0 
 05/21  05:20:00,22.8,0.0 
 05/21  05:30:00,22.4,0.0 
 05/21  05:40:00,22.3,0.0 
 05/21  05:50:00,22.3,0.0 
 05/21  06:00:00,22.5,0.0 
 05/21  06:10:00,22.4,0.0 
 05/21  06:20:00,22.5,0.904 
 05/21  06:30:00,22.6,8.12 
 05/21  06:40:00,22.6,18.04 
 05/21  06:50:00,22.9,29.69 
 05/21  07:00:00,23.2,41.96 
 05/21  07:10:00,23.4,53.73 
 05/21  07:20:00,23.4,65.72 
 05/21  07:30:00,24.0,76.85 
 05/21  07:40:00,24.9,87.2 
 05/21  07:50:00,25.1,96.9 
 05/21  08:00:00,24.9,106.0 
 05/21  08:10:00,25.4,115.0 
 05/21  08:20:00,25.8,122.9 
 05/21  08:30:00,25.8,131.2 
 05/21  08:40:00,26.6,139.1 
 05/21  08:50:00,26.5,146.2 
 05/21  09:00:00,26.6,153.3 
 05/21  09:10:00,26.9,159.4 
 05/21  09:20:00,27.2,164.0 
 05/21  09:30:00,27.5,170.2 
 05/21  09:40:00,27.7,176.1 
 05/21  09:50:00,27.4,182.0 
 05/21  10:00:00,27.7,188.1 
 05/21  10:10:00,28.5,196.1 
 05/21  10:20:00,28.2,200.5 
 05/21  10:30:00,27.7,205.6 
 05/21  10:40:00,28.1,211.7 
 05/21  10:50:00,28.8,218.5 
 05/21  11:00:00,29.3,223.6 
 05/21  11:10:00,29.2,229.6 
 05/21  11:20:00,29.5,236.3 
 05/21  11:30:00,30.2,242.1 
 05/21  11:40:00,30.1,245.5 
 05/21  11:50:00,30.8,245.9 
 05/21  12:00:00,31.5,244.8 
 05/21  12:10:00,30.8,246.7 
 05/21  12:20:00,31.3,248.3 
 05/21  12:30:00,31.7,250.4 
 05/21  12:40:00,31.5,248.5 
 05/21  12:50:00,31.1,244.7 
 05/21  13:00:00,31.4,241.3 
 05/21  13:10:00,31.9,242.1 
 05/21  13:20:00,32.6,248.2 
 05/21  13:30:00,32.7,249.3 
 05/21  13:40:00,32.8,248.4 
 05/21  13:50:00,33.6,245.4 
 05/21  14:00:00,34.7,246.6 
 05/21  14:10:00,33.9,250.8 
 05/21  14:20:00,33.9,253.0 
 05/21  14:30:00,33.6,253.0 
 05/21  14:40:00,33.8,255.8 
 05/21  14:50:00,33.7,257.6 
 05/21  15:00:00,33.7,257.2 
 05/21  15:10:00,34.2,255.8 
 05/21  15:20:00,34.4,253.5 
 05/21  15:30:00,34.1,249.1 
 05/21  15:40:00,34.8,248.8 
 05/21  15:50:00,34.5,235.2 
 05/21  16:00:00,35.1,226.0 
 05/21  16:10:00,35.5,218.0 
 05/21  16:20:00,35.7,210.2 
 05/21  16:30:00,35.5,203.2 
 05/21  16:40:00,35.8,195.4 
 05/21  16:50:00,35.5,187.4 
 05/21  17:00:00,35.1,177.1 
 05/21  17:10:00,36.0,165.7 
 05/21  17:20:00,35.4,153.7 
 05/21  17:30:00,36.0,137.7 
 05/21  17:40:00,35.9,131.7 
 05/21  17:50:00,35.6,138.5 
 05/21  18:00:00,35.5,147.5 
 05/21  18:10:00,35.2,90.3 
 05/21  18:20:00,35.0,62.76 
 05/21  18:30:00,34.6,58.03 
 05/21  18:40:00,34.5,47.4 
 05/21  18:50:00,34.3,32.89 
 05/21  19:00:00,34.2,15.8 
 05/21  19:10:00,34.0,0.0 
 05/21  19:20:00,33.8,0.0 
 05/21  19:30:00,33.6,0.0 
 05/21  19:40:00,33.3,0.0 
 05/21  19:50:00,33.1,0.0 
 05/21  20:00:00,33.0,0.0 
 05/21  20:10:00,32.8,0.0 
 05/21  20:20:00,31.5,0.0 
 05/21  20:30:00,27.2,0.0 
 05/21  20:40:00,25.1,0.0 
 05/21  20:50:00,22.1,0.0 
 05/21  21:00:00,21.1,0.0 
 05/21  21:10:00,21.3,0.0 
 05/21  21:20:00,21.8,0.0 
 05/21  21:30:00,21.9,0.0 
 05/21  21:40:00,21.2,0.0 
 05/21  21:50:00,20.9,0.0 
 05/21  22:00:00,21.2,0.0 
 05/21  22:10:00,21.5,0.0 
 05/21  22:20:00,22.0,0.0 
 05/21  22:30:00,21.4,0.0 
 05/21  22:40:00,21.1,0.0 
 05/21  22:50:00,20.5,0.0 
 05/21  23:00:00,20.5,0.0 
 05/21  23:10:00,20.6,0.0 
 05/21  23:20:00,20.9,0.0 
 05/21  23:30:00,21.6,0.0 
 05/21  23:40:00,22.5,0.0 
 05/21  23:50:00,22.5,0.0 
 05/21  24:00:00,22.7,0.0 
 05/22  00:10:00,22.6,0.0 
 05/22  00:20:00,22.2,0.0 
 05/22  00:30:00,21.4,0.0 
 05/22  00:40:00,21.5,0.0 
 05/22  00:50:00,21.8,0.0 
 05/22  01:00:00,21.5,0.0 
 05/22  01:10:00,21.1,0.0 
 05/22  01:20:00,21.0,0.0 
 05/22  01:30:00,20.5,0.0 
 05/22  01:40:00,19.7,0.0 
 05/22  01:50:00,19.5,0.0 
 05/22  02:00:00,19.2,0.0 
 05/22  02:10:00,19.3,0.0 
 05/22  02:20:00,19.3,0.0 
 05/22  02:30:00,19.3,0.0 
 05/22  02:40:00,19.3,0.0 
 05/22  02:50:00,19.3,0.0 
 05/22  03:00:00,19.2,0.0 
 05/22  03:10:00,19.4,0.0 
 05/22  03:20:00,19.2,0.0 
 05/22  03:30:00,19.4,0.0 
 05/22  03:40:00,19.4,0.0 
 05/22  03:50:00,19.1,0.0 
 05/22  04:00:00,19.2,0.0 
 05/22  04:10:00,19.2,0.0 
 05/22  04:20:00,19.3,0.0 
 05/22  04:30:00,18.8,0.0 
 05/22  04:40:00,19.3,0.0 
 05/22  04:50:00,19.2,0.0 
 05/22  05:00:00,18.6,0.0 
 05/22  05:10:00,18.5,0.0 
 05/22  05:20:00,18.5,0.0 
 05/22  05:30:00,18.7,0.0 
 05/22  05:40:00,18.8,0.0 
 05/22  05:50:00,19.1,0.0 
 05/22  06:00:00,18.9,0.0 
 05/22  06:10:00,18.7,0.0 
 05/22  06:20:00,18.7,0.863 
 05/22  06:30:00,18.8,7.755 
 05/22  06:40:00,19.0,18.33 
 05/22  06:50:00,19.1,29.61 
 05/22  07:00:00,19.4,40.47 
 05/22  07:10:00,19.6,50.85 
 05/22  07:20:00,19.4,61.04 
 05/22  07:30:00,19.9,70.3 
 05/22  07:40:00,20.3,79.22 
 05/22  07:50:00,20.8,87.3 
 05/22  08:00:00,21.5,94.6 
 05/22  08:10:00,21.9,96.4 
 05/22  08:20:00,21.9,108.7 
 05/22  08:30:00,22.3,115.3 
 05/22  08:40:00,23.2,122.1 
 05/22  08:50:00,23.4,128.4 
 05/22  09:00:00,24.1,133.0 
 05/22  09:10:00,25.0,138.2 
 05/22  09:20:00,25.5,143.5 
 05/22  09:30:00,25.0,147.9 
 05/22  09:40:00,25.7,153.6 
 05/22  09:50:00,26.0,160.3 
 05/22  10:00:00,26.6,169.4 
 05/22  10:10:00,26.6,176.2 
 05/22  10:20:00,26.7,180.8 
 05/22  10:30:00,27.1,182.6 
 05/22  10:40:00,27.3,185.0 
 05/22  10:50:00,27.4,189.5 
 05/22  11:00:00,27.3,194.3 
 05/22  11:10:00,27.6,200.1 
 05/22  11:20:00,27.6,202.5 
 05/22  11:30:00,27.3,203.7 
 05/22  11:40:00,28.2,205.2 
 05/22  11:50:00,29.1,205.4 
 05/22  12:00:00,29.4,200.2 
 05/22  12:10:00,29.8,199.5 
 05/22  12:20:00,29.7,198.7 
 05/22  12:30:00,30.0,198.4 
 05/22  12:40:00,30.4,196.4 
 05/22  12:50:00,30.5,195.3 
 05/22  13:00:00,29.7,192.9 
 05/22  13:10:00,30.4,188.5 
 05/22  13:20:00,31.1,187.4 
 05/22  13:30:00,30.8,186.6 
 05/22  13:40:00,32.3,186.4 
 05/22  13:50:00,32.2,186.9 
 05/22  14:00:00,32.4,187.8 
 05/22  14:10:00,31.5,185.1 
 05/22  14:20:00,32.7,181.7 
 05/22  14:30:00,32.5,179.1 
 05/22  14:40:00,32.8,177.0 
 05/22  14:50:00,33.1,174.9 
 05/22  15:00:00,33.2,173.2 
 05/22  15:10:00,33.7,169.0 
 05/22  15:20:00,33.5,165.9 
 05/22  15:30:00,33.4,162.8 
 05/22  15:40:00,33.3,161.5 
 05/22  15:50:00,33.8,162.2 
 05/22  16:00:00,33.7,160.8 
 05/22  16:10:00,34.1,155.5 
 05/22  16:20:00,34.0,150.3 
 05/22  16:30:00,34.9,147.8 
 05/22  16:40:00,35.3,141.8 
 05/22  16:50:00,34.5,136.3 
 05/22  17:00:00,34.4,131.7 
 05/22  17:10:00,35.1,126.4 
 05/22  17:20:00,35.3,121.5 
 05/22  17:30:00,35.1,113.7 
 05/22  17:40:00,35.0,106.4 
 05/22  17:50:00,34.7,98.0 
 05/22  18:00:00,34.8,87.3 
 05/22  18:10:00,35.6,76.44 
 05/22  18:20:00,34.2,66.45 
 05/22  18:30:00,33.9,52.95 
 05/22  18:40:00,33.7,34.62 
 05/22  18:50:00,33.2,17.74 
 05/22  19:00:00,32.9,16.32 
 05/22  19:10:00,32.5,0.0 
 05/22  19:20:00,32.3,0.0 
 05/22  19:30:00,31.9,0.0 
 05/22  19:40:00,31.4,0.0 
 05/22  19:50:00,30.6,0.0 
 05/22  20:00:00,29.8,0.0 
 05/22  20:10:00,29.7,0.0 
 05/22  20:20:00,29.2,0.0 
 05/22  20:30:00,29.0,0.0 
 05/22  20:40:00,29.0,0.0 
 05/22  20:50:00,29.2,0.0 
 05/22  21:00:00,29.2,0.0 
 05/22  21:10:00,29.0,0.0 
 05/22  21:20:00,29.1,0.0 
 05/22  21:30:00,29.0,0.0 
 05/22  21:40:00,29.4,0.0 
 05/22  21:50:00,29.4,0.0 
 05/22  22:00:00,28.8,0.0 
 05/22  22:10:00,28.6,0.0 
 05/22  22:20:00,28.6,0.0 
 05/22  22:30:00,28.5,0.0 
 05/22  22:40:00,28.5,0.0 
 05/22  22:50:00,28.4,0.0 
 05/22  23:00:00,27.9,0.0 
 05/22  23:10:00,27.5,0.0 
 05/22  23:20:00,27.5,0.0 
 05/22  23:30:00,27.6,0.0 
 05/22  23:40:00,27.4,0.0 
 05/22  23:50:00,27.1,0.0 
 05/22  24:00:00,27.2,0.0 
 05/23  00:10:00,27.2,0.0 
 05/23  00:20:00,27.5,0.0 
 05/23  00:30:00,27.3,0.0 
 05/23  00:40:00,27.6,0.0 
 05/23  00:50:00,27.5,0.0 
 05/23  01:00:00,27.3,0.0 
 05/23  01:10:00,27.2,0.0 
 05/23  01:20:00,26.9,0.0 
 05/23  01:30:00,26.6,0.0 
 05/23  01:40:00,26.3,0.0 
 05/23  01:50:00,26.1,0.0 
 05/23  02:00:00,25.9,0.0 
 05/23  02:10:00,25.8,0.0 
 05/23  02:20:00,25.6,0.0 
 05/23  02:30:00,24.8,0.0 
 05/23  02:40:00,24.4,0.0 
 05/23  02:50:00,24.1,0.0 
 05/23  03:00:00,24.1,0.0 
 05/23  03:10:00,23.8,0.0 
 05/23  03:20:00,23.6,0.0 
 05/23  03:30:00,23.8,0.0 
 05/23  03:40:00,23.6,0.0 
 05/23  03:50:00,23.9,0.0 
 05/23  04:00:00,23.7,0.0 
 05/23  04:10:00,23.5,0.0 
 05/23  04:20:00,23.4,0.0 
 05/23  04:30:00,23.4,0.0 
 05/23  04:40:00,23.1,0.0 
 05/23  04:50:00,23.3,0.0 
 05/23  05:00:00,23.1,0.0 
 05/23  05:10:00,23.3,0.0 
 05/23  05:20:00,23.3,0.0 
 05/23  05:30:00,23.4,0.0 
 05/23  05:40:00,23.4,0.0 
 05/23  05:50:00,22.7,0.0 
 05/23  06:00:00,22.2,0.0 
 05/23  06:10:00,22.2,0.0 
 05/23  06:20:00,22.1,1.418 
 05/23  06:30:00,22.1,7.437 
 05/23  06:40:00,22.2,17.62 
 05/23  06:50:00,22.0,23.89 
 05/23  07:00:00,22.2,40.51 
 05/23  07:10:00,22.5,55.52 
 05/23  07:20:00,22.8,69.59 
 05/23  07:30:00,23.6,83.4 
 05/23  07:40:00,24.1,97.5 
 05/23  07:50:00,24.4,111.0 
 05/23  08:00:00,25.5,123.1 
 05/23  08:10:00,25.9,135.5 
 05/23  08:20:00,26.1,146.1 
 05/23  08:30:00,26.3,156.2 
 05/23  08:40:00,26.5,165.6 
 05/23  08:50:00,26.9,176.2 
 05/23  09:00:00,27.3,187.8 
 05/23  09:10:00,27.2,201.0 
 05/23  09:20:00,27.3,214.8 
 05/23  09:30:00,27.8,231.5 
 05/23  09:40:00,27.7,256.0 
 05/23  09:50:00,27.3,279.0 
 05/23  10:00:00,27.1,280.4 
 05/23  10:10:00,28.2,274.0 
 05/23  10:20:00,28.9,276.1 
 05/23  10:30:00,28.7,271.0 
 05/23  10:40:00,29.4,285.6 
 05/23  10:50:00,29.2,282.2 
 05/23  11:00:00,29.6,284.4 
 05/23  11:10:00,29.8,279.5 
 05/23  11:20:00,29.4,282.0 
 05/23  11:30:00,30.2,282.9 
 05/23  11:40:00,30.8,280.6 
 05/23  11:50:00,31.2,281.0 
 05/23  12:00:00,31.0,278.6 
 05/23  12:10:00,30.1,275.0 
 05/23  12:20:00,31.0,277.6 
 05/23  12:30:00,31.2,272.0 
 05/23  12:40:00,31.1,270.9 
 05/23  12:50:00,31.6,247.0 
 05/23  13:00:00,32.4,39.49 
 05/23  13:10:00,31.7,0.0 
 05/23  13:20:00,32.2,0.0 
 05/23  13:30:00,32.2,0.0 
 05/23  13:40:00,32.1,0.0 
 05/23  13:50:00,32.6,0.0 
 05/23  14:00:00,32.9,0.0 
 05/23  14:10:00,32.9,0.0 
 05/23  14:20:00,33.5,0.0 
 05/23  14:30:00,34.0,0.0 
 05/23  14:40:00,34.1,0.0 
 05/23  14:50:00,33.9,0.0 
 05/23  15:00:00,34.1,0.0 
 05/23  15:10:00,33.2,0.0 
 05/23  15:20:00,33.5,0.0 
 05/23  15:30:00,33.7,0.0 
 05/23  15:40:00,34.2,0.0 
 05/23  15:50:00,33.8,0.0 
 05/23  16:00:00,34.3,0.0 
 05/23  16:10:00,33.9,0.0 
 05/23  16:20:00,34.5,0.0 
 05/23  16:30:00,34.3,0.0 
 05/23  16:40:00,34.4,0.0 
 05/23  16:50:00,34.3,0.0 
 05/23  17:00:00,33.9,0.0 
 05/23  17:10:00,33.5,0.0 
 05/23  17:20:00,33.6,0.0 
 05/23  17:30:00,33.3,0.0 
 05/23  17:40:00,33.2,0.0 
 05/23  17:50:00,33.1,0.0 
 05/23  18:00:00,33.1,0.0 
 05/23  18:10:00,33.0,0.0 
 05/23  18:20:00,32.8,0.0 
 05/23  18:30:00,32.8,0.0 
 05/23  18:40:00,32.7,0.0 
 05/23  18:50:00,32.6,0.0 
 05/23  19:00:00,32.4,0.0 
 05/23  19:10:00,32.4,0.0 
 05/23  19:20:00,32.3,0.0 
 05/23  19:30:00,32.0,0.0 
 05/23  19:40:00,31.8,0.0 
 05/23  19:50:00,31.8,0.0 
 05/23  20:00:00,31.8,0.0 
 05/23  20:10:00,31.2,0.0 
 05/23  20:20:00,31.3,0.0 
 05/23  20:30:00,30.8,0.0 
 05/23  20:40:00,30.1,0.0 
 05/23  20:50:00,30.7,0.0 
 05/23  21:00:00,30.4,0.0 
 05/23  21:10:00,30.3,0.0 
 05/23  21:20:00,30.0,0.0 
 05/23  21:30:00,28.1,0.0 
 05/23  21:40:00,23.0,0.0 
 05/23  21:50:00,20.7,0.0 
 05/23  22:00:00,19.4,0.0 
 05/23  22:10:00,19.2,0.0 
 05/23  22:20:00,19.3,0.0 
 05/23  22:30:00,19.0,0.0 
 05/23  22:40:00,19.1,0.0 
 05/23  22:50:00,19.3,0.0 
 05/23  23:00:00,19.4,0.0 
 05/23  23:10:00,19.7,0.0 
 05/23  23:20:00,19.6,0.0 
 05/23  23:30:00,19.8,0.0 
 05/23  23:40:00,19.8,0.0 
 05/23  23:50:00,19.8,0.0 
 05/23  24:00:00,19.9,0.0 
 05/24  00:10:00,20.0,0.0 
 05/24  00:20:00,20.1,0.0 
 05/24  00:30:00,20.1,0.0 
 05/24  00:40:00,19.8,0.0 
 05/24  00:50:00,19.0,0.0 
 05/24  01:00:00,18.9,0.0 
 05/24  01:10:00,18.8,0.0 
 05/24  01:20:00,18.7,0.0 
 05/24  01:30:00,18.8,0.0 
 05/24  01:40:00,18.9,0.0 
 05/24  01:50:00,18.9,0.0 
 05/24  02:00:00,18.9,0.0 
 05/24  02:10:00,18.8,0.0 
 05/24  02:20:00,18.8,0.0 
 05/24  02:30:00,18.8,0.0 
 05/24  02:40:00,18.9,0.0 
 05/24  02:50:00,19.1,0.0 
 05/24  03:00:00,19.2,0.0 
 05/24  03:10:00,19.3,0.0 
 05/24  03:20:00,19.3,0.0 
 05/24  03:30:00,18.9,0.0 
 05/24  03:40:00,18.8,0.0 
 05/24  03:50:00,18.8,0.0 
 05/24  04:00:00,18.8,0.0 
 05/24  04:10:00,18.8,0.0 
 05/24  04:20:00,18.6,0.0 
 05/24  04:30:00,18.5,0.0 
 05/24  04:40:00,18.3,0.0 
 05/24  04:50:00,18.4,0.0 
 05/24  05:00:00,18.3,0.0 
 05/24  05:10:00,18.4,0.0 
 05/24  05:20:00,18.3,0.0 
 05/24  05:30:00,18.3,0.0 
 05/24  05:40:00,18.5,0.0 
 05/24  05:50:00,18.6,0.0 
 05/24  06:00:00,18.8,0.0 
 05/24  06:10:00,18.8,0.0 
 05/24  06:20:00,18.8,0.0 
 05/24  06:30:00,18.8,0.0 
 05/24  06:40:00,19.0,0.0 
 05/24  06:50:00,19.0,0.0 
 05/24  07:00:00,19.0,0.0 
 05/24  07:10:00,19.1,0.0 
 05/24  07:20:00,19.2,0.0 
 05/24  07:30:00,19.3,0.0 
 05/24  07:40:00,19.7,0.0 
 05/24  07:50:00,20.2,0.0 
 05/24  08:00:00,20.8,0.0 
 05/24  08:10:00,21.0,0.0 
 05/24  08:20:00,21.4,0.0 
 05/24  08:30:00,22.0,0.0 
 05/24  08:40:00,21.8,0.0 
 05/24  08:50:00,22.0,0.0 
 05/24  09:00:00,22.4,0.0 
 05/24  09:10:00,22.9,0.0 
 05/24  09:20:00,23.5,0.0 
 05/24  09:30:00,23.4,0.0 
 05/24  09:40:00,23.8,31.32 
 05/24  09:50:00,24.2,205.1 
 05/24  10:00:00,25.0,211.4 
 05/24  10:10:00,25.5,215.0 
 05/24  10:20:00,25.9,217.8 
 05/24  10:30:00,25.6,222.3 
 05/24  10:40:00,25.8,225.4 
 05/24  10:50:00,26.0,227.3 
 05/24  11:00:00,26.6,229.9 
 05/24  11:10:00,26.3,232.1 
 05/24  11:20:00,26.2,231.2 
 05/24  11:30:00,26.5,231.4 
 05/24  11:40:00,26.6,233.4 
 05/24  11:50:00,26.4,238.3 
 05/24  12:00:00,27.4,243.6 
 05/24  12:10:00,27.2,244.0 
 05/24  12:20:00,28.0,243.3 
