Date/Time,THERMAL ZONE: JORGE:Zone Mean Air Temperature [C](TimeStep) 
 05/03  00:10:00,26.375784218480378 
 05/03  00:20:00,26.339474575753987 
 05/03  00:30:00,26.366014775389514 
 05/03  00:40:00,26.34019063126502 
 05/03  00:50:00,26.228817140041089 
 05/03  01:00:00,26.029313747036079 
 05/03  01:10:00,25.8655944541329 
 05/03  01:20:00,25.754345118148629 
 05/03  01:30:00,25.513749311713626 
 05/03  01:40:00,25.383913359588939 
 05/03  01:50:00,25.346296811579049 
 05/03  02:00:00,25.39904787881969 
 05/03  02:10:00,25.424777923042187 
 05/03  02:20:00,25.56430131296988 
 05/03  02:30:00,25.667346254662879 
 05/03  02:40:00,25.60368226694137 
 05/03  02:50:00,25.541565469902616 
 05/03  03:00:00,25.4816662885581 
 05/03  03:10:00,25.42403367365594 
 05/03  03:20:00,25.315074908135978 
 05/03  03:30:00,25.291420734125148 
 05/03  03:40:00,25.0032489297241 
 05/03  03:50:00,24.61771882909565 
 05/03  04:00:00,24.456420470533226 
 05/03  04:10:00,24.38832699204159 
 05/03  04:20:00,24.571170034349039 
 05/03  04:30:00,24.734217611994333 
 05/03  04:40:00,24.84626196240507 
 05/03  04:50:00,24.769672302733505 
 05/03  05:00:00,24.514533224132014 
 05/03  05:10:00,24.3020035649433 
 05/03  05:20:00,24.089249040273928 
 05/03  05:30:00,24.04355887659791 
 05/03  05:40:00,23.869451185031037 
 05/03  05:50:00,23.69203805721116 
 05/03  06:00:00,23.570270880005208 
 05/03  06:10:00,23.617800835436606 
 05/03  06:20:00,23.798774595520187 
 05/03  06:30:00,23.875501856955027 
 05/03  06:40:00,23.535240406791226 
 05/03  06:50:00,23.364395604387746 
 05/03  07:00:00,23.754667467812298 
 05/03  07:10:00,23.970026928472487 
 05/03  07:20:00,23.729043739063746 
 05/03  07:30:00,23.782890821331024 
 05/03  07:40:00,23.927816665280309 
 05/03  07:50:00,24.150874303065775 
 05/03  08:00:00,24.407700064878918 
 05/03  08:10:00,24.917445741419109 
 05/03  08:20:00,25.186457881300919 
 05/03  08:30:00,25.27239304092605 
 05/03  08:40:00,25.313405815660209 
 05/03  08:50:00,25.39188151641588 
 05/03  09:00:00,25.494892505458418 
 05/03  09:10:00,27.302627533572634 
 05/03  09:20:00,27.660021537385189 
 05/03  09:30:00,27.935392463212375 
 05/03  09:40:00,28.420791281385268 
 05/03  09:50:00,28.573984745361778 
 05/03  10:00:00,28.5549454127778 
 05/03  10:10:00,28.480772992882238 
 05/03  10:20:00,28.683863633462324 
